,1099 HK Equity,,1066 HK Equity,,874 HK Equity,,460 HK Equity,,867 HK Equity,,1666 HK Equity,,2877 HK Equity,,853 HK Equity,,325 HK Equity,,8058 HK Equity,,8231 HK Equity,,963 HK Equity
5/8/2012,2.4479,12/13/2010,1.56,12/13/2010,1.4938,6/14/2013,0.6662,5/14/2013,0.92634,12/13/2010,1.0756,12/13/2010,3.10459,5/10/2013,0.6765,2/5/2013,0.94911,12/13/2010,1.3164,12/13/2010,0.2314,5/16/2011,0.28068
5/9/2012,2.3726,12/14/2010,1.48,12/14/2010,1.54636,6/17/2013,0.6624,5/15/2013,0.94049,12/14/2010,1.0935,12/14/2010,3.1133,5/13/2013,0.6829,2/6/2013,0.94913,12/14/2010,1.3328,12/14/2010,0.21742,5/17/2011,0.28078
5/10/2012,2.3623,12/15/2010,1.43,12/15/2010,1.53055,6/18/2013,0.6612,5/16/2013,0.95184,12/15/2010,1.0933,12/15/2010,3.21543,5/14/2013,0.6764,2/7/2013,0.95162,12/15/2010,1.2888,12/15/2010,0.2135,5/18/2011,0.28076
5/11/2012,2.336,12/16/2010,1.38,12/16/2010,1.49146,6/19/2013,0.6511,5/20/2013,0.94566,12/16/2010,1.0929,12/16/2010,3.09221,5/15/2013,0.6906,2/8/2013,0.9529,12/16/2010,1.2793,12/16/2010,0.21343,5/19/2011,0.28079
5/14/2012,2.3488,12/17/2010,1.35,12/17/2010,1.48127,6/20/2013,0.6449,5/21/2013,0.96638,12/17/2010,1.1144,12/17/2010,3.03455,5/16/2013,0.6865,2/14/2013,0.95432,12/17/2010,1.2858,12/17/2010,0.21345,5/20/2011,0.26111
5/15/2012,2.3301,12/20/2010,1.34,12/20/2010,1.56123,6/21/2013,0.62,5/22/2013,0.92763,12/20/2010,1.1124,12/20/2010,2.91928,5/20/2013,0.7872,2/15/2013,0.95559,12/20/2010,1.2732,12/20/2010,0.21477,5/23/2011,0.261
5/16/2012,2.3069,12/21/2010,1.31,12/21/2010,1.60792,6/24/2013,0.6032,5/23/2013,0.89915,12/21/2010,1.1298,12/21/2010,2.94572,5/21/2013,0.7641,2/18/2013,0.95433,12/21/2010,1.2863,12/21/2010,0.21353,5/24/2011,0.25073
5/17/2012,2.3194,12/22/2010,1.29,12/22/2010,1.6711,6/25/2013,0.62,5/24/2013,0.91579,12/22/2010,1.0948,12/22/2010,2.89229,5/22/2013,0.7627,2/19/2013,0.95428,12/22/2010,1.2765,12/22/2010,0.20824,5/25/2011,0.25056
5/18/2012,2.3023,12/23/2010,1.29,12/23/2010,1.48655,6/26/2013,0.6289,5/27/2013,0.93125,12/23/2010,1.0631,12/23/2010,2.80978,5/23/2013,0.7407,2/20/2013,0.95425,12/23/2010,1.2731,12/23/2010,0.20832,5/26/2011,0.27229
5/21/2012,2.3334,12/24/2010,1.29,12/24/2010,1.47288,6/27/2013,0.6509,5/28/2013,0.92995,12/24/2010,1.0710,12/24/2010,2.8018,5/24/2013,0.7728,2/21/2013,0.95411,12/24/2010,1.2711,12/24/2010,0.21335,5/27/2011,0.27234
5/22/2012,2.3233,12/28/2010,1.28,12/28/2010,1.40865,6/28/2013,0.6576,5/29/2013,0.95828,12/28/2010,1.0454,12/28/2010,2.7826,5/27/2013,0.7844,2/22/2013,0.9541,12/28/2010,1.2467,12/28/2010,0.21978,5/30/2011,0.27252
5/23/2012,2.2486,12/29/2010,1.28,12/29/2010,1.50587,7/2/2013,0.6603,5/30/2013,0.95185,12/29/2010,1.0493,12/29/2010,2.82671,5/28/2013,0.7921,2/25/2013,0.95534,12/29/2010,1.2335,12/29/2010,0.221,5/31/2011,0.24558
5/24/2012,2.2515,12/30/2010,1.32,12/30/2010,1.54983,7/3/2013,0.6255,5/31/2013,1.00481,12/30/2010,1.0195,12/30/2010,2.82722,5/29/2013,0.7921,2/26/2013,0.95514,12/30/2010,1.2388,12/30/2010,0.22104,6/1/2011,0.24686
5/25/2012,2.3084,12/31/2010,1.42,12/31/2010,1.65449,7/4/2013,0.6384,6/3/2013,0.97908,12/31/2010,1.0078,12/31/2010,2.86898,5/30/2013,0.7921,2/27/2013,0.95651,12/31/2010,1.2415,12/31/2010,0.22128,6/2/2011,0.26992
5/28/2012,2.275,1/3/2011,1.33,1/3/2011,1.65796,7/5/2013,0.628,6/4/2013,0.93159,1/3/2011,1.0083,1/3/2011,2.84479,5/31/2013,0.8013,2/28/2013,0.95944,1/3/2011,1.2319,1/3/2011,0.2214,6/3/2011,0.27001
5/29/2012,2.3261,1/4/2011,1.3,1/4/2011,1.66032,7/8/2013,0.6202,6/5/2013,0.92513,1/4/2011,1.0168,1/4/2011,2.94095,6/3/2013,0.7846,3/1/2013,0.96194,1/4/2011,1.2613,1/4/2011,0.20979,6/7/2011,0.26993
