,489 HK,,7201 JP,,7203 JP,,7267 JP,,7269 JP,,7270 JP,,MSIL IN,,TTMT IN,,6902 JP,,7202 jp,,5108 jp,,volvb ss,,bmw gr,,000270 KS,,dai gr,,f,,005380 KS
3/20/2012,-0.8608,3/28/2012,-0.1119,3/28/2012,0.9722,3/28/2012,-0.7645,3/28/2012,0.0495,3/28/2012,1.9231,3/14/2012,0.2668,3/14/2012,2.4735,3/28/2012,-0.1064,3/28/2012,1.4523,3/28/2012,0.0494,3/5/2012,-0.8808,2/27/2012,-2.0703,3/16/2012,-1.0989,2/27/2012,-2.3118,3/9/2012,0.9631,3/16/2012,-2.193
3/21/2012,-3.1838,3/29/2012,-1.7917,3/29/2012,-1.6506,3/29/2012,-2.1572,3/29/2012,-1.7327,3/29/2012,-2.7576,3/15/2012,-0.4009,3/15/2012,0.1552,3/29/2012,-1.2425,3/29/2012,-0.818,3/29/2012,-0.7897,3/6/2012,-4.966,2/28/2012,1.2019,3/19/2012,-1.3889,2/28/2012,-0.5835,3/12/2012,-1.1924,3/19/2012,0.4484
3/22/2012,1.6442,3/30/2012,0.4561,3/30/2012,-0.1399,3/30/2012,-0.9449,3/30/2012,-0.403,3/30/2012,-0.7463,3/16/2012,0.5818,3/16/2012,-1.2911,3/30/2012,-0.6111,3/30/2012,0,3/30/2012,-0.199,3/7/2012,0.9901,2/29/2012,-0.5008,3/20/2012,-0.2817,2/29/2012,-0.7065,3/13/2012,2.1722,3/20/2012,0
3/23/2012,-1.7647,4/2/2012,1.9296,4/2/2012,-0.1401,4/2/2012,2.0668,4/2/2012,2.3773,4/2/2012,2.406,3/19/2012,-0.8913,3/19/2012,-1.1336,4/2/2012,-0.3255,4/2/2012,0.6186,4/2/2012,1.2961,3/8/2012,4.7386,3/1/2012,2.5309,3/21/2012,1.1299,3/1/2012,0.8976,3/14/2012,1.4173,3/21/2012,0.6696
3/26/2012,-0.7485,4/3/2012,0.2227,4/3/2012,-0.2805,4/3/2012,-0.3115,4/3/2012,-0.7905,4/3/2012,-1.6153,3/20/2012,-0.2863,3/20/2012,-4.2512,4/3/2012,-0.6168,4/3/2012,-0.4098,4/3/2012,-0.2953,3/9/2012,1.092,3/2/2012,-1.4306,3/22/2012,2.095,3/2/2012,0.0759,3/15/2012,0.1553,3/22/2012,0.6652
3/27/2012,-0.1508,4/4/2012,-2.4444,4/4/2012,-1.9691,4/4/2012,-0.3125,4/4/2012,-1.3446,4/4/2012,-2.5373,3/21/2012,0.3681,3/21/2012,1.7318,4/4/2012,-3.0668,4/4/2012,-2.4691,4/4/2012,-2.6654,3/12/2012,0.6687,3/5/2012,0.4553,3/23/2012,-1.5048,3/5/2012,-0.3469,3/16/2012,-3.0233,3/23/2012,-0.8811
3/28/2012,4.8338,4/5/2012,-1.0251,4/5/2012,-0.7174,4/5/2012,-3.9185,4/5/2012,-0.2524,4/5/2012,-0.7657,3/22/2012,-2.4134,3/22/2012,-2.1731,4/5/2012,-0.1507,4/5/2012,0,4/5/2012,-0.6085,3/13/2012,0.8176,3/6/2012,-5.5949,3/26/2012,1.1111,3/6/2012,-5.5157,3/19/2012,0.9592,3/26/2012,-0.4444
3/29/2012,0.8646,4/6/2012,-1.496,4/6/2012,-2.0231,4/6/2012,-1.7945,4/6/2012,-2.1255,4/6/2012,-1.8519,3/23/2012,-1.7853,3/23/2012,0.9626,4/6/2012,-1.9992,4/6/2012,-2.1097,4/6/2012,-0.9184,3/14/2012,-0.1014,3/7/2012,2.4306,3/27/2012,0,3/7/2012,1.4853,3/20/2012,-0.7126,3/27/2012,0.8929
3/30/2012,0.1429,4/9/2012,-3.3879,4/9/2012,-2.3599,4/9/2012,-2.4252,4/9/2012,-3.3609,4/9/2012,-2.3585,3/26/2012,-0.6965,3/26/2012,-1.5768,4/9/2012,-1.963,4/9/2012,-1.5086,4/9/2012,-2.5747,3/15/2012,0.3551,3/8/2012,1.8017,3/28/2012,2.7473,3/8/2012,4.7425,3/21/2012,0.2392,3/28/2012,2.8761
4/2/2012,1.5692,4/10/2012,0.6046,4/10/2012,1.5106,4/10/2012,0.5107,4/10/2012,1.9797,4/10/2012,-0.4831,3/27/2012,-1.8305,3/27/2012,1.6393,4/10/2012,-0.9815,4/10/2012,1.3129,4/10/2012,-0.6342,3/16/2012,0.8089,3/9/2012,1.4676,3/29/2012,0.2674,3/9/2012,1.7548,3/22/2012,-1.9889,3/29/2012,1.7204
4/3/2012,-0.1404,4/11/2012,0.1202,4/11/2012,-1.1905,4/11/2012,-1.7954,4/11/2012,-0.5247,4/11/2012,-0.4854,3/28/2012,1.1463,3/28/2012,-0.6048,4/11/2012,-0.7137,4/11/2012,-1.9438,4/11/2012,-0.266,3/19/2012,0.2508,3/12/2012,0.5814,3/30/2012,-1.2,3/12/2012,1.32,3/23/2012,0,3/30/2012,-1.4799
4/5/2012,-1.5471,4/12/2012,-0.3601,4/12/2012,0.3012,4/12/2012,1.0693,4/12/2012,1.0021,4/12/2012,0.813,3/29/2012,1.3623,3/29/2012,0.295,4/12/2012,1.6374,4/12/2012,1.7621,4/12/2012,1.5467,3/20/2012,-2.8014,3/13/2012,-0.3243,4/2/2012,2.1592,3/13/2012,0.1891,3/26/2012,1.2987,4/2/2012,3.0043
4/10/2012,-0.7143,4/13/2012,-0.6024,4/13/2012,-0.1502,4/13/2012,-0.1706,4/13/2012,-1.1488,4/13/2012,0,3/30/2012,3.4192,3/30/2012,1.2135,4/13/2012,0.0393,4/13/2012,0.4329,4/13/2012,-0.8929,3/21/2012,-2.0072,3/14/2012,3.1825,4/3/2012,3.4346,3/14/2012,0.818,3/27/2012,-1.2821,4/3/2012,6.25
4/11/2012,-1.0072,4/16/2012,-2.4242,4/16/2012,-1.6541,4/16/2012,-1.9487,4/16/2012,-1.6904,4/16/2012,-4.5161,4/2/2012,-0.8849,4/2/2012,0.5631,4/16/2012,-1.8853,4/16/2012,-3.8793,4/16/2012,-1.3778,3/22/2012,-0.9454,3/15/2012,0.6854,4/4/2012,0,3/15/2012,0.6241,3/28/2012,0,4/4/2012,-0.5882
4/12/2012,2.7616,4/17/2012,-0.1242,4/17/2012,-0.9174,4/17/2012,-1.8828,4/17/2012,1.2359,4/17/2012,1.0135,4/3/2012,-2.1665,4/3/2012,1.6077,4/17/2012,-0.7206,4/17/2012,-1.7937,4/17/2012,-0.3761,3/23/2012,0.7953,3/16/2012,-0.5718,4/5/2012,3.3206,3/16/2012,-2.1501,3/29/2012,1.461,4/5/2012,4.142
4/13/2012,3.6775,4/18/2012,4.2289,4/18/2012,2.7778,4/18/2012,3.8735,4/18/2012,1.9108,4/18/2012,3.5117,4/4/2012,0.4696,4/4/2012,-0.96,4/18/2012,3.6694,4/18/2012,5.2511,4/18/2012,1.7799,3/26/2012,2.3146,3/19/2012,-1.3008,4/6/2012,-1.2361,3/19/2012,-0.3275,3/30/2012,-0.2,4/6/2012,0.1894
4/16/2012,-0.2729,4/19/2012,0.2387,4/19/2012,0.9009,4/19/2012,-0.9237,4/19/2012,0,4/19/2012,0.9693,4/9/2012,-2.4588,4/9/2012,-1.0591,4/19/2012,-0.0778,4/19/2012,0.6508,4/19/2012,0,3/27/2012,0.1542,3/20/2012,-4.5089,4/9/2012,-0.1252,3/20/2012,-4.0064,4/2/2012,1.1623,4/9/2012,1.5123
4/17/2012,-1.6416,4/20/2012,0.4762,4/20/2012,-1.9345,4/20/2012,-1.0359,4/20/2012,-1.0938,4/20/2012,-1.12,4/10/2012,-0.5883,4/10/2012,2.9572,4/20/2012,0,4/20/2012,1.5086,4/20/2012,-0.371,3/28/2012,-1.4887,3/21/2012,0.1743,4/10/2012,-2.5063,3/21/2012,-0.1546,4/3/2012,0.1585,4/10/2012,-2.7933
4/18/2012,4.4506,4/23/2012,-0.9479,4/23/2012,-0.9105,4/23/2012,0.4885,4/23/2012,-1.0005,4/23/2012,-1.4563,4/11/2012,-0.2626,4/11/2012,-0.2467,4/23/2012,0.4671,4/23/2012,-1.9108,4/23/2012,0.1064,3/29/2012,-1.6675,3/22/2012,-1.7404,4/12/2012,-0.3856,3/22/2012,-0.8847,4/4/2012,-1.068,4/12/2012,-0.9579
4/19/2012,-0.5326,4/24/2012,-0.5981,4/24/2012,-0.1531,4/24/2012,-0.3125,4/24/2012,0.5851,4/24/2012,-1.3136,4/12/2012,3.1396,4/12/2012,1.1129,4/24/2012,-0.31,4/24/2012,-1.0823,4/24/2012,-0.5313,3/30/2012,2.1728,3/23/2012,0.4428,4/13/2012,1.4194,3/23/2012,1.7963,4/5/2012,-0.2799,4/13/2012,-0.1934
4/20/2012,-1.071,4/25/2012,1.083,4/25/2012,0.6135,4/25/2012,-0.0348,4/25/2012,0.7403,4/25/2012,0.6656,4/13/2012,0.7886,4/13/2012,1.0832,4/25/2012,0.4275,4/25/2012,1.5317,4/25/2012,1.1752,4/2/2012,1.556,3/26/2012,0.9552,4/16/2012,0.6361,3/26/2012,2.4989,4/9/2012,-2.0048,4/16/2012,1.938
4/23/2012,-2.3004,4/26/2012,-1.0714,4/26/2012,0.3049,4/26/2012,0.9059,4/26/2012,-0.105,4/26/2012,0.6612,4/16/2012,1.478,4/16/2012,3.9405,4/26/2012,0.8901,4/26/2012,-0.2155,4/26/2012,0.8448,4/3/2012,0.5107,3/27/2012,-0.4658,4/17/2012,-0.6321,3/27/2012,0.0855,4/10/2012,-3.5188,4/17/2012,-1.5209
4/24/2012,2.9086,4/27/2012,0.6017,4/27/2012,0.4559,4/27/2012,0,4/27/2012,-0.3153,4/27/2012,0.6568,4/17/2012,-0.0075,4/17/2012,0.2162,4/27/2012,0.0767,4/27/2012,-0.8639,4/27/2012,-0.2618,4/4/2012,-4.8272,3/28/2012,-2.0474,4/18/2012,2.4173,3/28/2012,-2.4893,4/11/2012,1.0178,4/18/2012,1.7375
4/25/2012,0.9421,5/1/2012,-4.067,5/1/2012,-3.4796,5/1/2012,-3.3494,5/1/2012,-2.5303,5/1/2012,-3.752,4/18/2012,0.7674,4/18/2012,2.7875,5/1/2012,0.3066,5/1/2012,-0.2179,5/1/2012,-2.5722,4/5/2012,-3.3636,3/29/2012,-2.2096,4/19/2012,-0.6211,3/29/2012,-2.6186,4/12/2012,1.3434,4/19/2012,-1.518
4/26/2012,1.3333,5/2/2012,0.7481,5/2/2012,0.4702,5/2/2012,0.6788,5/2/2012,0.4327,5/2/2012,1.1864,4/19/2012,2.8651,4/19/2012,3.067,5/2/2012,1.1464,5/2/2012,0,5/2/2012,-0.7543,4/10/2012,-3.4807,3/30/2012,2.916,4/20/2012,-0.125,3/30/2012,2.2727,4/13/2012,-1.2428,4/20/2012,-2.1195
4/27/2012,-0.1316,5/7/2012,-5.198,5/7/2012,-2.9641,5/7/2012,-5.6068,5/7/2012,-3.3926,5/7/2012,-6.0302,4/20/2012,-0.0395,4/20/2012,-0.8144,5/7/2012,-3.8534,5/7/2012,-4.3668,5/7/2012,-4.4517,4/11/2012,0.5152,4/2/2012,2.5367,4/23/2012,-1.627,4/2/2012,1.3025,4/16/2012,-0.3356,4/23/2012,-1.5748
4/30/2012,0.7905,5/8/2012,3.1332,5/8/2012,1.1254,5/8/2012,2.218,5/8/2012,1.0033,5/8/2012,7.3084,4/23/2012,-0.9456,4/23/2012,-2.1791,5/8/2012,2.0432,5/8/2012,2.2831,5/8/2012,1.5909,4/12/2012,3.1891,4/3/2012,-1.4902,4/24/2012,0.8906,4/3/2012,-0.1151,4/17/2012,0.2525,4/24/2012,2.8
5/2/2012,-2.7451,5/9/2012,-1.6456,5/9/2012,0,5/9/2012,0.3678,5/9/2012,-1.7108,5/9/2012,5.9801,4/24/2012,-1.0018,4/24/2012,0.678,5/9/2012,-2.965,5/9/2012,-1.7857,5/9/2012,0.8389,4/13/2012,-3.9735,4/4/2012,-2.1002,4/25/2012,0.7566,4/4/2012,-2.7811,4/18/2012,-1.0076,4/25/2012,0.1946
5/3/2012,-2.1505,5/10/2012,0.1287,5/10/2012,0.7949,5/10/2012,-0.6596,5/10/2012,-0.4492,5/10/2012,0.4702,4/25/2012,1.3456,4/25/2012,0.6734,5/10/2012,0.9921,5/10/2012,1.1364,5/10/2012,-1.8303,4/16/2012,1.2644,4/5/2012,-0.39,4/26/2012,-0.3755,4/5/2012,-4.6187,4/19/2012,-1.1026,4/26/2012,1.7476
5/4/2012,-3.022,5/11/2012,3.3419,5/11/2012,2.0505,5/11/2012,1.5124,5/11/2012,0.3948,5/11/2012,-0.468,4/26/2012,-0.0109,4/26/2012,-0.5893,5/11/2012,0.3143,5/11/2012,4.2697,5/11/2012,2.5424,4/17/2012,1.8729,4/10/2012,-2.4398,4/27/2012,1.3819,4/10/2012,-5.0651,4/20/2012,-2.1441,4/27/2012,-0.5725
5/7/2012,-3.5411,5/14/2012,-1.99,5/14/2012,-0.1546,5/14/2012,-0.7994,5/14/2012,-1.0674,5/14/2012,-1.0972,4/27/2012,0.0398,4/27/2012,0.1762,5/14/2012,0.235,5/14/2012,-1.7241,5/14/2012,-1.9284,4/18/2012,-1.3928,4/11/2012,3.3961,4/30/2012,3.3457,4/11/2012,2.5071,4/23/2012,-0.5259,4/30/2012,3.071
5/8/2012,3.5242,5/15/2012,-2.4112,5/15/2012,-2.0124,5/15/2012,-2.7473,5/15/2012,-0.6246,5/15/2012,-1.5848,4/28/2012,1.0814,4/28/2012,0.1439,5/15/2012,-0.9769,5/15/2012,-3.5088,5/15/2012,-1.4607,4/19/2012,0.339,4/12/2012,2.986,5/2/2012,0.4796,4/12/2012,0.9398,4/24/2012,0.3524,5/2/2012,-0.1862
5/9/2012,-1.7021,5/16/2012,-2.2107,5/16/2012,-2.0537,5/16/2012,-2.0716,5/16/2012,0.4,5/16/2012,-2.2544,4/30/2012,-1.8319,4/30/2012,1.1019,5/16/2012,-3.7096,5/16/2012,-4.3182,5/16/2012,-1.9954,4/20/2012,0.6757,4/13/2012,-2.2615,5/3/2012,-1.6706,4/13/2012,-3.724,4/25/2012,2.9851,5/3/2012,-0.9328
5/10/2012,-0.7215,5/17/2012,3.3245,5/17/2012,1.4516,5/17/2012,2.3077,5/17/2012,0.1138,5/17/2012,3.4596,5/2/2012,-2.8392,5/2/2012,-3.8067,5/17/2012,2.0082,5/17/2012,2.1378,5/17/2012,1.5125,4/23/2012,-5.4251,4/16/2012,2.1359,5/4/2012,-2.5485,4/16/2012,1.9836,4/26/2012,1.1935,5/4/2012,-3.2015
5/11/2012,-3.0523,5/18/2012,-3.2175,5/18/2012,-3.6566,5/18/2012,-3.609,5/18/2012,-3.5816,5/18/2012,-3.6624,5/3/2012,-3.2185,5/3/2012,-1.1658,5/18/2012,-3.7766,5/18/2012,-3.9535,5/18/2012,-2.3496,4/24/2012,2.0106,4/17/2012,1.3622,5/7/2012,0.7472,4/17/2012,3.0999,4/27/2012,-2.2746,5/7/2012,0.1946
5/14/2012,-1.4993,5/21/2012,-1.1968,5/21/2012,-0.8251,5/21/2012,-0.195,5/21/2012,-0.6486,5/21/2012,-0.3306,5/4/2012,-0.6744,5/4/2012,0.2824,5/21/2012,-1.6284,5/21/2012,-1.4528,5/21/2012,-0.6455,4/25/2012,3.942,4/18/2012,-0.6562,5/8/2012,1.1125,4/18/2012,-0.9787,4/30/2012,-2.7586,5/8/2012,-0.7767
5/15/2012,3.5008,5/22/2012,4.4415,5/22/2012,2.4958,5/22/2012,1.6803,5/22/2012,-0.6528,5/22/2012,3.6484,5/7/2012,2.3062,5/7/2012,2.1869,5/22/2012,3.1834,5/22/2012,2.2113,5/22/2012,0.7088,4/26/2012,2.6213,4/19/2012,-1.4566,5/9/2012,-1.2225,4/19/2012,-2.9531,5/1/2012,-0.4433,5/9/2012,-2.1526
5/16/2012,-4.4118,5/23/2012,-1.2887,5/23/2012,-0.487,5/23/2012,-1.3451,5/23/2012,-1.0155,5/23/2012,-1.12,5/8/2012,-0.37,5/8/2012,-3.8911,5/23/2012,-1.1929,5/23/2012,-0.9615,5/23/2012,-1.349,4/27/2012,2.1739,4/20/2012,1.7708,5/10/2012,-1.2376,4/20/2012,0.6135,5/2/2012,-1.1576,5/10/2012,0
5/17/2012,2.3077,5/24/2012,-1.436,5/24/2012,0,5/24/2012,-0.896,5/24/2012,-0.4828,5/24/2012,-0.9709,5/9/2012,-0.3637,5/9/2012,-1.1977,5/24/2012,-1.3739,5/24/2012,-0.2427,5/24/2012,-0.3567,4/30/2012,-0.8511,4/23/2012,-3.3218,5/11/2012,1.0025,4/23/2012,-3.3902,5/3/2012,-1.6216,5/11/2012,-0.8
5/18/2012,-5.4135,5/25/2012,0,5/25/2012,0,5/25/2012,-0.1572,5/25/2012,-0.1213,5/25/2012,0.817,5/10/2012,-3.0279,5/10/2012,-1.2464,5/25/2012,1.0131,5/25/2012,0,5/25/2012,1.7303,5/2/2012,-1.4485,4/24/2012,0.1339,5/14/2012,-0.3722,4/24/2012,1.1739,5/4/2012,-2.2894,5/14/2012,1.0081
5/21/2012,-3.6566,5/28/2012,-0.1325,5/28/2012,0.1631,5/28/2012,-0.1575,5/28/2012,-0.7893,5/28/2012,-1.1345,5/11/2012,-2.108,5/11/2012,2.87,5/28/2012,-0.2507,5/28/2012,-0.2433,5/28/2012,-0.7625,5/3/2012,-0.5444,4/25/2012,3.5651,5/15/2012,0.6227,4/25/2012,3.0568,5/7/2012,-0.0937,5/15/2012,0
5/22/2012,4.4554,5/29/2012,0.3979,5/29/2012,0.3257,5/29/2012,0.7492,5/29/2012,-0.1224,5/29/2012,1.6393,5/14/2012,1.1131,5/14/2012,-2.3193,5/29/2012,-0.1676,5/29/2012,0.4878,5/29/2012,0.7092,5/4/2012,-3.7767,4/26/2012,1.9076,5/16/2012,-3.9604,4/26/2012,3.2082,5/8/2012,-0.469,5/16/2012,-3.992
5/23/2012,-1.7378,5/30/2012,1.321,5/30/2012,-0.1623,5/30/2012,0.7436,5/30/2012,0.7353,5/30/2012,-0.8065,5/15/2012,-2.538,5/15/2012,-0.086,5/30/2012,1.4268,5/30/2012,1.9417,5/30/2012,-0.7629,5/7/2012,-0.2275,4/27/2012,1.5763,5/17/2012,0.1289,4/27/2012,-1.4897,5/9/2012,0.754,5/17/2012,0
5/24/2012,1.1254,5/31/2012,-1.1734,5/31/2012,-1.1382,5/31/2012,-2.4087,5/31/2012,-0.7299,5/31/2012,-1.7886,5/16/2012,-2.0702,5/16/2012,-7.3532,5/31/2012,-1.9859,5/31/2012,-0.2381,5/31/2012,-0.8279,5/8/2012,-2.1665,4/30/2012,-0.4295,5/18/2012,-5.6628,4/30/2012,-0.5001,5/10/2012,0.1871,5/18/2012,-4.7817
5/25/2012,-0.7949,6/1/2012,-3.0343,6/1/2012,-0.9868,6/1/2012,-2.1099,6/1/2012,-2.2059,6/1/2012,-3.9735,5/17/2012,1.1073,5/17/2012,0.7993,6/1/2012,-1.984,6/1/2012,-5.0119,6/1/2012,-0.4174,5/9/2012,0,5/2/2012,-0.5149,5/21/2012,3.8199,5/2/2012,-0.8257,5/11/2012,-1.2138,5/21/2012,3.4934
5/28/2012,8.0128,6/4/2012,-3.5374,6/4/2012,-3.5216,6/4/2012,-3.7007,6/4/2012,-2.2556,6/4/2012,-3.4483,5/18/2012,-3.2067,5/18/2012,-4.149,6/4/2012,-1.5935,6/4/2012,-4.5226,6/4/2012,-3.0539,5/10/2012,1.1655,5/3/2012,0.1259,5/22/2012,0,5/3/2012,-2.2445,5/14/2012,-2.4575,5/22/2012,0
5/29/2012,2.0772,6/5/2012,1.9746,6/5/2012,0.7576,6/5/2012,2.0693,6/5/2012,1.2179,6/5/2012,2.3214,5/21/2012,3.6129,5/21/2012,0.7503,6/5/2012,1.1379,6/5/2012,2.1053,6/5/2012,2.7177,5/11/2012,0.1152,5/4/2012,-3.2272,5/23/2012,-0.7884,5/4/2012,-2.8762,5/15/2012,-1.6473,5/23/2012,-1.4768
5/30/2012,0.2907,6/6/2012,2.4896,6/6/2012,2.4949,6/6/2012,2.8134,6/6/2012,1.5833,6/6/2012,2.6178,5/22/2012,-4.5376,5/22/2012,1.2412,6/6/2012,3.2021,6/6/2012,3.866,6/6/2012,1.7438,5/14/2012,-3.1646,5/7/2012,1.5303,5/24/2012,0.5298,5/7/2012,0.5541,5/16/2012,0.0985,5/24/2012,0
5/31/2012,-4.3478,6/7/2012,3.1039,6/7/2012,2.034,6/7/2012,2.0926,6/7/2012,1.4339,6/7/2012,2.8912,5/23/2012,-0.0737,5/23/2012,-1.3768,6/7/2012,1.9706,6/7/2012,1.2407,6/7/2012,1.5366,5/15/2012,-0.1783,5/8/2012,-3.5831,5/25/2012,0.6588,5/8/2012,-3.1675,5/17/2012,-1.4764,5/25/2012,-0.2141
6/1/2012,3.1818,6/8/2012,-2.4869,6/8/2012,-1.3072,6/8/2012,-1.8132,6/8/2012,-0.4302,6/8/2012,-1.8182,5/24/2012,-0.7502,5/24/2012,2.1228,6/8/2012,-2.6727,6/8/2012,-1.4706,6/8/2012,-3.0268,5/16/2012,-2.0833,5/9/2012,0.1327,5/29/2012,1.9634,5/9/2012,0.731,5/18/2012,0,5/29/2012,1.9313
6/4/2012,-2.4963,6/11/2012,3.7584,6/11/2012,1.6556,6/11/2012,2.8503,6/11/2012,0.6173,6/11/2012,3.367,5/25/2012,-2.2238,5/25/2012,0.7678,6/11/2012,3.591,6/11/2012,3.4826,6/11/2012,2.7611,5/18/2012,-4.6201,5/10/2012,-2.2533,5/30/2012,0.7702,5/10/2012,-0.3887,5/21/2012,1.8981,5/30/2012,2.3158
6/5/2012,-2.4096,6/12/2012,-1.8111,6/12/2012,-1.1401,6/12/2012,-1.0929,6/12/2012,-1.0429,6/12/2012,-0.6515,5/28/2012,-1.3807,5/28/2012,2.8062,6/12/2012,-1.0604,6/12/2012,-0.4808,6/12/2012,0.1168,5/21/2012,2.0395,5/11/2012,1.2686,5/31/2012,2.1656,5/11/2012,1.5741,5/22/2012,-0.098,5/31/2012,0.4115
6/6/2012,4.1667,6/13/2012,-1.1858,6/13/2012,0.4942,6/13/2012,0.4736,6/13/2012,0.9299,6/13/2012,-0.1639,5/29/2012,2.2473,5/29/2012,-0.3073,6/13/2012,0.8656,6/13/2012,0.4831,6/13/2012,0.1167,5/22/2012,4.1224,5/14/2012,-0.8064,6/1/2012,-0.9975,5/14/2012,-1.1399,5/23/2012,2.159,6/1/2012,-2.459
6/7/2012,-3.1111,6/14/2012,-0.6667,6/14/2012,-1.1475,6/14/2012,-0.0786,6/14/2012,0.1229,6/14/2012,0.4926,5/30/2012,2.0118,5/30/2012,-11.8586,6/14/2012,-0.7765,6/14/2012,-1.4423,6/14/2012,-0.7576,5/23/2012,-3.7792,5/15/2012,-0.66,6/4/2012,-3.4005,5/15/2012,-1.9174,5/24/2012,1.7291,6/4/2012,-1.6807
6/8/2012,0.4587,6/15/2012,-0.6711,6/15/2012,-0.6302,6/15/2012,-0.4324,6/15/2012,-0.7975,6/15/2012,-2.6144,5/31/2012,-4.4134,5/31/2012,-4.135,6/15/2012,0.2883,6/15/2012,-0.4878,6/15/2012,-0.7046,5/24/2012,1.3092,5/16/2012,0,6/5/2012,0.2608,5/16/2012,0.7397,5/25/2012,0.0944,6/5/2012,-0.2137
6/11/2012,1.0654,6/18/2012,2.973,6/18/2012,1.9693,6/18/2012,1.816,6/18/2012,1.9171,6/18/2012,3.6913,6/1/2012,-2.3086,6/1/2012,-3.6266,6/18/2012,3.039,6/18/2012,3.4314,6/18/2012,3.016,5/25/2012,-1.7231,5/17/2012,-5.1336,6/7/2012,1.5605,5/17/2012,-1.9405,5/29/2012,2.2642,6/7/2012,2.7837
6/12/2012,-1.6566,6/19/2012,-2.0997,6/19/2012,-1.3093,6/19/2012,-1.1632,6/19/2012,-2.2451,6/19/2012,-1.6181,6/4/2012,-0.6838,6/4/2012,1.9149,6/19/2012,-2.1921,6/19/2012,-1.8957,6/19/2012,-0.7463,5/28/2012,1.315,5/18/2012,-2.9763,6/8/2012,-1.4085,5/18/2012,-1.19,5/30/2012,-1.6605,6/8/2012,-1.4583
6/13/2012,0.6126,6/20/2012,0.2681,6/20/2012,1.1609,6/20/2012,1.0592,6/20/2012,0.869,6/20/2012,2.6316,6/5/2012,1.0773,6/5/2012,-3.1462,6/20/2012,1.1817,6/20/2012,-0.4831,6/20/2012,1.0989,5/29/2012,3.5847,5/21/2012,1.4764,6/11/2012,1.1688,5/21/2012,0.9472,5/31/2012,-0.9381,6/11/2012,1.4799
6/14/2012,-2.2831,6/21/2012,1.8717,6/21/2012,1.1475,6/21/2012,3.455,6/21/2012,1.5385,6/21/2012,2.5641,6/6/2012,2.683,6/6/2012,5.7523,6/21/2012,3.6246,6/21/2012,0.2427,6/21/2012,1.659,5/30/2012,-1.8496,5/22/2012,2.4572,6/12/2012,0.2567,5/22/2012,2.3995,6/1/2012,-4.1667,6/12/2012,-0.625
6/15/2012,2.4922,6/22/2012,-1.8373,6/22/2012,0,6/22/2012,0.788,6/22/2012,-2.7273,6/22/2012,-0.7813,6/7/2012,3.1861,6/7/2012,0.8746,6/22/2012,-1.8655,6/22/2012,-1.2107,6/22/2012,-1.238,5/31/2012,-0.8511,5/23/2012,-2.0353,6/13/2012,-0.128,5/23/2012,-0.3796,6/4/2012,-0.7905,6/13/2012,0
6/18/2012,0.6079,6/25/2012,-2.6738,6/25/2012,-0.1621,6/25/2012,-0.9308,6/25/2012,-0.7477,6/25/2012,0.9449,6/8/2012,-1.6794,6/8/2012,1.163,6/25/2012,0.6337,6/25/2012,-0.7353,6/25/2012,1.0826,6/1/2012,-2.943,5/24/2012,-0.6281,6/14/2012,0.3846,5/24/2012,-0.3679,6/5/2012,1.494,6/14/2012,-0.2096
6/19/2012,0.1511,6/26/2012,-1.0989,6/26/2012,-1.1364,6/26/2012,-1.5408,6/26/2012,-0.1883,6/26/2012,-2.0281,6/11/2012,-1.2055,6/11/2012,-1.5468,6/26/2012,-0.3935,6/26/2012,-2.2222,6/26/2012,-0.7328,6/4/2012,-1.9583,5/25/2012,0.0972,6/15/2012,-0.5109,5/25/2012,0.1187,6/6/2012,3.7291,6/15/2012,0.8403
6/20/2012,0.3017,6/27/2012,0.1389,6/27/2012,-0.4926,6/27/2012,-0.4962,6/27/2012,-1.6981,6/27/2012,-1.1146,6/12/2012,3.0662,6/12/2012,3.1635,6/27/2012,1.5409,6/27/2012,0.7576,6/27/2012,-0.5679,6/5/2012,0.9665,5/28/2012,1.0039,6/18/2012,2.6958,5/28/2012,-0.303,6/7/2012,-0.1892,6/18/2012,3.5417
6/21/2012,-3.0075,6/28/2012,1.8031,6/28/2012,2.6403,6/28/2012,2.1481,6/28/2012,0.4479,6/28/2012,0.9662,6/13/2012,-3.2152,6/13/2012,-2.2844,6/28/2012,3.1907,6/28/2012,3.2581,6/28/2012,1.4278,6/7/2012,5.2329,5/29/2012,2.4527,6/19/2012,0,5/29/2012,2.6163,6/8/2012,1.0427,6/19/2012,2.0121
6/22/2012,-1.2403,6/29/2012,1.9074,6/29/2012,2.5723,6/29/2012,3.2294,6/29/2012,3.2484,6/29/2012,1.5949,6/14/2012,-2.4961,6/14/2012,-4.5072,6/29/2012,1.546,6/29/2012,2.6699,6/29/2012,2.1959,6/8/2012,-2.1831,5/30/2012,-2.8165,6/20/2012,0,5/30/2012,-2.189,6/11/2012,-1.97,6/20/2012,0
6/25/2012,-3.7677,7/2/2012,-0.6684,7/2/2012,-0.4702,7/2/2012,-0.6912,7/2/2012,0.1234,7/2/2012,-0.471,6/15/2012,2.472,6/15/2012,5.9991,7/2/2012,-0.7427,7/2/2012,-0.9456,7/2/2012,0.1102,6/11/2012,0.806,5/31/2012,-1.2075,6/21/2012,-1.5,5/31/2012,-1.2112,6/12/2012,0.4785,6/21/2012,-1.1834
