,992 HK Equity,,2018 HK Equity,,2038 HK Equity,,981 HK Equity,,3888 HK Equity,,696 HK Equity,,285 HK Equity,,2369 HK Equity,,354 HK Equity,,268 HK Equity,,1900 HK Equity,,161 HK Equity,,74 HK Equity,,1075 HK Equity,,877 HK Equity
4/8/2011,0.58198,4/8/2011,2.71032,4/8/2011,0.60773,4/8/2011,0.07854,4/8/2011,0.59743,4/8/2011,0.65322,4/8/2011,0.65666,4/8/2011,0.39915,4/8/2011,0.2485,4/8/2011,0.56331,6/25/2013,0.21269,4/8/2011,0.39399,4/8/2011,0.52404,4/8/2011,0.05665,4/9/2013,0.22411
4/11/2011,0.58179,4/11/2011,2.67084,4/11/2011,0.6011,4/11/2011,0.07723,4/11/2011,0.59981,4/11/2011,0.6513,4/11/2011,0.64358,4/11/2011,0.41961,4/11/2011,0.24585,4/11/2011,0.58458,6/26/2013,0.22166,4/11/2011,0.38872,4/11/2011,0.5213,4/11/2011,0.05535,4/10/2013,0.22672
4/12/2011,0.57502,4/12/2011,2.61783,4/12/2011,0.6059,4/12/2011,0.07718,4/12/2011,0.59432,4/12/2011,0.64235,4/12/2011,0.62391,4/12/2011,0.42065,4/12/2011,0.2457,4/12/2011,0.57888,6/27/2013,0.21655,4/12/2011,0.40522,4/12/2011,0.5107,4/12/2011,0.05596,4/11/2013,0.22547
4/13/2011,0.57359,4/13/2011,2.59144,4/13/2011,0.62246,4/13/2011,0.07716,4/13/2011,0.60188,4/13/2011,0.64304,4/13/2011,0.63275,4/13/2011,0.4154,4/13/2011,0.24435,4/13/2011,0.57981,6/28/2013,0.22563,4/13/2011,0.40383,4/13/2011,0.51957,4/13/2011,0.05594,4/12/2013,0.22289
4/14/2011,0.57494,4/14/2011,2.57245,4/14/2011,0.61353,4/14/2011,0.07717,4/14/2011,0.60195,4/14/2011,0.66026,4/14/2011,0.62896,4/14/2011,0.4206,4/14/2011,0.24438,4/14/2011,0.60452,7/2/2013,0.22183,4/14/2011,0.41802,4/14/2011,0.51706,4/14/2011,0.05595,4/15/2013,0.21513
4/15/2011,0.57501,4/15/2011,2.57017,4/15/2011,0.61746,4/15/2011,0.07718,4/15/2011,0.61103,4/15/2011,0.65862,4/15/2011,0.63032,4/15/2011,0.41678,4/15/2011,0.24312,4/15/2011,0.63933,7/3/2013,0.22569,4/15/2011,0.43608,4/15/2011,0.51969,4/15/2011,0.05531,4/16/2013,0.21385
4/18/2011,0.57479,4/18/2011,2.53318,4/18/2011,0.60693,4/18/2011,0.07844,4/18/2011,0.61593,4/18/2011,0.6618,4/18/2011,0.61465,4/18/2011,0.41405,4/18/2011,0.24303,4/18/2011,0.61465,7/4/2013,0.22828,4/18/2011,0.4372,4/18/2011,0.51949,4/18/2011,0.05529,4/17/2013,0.21383
4/19/2011,0.56441,4/19/2011,2.4865,4/19/2011,0.60298,4/19/2011,0.08485,4/19/2011,0.63898,4/19/2011,0.66512,4/19/2011,0.60555,4/19/2011,0.40499,4/19/2011,0.24299,4/19/2011,0.60427,7/5/2013,0.24501,4/19/2011,0.44356,4/19/2011,0.50527,4/19/2011,0.05528,4/18/2013,0.21252
4/20/2011,0.57007,4/20/2011,2.68949,4/20/2011,0.59709,4/20/2011,0.08236,4/20/2011,0.64985,4/20/2011,0.67173,4/20/2011,0.60996,4/20/2011,0.40921,4/20/2011,0.24321,4/20/2011,0.61768,7/8/2013,0.23981,4/20/2011,0.44653,4/20/2011,0.50701,4/20/2011,0.05469,4/19/2013,0.2151
4/21/2011,0.58317,4/21/2011,2.79355,4/21/2011,0.59476,4/21/2011,0.08239,4/21/2011,0.66041,4/21/2011,0.67972,4/21/2011,0.60505,4/21/2011,0.40552,4/21/2011,0.24717,4/21/2011,0.62951,7/9/2013,0.23333,4/21/2011,0.44156,4/21/2011,0.51494,4/21/2011,0.05471,4/22/2013,0.21639
