,902 HK Equity,,991 HK Equity,,916 HK Equity,,2688 HK Equity,,1798 HK Equity,,1600 HK Equity,,1265 HK Equity,,1733 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2010,0.5559,11/19/2010,0.3714,6/29/2012,0.6510,11/19/2010,3.0050,,,6/4/2013,0.8723,11/19/2010,0.2064,5/2/2013,0.0941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2010,0.5545,11/22/2010,0.3688,7/3/2012,0.6538,11/22/2010,3.0689,,,6/5/2013,0.8620,11/22/2010,0.2063,5/3/2013,0.0928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2010,0.5426,11/23/2010,0.3622,7/4/2012,0.6589,11/23/2010,3.1385,,,6/6/2013,0.8735,11/23/2010,0.2062,5/6/2013,0.0941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2010,0.5439,11/24/2010,0.3583,7/5/2012,0.6692,11/24/2010,3.1450,,,6/7/2013,0.8618,11/24/2010,0.2088,5/7/2013,0.0979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2010,0.5464,11/25/2010,0.3647,7/6/2012,0.6604,11/25/2010,3.1574,,,6/10/2013,0.8707,11/25/2010,0.2088,5/8/2013,0.0954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2010,0.5422,11/26/2010,0.3606,7/9/2012,0.6563,11/26/2010,3.1489,,,6/11/2013,0.8487,11/26/2010,0.2086,5/9/2013,0.0954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2010,0.5460,11/29/2010,0.3709,7/10/2012,0.6551,11/29/2010,3.0453,,,6/13/2013,0.8231,11/29/2010,0.2086,5/10/2013,0.0941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2010,0.5357,11/30/2010,0.3593,7/11/2012,0.6499,11/30/2010,2.8780,,,6/14/2013,0.8208,11/30/2010,0.2073,5/13/2013,0.0915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2010,0.5331,12/1/2010,0.3606,7/12/2012,0.6445,12/1/2010,2.9426,,,6/17/2013,0.8183,12/1/2010,0.2073,5/14/2013,0.0902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2010,0.5691,12/2/2010,0.3850,7/13/2012,0.6497,12/2/2010,3.0130,,,6/18/2013,0.8210,12/2/2010,0.2112,5/15/2013,0.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2010,0.5605,12/3/2010,0.3801,7/16/2012,0.6381,12/3/2010,3.2146,,,6/19/2013,0.8135,12/3/2010,0.2100,5/16/2013,0.0863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2010,0.5592,12/6/2010,0.3763,7/17/2012,0.6368,12/6/2010,3.2020,,,6/20/2013,0.8074,12/6/2010,0.2113,5/20/2013,0.0889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/7/2010,0.5617,12/7/2010,0.3723,7/18/2012,0.6215,12/7/2010,3.2141,,,6/21/2013,0.7863,12/7/2010,0.2126,5/21/2013,0.0915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2010,0.5561,12/8/2010,0.3656,7/19/2012,0.6254,12/8/2010,3.1217,,,6/24/2013,0.7579,12/8/2010,0.2176,5/22/2013,0.0915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2010,0.5531,12/9/2010,0.3640,7/20/2012,0.6317,12/9/2010,3.2030,,,6/25/2013,0.7219,12/9/2010,0.2148,5/23/2013,0.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2010,0.5518,12/10/2010,0.3627,7/23/2012,0.6175,12/10/2010,3.0871,,,6/26/2013,0.7475,12/10/2010,0.2161,5/24/2013,0.0876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2010,0.5489,12/13/2010,0.3664,7/24/2012,0.6097,12/13/2010,3.1946,,,6/27/2013,0.7489,12/13/2010,0.2160,5/27/2013,0.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2010,0.5442,12/14/2010,0.3615,7/25/2012,0.5993,12/14/2010,3.1519,,,6/28/2013,0.7594,12/14/2010,0.2161,5/28/2013,0.0837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2010,0.5363,12/15/2010,0.3576,7/26/2012,0.6058,12/15/2010,3.1190,,,7/2/2013,0.7545,12/15/2010,0.2122,5/29/2013,0.0824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2010,0.5297,12/16/2010,0.3536,7/27/2012,0.6123,12/16/2010,3.0665,,,7/3/2013,0.7545,12/16/2010,0.2057,5/30/2013,0.0799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2010,0.5285,12/17/2010,0.3497,7/30/2012,0.6163,12/17/2010,3.0796,,,7/4/2013,0.7454,12/17/2010,0.2057,5/31/2013,0.0786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2010,0.5286,12/20/2010,0.3537,7/31/2012,0.6448,12/20/2010,3.0929,,,7/5/2013,0.7531,12/20/2010,0.1968,6/3/2013,0.0786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2010,0.5325,12/21/2010,0.3512,8/1/2012,0.6229,12/21/2010,3.1322,,,7/8/2013,0.7310,12/21/2010,0.2161,6/4/2013,0.0786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2010,0.5296,12/22/2010,0.3471,8/2/2012,0.6164,12/22/2010,3.0080,,,7/9/2013,0.7232,12/22/2010,0.2121,6/5/2013,0.0773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2010,0.5285,12/23/2010,0.3511,8/3/2012,0.6073,12/23/2010,3.0220,,,,,12/23/2010,0.2096,6/6/2013,0.0722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2010,0.5321,12/24/2010,0.3509,8/6/2012,0.6215,12/24/2010,3.0010,,,,,12/24/2010,0.2121,6/7/2013,0.0696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2010,0.5270,12/28/2010,0.3483,8/7/2012,0.6396,12/28/2010,2.9368,,,,,12/28/2010,0.2134,6/10/2013,0.0721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2010,0.5345,12/29/2010,0.3533,8/8/2012,0.6459,12/29/2010,2.9937,,,,,12/29/2010,0.2120,6/11/2013,0.0708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2010,0.5295,12/30/2010,0.3508,8/9/2012,0.6653,12/30/2010,3.0264,,,,,12/30/2010,0.2108,6/13/2013,0.0696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2010,0.5288,12/31/2010,0.3512,8/10/2012,0.6587,12/31/2010,2.9976,,,,,12/31/2010,0.2174,6/14/2013,0.0670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2011,0.5342,1/3/2011,0.3553,8/13/2012,0.6509,1/3/2011,3.1795,,,,,1/3/2011,0.2201,6/17/2013,0.0670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2011,0.5380,1/4/2011,0.3578,8/14/2012,0.6575,1/4/2011,3.2305,,,,,1/4/2011,0.2137,6/18/2013,0.0670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2011,0.5353,1/5/2011,0.3590,8/15/2012,0.6510,1/5/2011,3.2172,,,,,1/5/2011,0.2149,6/19/2013,0.0670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2011,0.5352,1/6/2011,0.3602,8/16/2012,0.6639,1/6/2011,3.2355,,,,,1/6/2011,0.2136,6/20/2013,0.0658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2011,0.5340,1/7/2011,0.3577,8/17/2012,0.6614,1/7/2011,3.1910,,,,,1/7/2011,0.2136,6/21/2013,0.0670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2011,0.5323,1/10/2011,0.3549,8/20/2012,0.6665,1/10/2011,3.1759,,,,,1/10/2011,0.2134,6/24/2013,0.0606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2011,0.5351,1/11/2011,0.3524,8/21/2012,0.6717,1/11/2011,3.2220,,,,,1/11/2011,0.2122,6/25/2013,0.0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2011,0.5390,1/12/2011,0.3563,8/22/2012,0.6588,1/12/2011,3.2994,,,,,1/12/2011,0.2161,6/26/2013,0.0593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2011,0.5377,1/13/2011,0.3550,8/23/2012,0.6705,1/13/2011,3.2545,,,,,1/13/2011,0.2161,6/27/2013,0.0580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2011,0.5364,1/14/2011,0.3486,8/24/2012,0.6523,1/14/2011,3.3059,,,,,1/14/2011,0.2110,6/28/2013,0.0567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/17/2011,0.5401,1/17/2011,0.3460,8/27/2012,0.6537,1/17/2011,3.2602,,,,,1/17/2011,0.2109,7/2/2013,0.0555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2011,0.5439,1/18/2011,0.3459,8/28/2012,0.6601,1/18/2011,3.2594,,,,,1/18/2011,0.2109,7/3/2013,0.0529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2011,0.5541,1/19/2011,0.3574,8/29/2012,0.6550,1/19/2011,3.2721,,,,,1/19/2011,0.2057,7/4/2013,0.0561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2011,0.5498,1/20/2011,0.3571,8/30/2012,0.6330,1/20/2011,3.1988,,,,,1/20/2011,0.2030,7/5/2013,0.0574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2011,0.5482,1/21/2011,0.3556,8/31/2012,0.6485,1/21/2011,3.2030,,,,,1/21/2011,0.2054,7/8/2013,0.0548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2011,0.5490,1/24/2011,0.3502,9/3/2012,0.6356,1/24/2011,3.2322,,,,,1/24/2011,0.2104,7/9/2013,0.0535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2011,0.5480,1/25/2011,0.3517,9/4/2012,0.6408,1/25/2011,3.2856,,,,,1/25/2011,0.2105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2011,0.5587,1/26/2011,0.3647,9/5/2012,0.6278,1/26/2011,3.1080,,,,,1/26/2011,0.2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2011,0.5599,1/27/2011,0.3634,9/6/2012,0.6536,1/27/2011,3.0368,,,,,1/27/2011,0.2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2011,0.5569,1/28/2011,0.3529,9/7/2012,0.6808,1/28/2011,3.0412,,,,,1/28/2011,0.2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2011,0.5556,1/31/2011,0.3490,9/10/2012,0.6744,1/31/2011,2.9767,,,,,1/31/2011,0.2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2011,0.5544,2/1/2011,0.3478,9/11/2012,0.6887,2/1/2011,3.0351,,,,,2/1/2011,0.2079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2011,0.5599,2/2/2011,0.3544,9/12/2012,0.6758,2/2/2011,3.1076,,,,,2/2/2011,0.2093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2011,0.5563,2/7/2011,0.3520,9/13/2012,0.6745,2/7/2011,3.1542,,,,,2/7/2011,0.2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2011,0.5576,2/8/2011,0.3495,9/14/2012,0.6721,2/8/2011,3.2249,,,,,2/8/2011,0.2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2011,0.5485,2/9/2011,0.3430,9/17/2012,0.6682,2/9/2011,3.1857,,,,,2/9/2011,0.2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2011,0.5405,2/10/2011,0.3325,9/18/2012,0.6630,2/10/2011,2.9654,,,,,2/10/2011,0.2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2011,0.5439,2/11/2011,0.3399,9/19/2012,0.6694,2/11/2011,2.9374,,,,,2/11/2011,0.2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/14/2011,0.5464,2/14/2011,0.3463,9/20/2012,0.6539,2/14/2011,3.0593,,,,,2/14/2011,0.2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/15/2011,0.5453,2/15/2011,0.3439,9/21/2012,0.6591,2/15/2011,3.1371,,,,,2/15/2011,0.2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2011,0.5494,2/16/2011,0.3453,9/24/2012,0.6720,2/16/2011,3.1642,,,,,2/16/2011,0.2169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2011,0.5522,2/17/2011,0.3429,9/25/2012,0.6629,2/17/2011,3.1011,,,,,2/17/2011,0.2132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/18/2011,0.5498,2/18/2011,0.3456,9/26/2012,0.6526,2/18/2011,3.1087,,,,,2/18/2011,0.2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/21/2011,0.5537,2/21/2011,0.3469,9/27/2012,0.6526,2/21/2011,3.1218,,,,,2/21/2011,0.2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/22/2011,0.5441,2/22/2011,0.3414,9/28/2012,0.6577,2/22/2011,3.1120,,,,,2/22/2011,0.2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2011,0.5452,2/23/2011,0.3438,10/3/2012,0.6564,2/23/2011,3.0660,,,,,2/23/2011,0.2053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2011,0.5425,2/24/2011,0.3386,10/4/2012,0.6512,2/24/2011,3.0590,,,,,2/24/2011,0.2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/25/2011,0.5478,2/25/2011,0.3374,10/5/2012,0.6772,2/25/2011,3.0470,,,,,2/25/2011,0.2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/28/2011,0.5585,2/28/2011,0.3403,10/8/2012,0.6630,2/28/2011,2.9723,,,,,2/28/2011,0.2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2011,0.5661,3/1/2011,0.3453,10/9/2012,0.6682,3/1/2011,3.0810,,,,,3/1/2011,0.2080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2011,0.5609,3/2/2011,0.3427,10/10/2012,0.6720,3/2/2011,3.1447,,,,,3/2/2011,0.2067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2011,0.5662,3/3/2011,0.3428,10/11/2012,0.6824,3/3/2011,3.1004,,,,,3/3/2011,0.2041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2011,0.5753,3/4/2011,0.3467,10/12/2012,0.6812,3/4/2011,3.1845,,,,,3/4/2011,0.2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2011,0.5715,3/7/2011,0.3468,10/15/2012,0.6876,3/7/2011,3.1402,,,,,3/7/2011,0.2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2011,0.5714,3/8/2011,0.3441,10/16/2012,0.6838,3/8/2011,3.1136,,,,,3/8/2011,0.2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2011,0.5702,3/9/2011,0.3416,10/17/2012,0.6799,3/9/2011,3.1208,,,,,3/9/2011,0.1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2011,0.5675,3/10/2011,0.3466,10/18/2012,0.6890,3/10/2011,3.1647,,,,,3/10/2011,0.2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2011,0.5598,3/11/2011,0.3595,10/19/2012,0.6787,3/11/2011,3.1330,,,,,3/11/2011,0.1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/14/2011,0.5596,3/14/2011,0.3543,10/22/2012,0.6748,3/14/2011,3.1639,,,,,3/14/2011,0.1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2011,0.5489,3/15/2011,0.3437,10/24/2012,0.6697,3/15/2011,3.1547,,,,,3/15/2011,0.1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/16/2011,0.5488,3/16/2011,0.3501,10/25/2012,0.6632,3/16/2011,3.0903,,,,,3/16/2011,0.1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2011,0.5421,3/17/2011,0.3435,10/26/2012,0.6464,3/17/2011,3.1591,,,,,3/17/2011,0.1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/18/2011,0.5538,3/18/2011,0.3397,10/29/2012,0.6529,3/18/2011,3.1151,,,,,3/18/2011,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2011,0.5540,3/21/2011,0.3450,10/30/2012,0.6452,3/21/2011,3.1739,,,,,3/21/2011,0.1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2011,0.5568,3/22/2011,0.3528,10/31/2012,0.6516,3/22/2011,3.2074,,,,,3/22/2011,0.1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/23/2011,0.5697,3/23/2011,0.3554,11/1/2012,0.6529,3/23/2011,3.2784,,,,,3/23/2011,0.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/24/2011,0.5761,3/24/2011,0.3542,11/2/2012,0.6593,3/24/2011,3.2913,,,,,3/24/2011,0.2027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2011,0.5761,3/25/2011,0.3554,11/5/2012,0.6555,3/25/2011,3.3552,,,,,3/25/2011,0.2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/28/2011,0.5795,3/28/2011,0.3641,11/6/2012,0.6632,3/28/2011,3.1796,,,,,3/28/2011,0.2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/29/2011,0.5788,3/29/2011,0.3722,11/7/2012,0.6671,3/29/2011,3.1058,,,,,3/29/2011,0.2092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/30/2011,0.5781,3/30/2011,0.3726,11/8/2012,0.6605,3/30/2011,3.1346,,,,,3/30/2011,0.2081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2011,0.5851,3/31/2011,0.3703,11/9/2012,0.6618,3/31/2011,3.1119,,,,,3/31/2011,0.2083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2011,0.5849,4/1/2011,0.3664,11/12/2012,0.6580,4/1/2011,3.1432,,,,,4/1/2011,0.2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2011,0.5983,4/4/2011,0.3693,11/13/2012,0.6374,4/4/2011,3.1267,,,,,4/4/2011,0.2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2011,0.5918,4/6/2011,0.3680,11/14/2012,0.6400,4/6/2011,3.0941,,,,,4/6/2011,0.2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2011,0.5804,4/7/2011,0.3616,11/15/2012,0.6192,4/7/2011,3.1979,,,,,4/7/2011,0.2059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2011,0.5781,4/8/2011,0.3592,11/16/2012,0.6218,4/8/2011,3.1803,,,,,4/8/2011,0.2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2011,0.5754,4/11/2011,0.3514,11/19/2012,0.6256,4/11/2011,3.1793,,,,,4/11/2011,0.2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/2011,0.5802,4/12/2011,0.3666,11/20/2012,0.6193,4/12/2011,3.2675,,,,,4/12/2011,0.1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/2011,0.5852,4/13/2011,0.3743,11/21/2012,0.6219,4/13/2011,3.4724,,,,,4/13/2011,0.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/2011,0.5827,4/14/2011,0.3743,11/22/2012,0.6206,4/14/2011,3.4599,,,,,4/14/2011,0.2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/15/2011,0.5892,4/15/2011,0.3808,11/23/2012,0.6258,4/15/2011,3.4732,,,,,4/15/2011,0.2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/2011,0.5889,4/18/2011,0.3691,11/26/2012,0.6284,4/18/2011,3.4397,,,,,4/18/2011,0.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/2011,0.5850,4/19/2011,0.3664,11/27/2012,0.6232,4/19/2011,3.4071,,,,,4/19/2011,0.2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/20/2011,0.5624,4/20/2011,0.3668,11/28/2012,0.6697,4/20/2011,3.5002,,,,,4/20/2011,0.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/21/2011,0.5561,4/21/2011,0.3656,11/29/2012,0.6594,4/21/2011,3.5660,,,,,4/21/2011,0.2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/26/2011,0.5443,4/26/2011,0.3577,11/30/2012,0.6606,4/26/2011,3.5452,,,,,4/26/2011,0.2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2011,0.5470,4/27/2011,0.3591,12/3/2012,0.6529,4/27/2011,3.4752,,,,,4/27/2011,0.2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2011,0.5367,4/28/2011,0.3617,12/4/2012,0.6748,4/28/2011,3.4173,,,,,4/28/2011,0.2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2011,0.5510,4/29/2011,0.3772,12/5/2012,0.6826,4/29/2011,3.4247,,,,,4/29/2011,0.2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2011,0.5600,5/3/2011,0.3682,12/6/2012,0.6735,5/3/2011,3.4374,,,,,5/3/2011,0.1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
