,939 HK Equity,,3988 HK Equity,,2628 HK Equity,,3328 HK Equity,,2318 HK Equity,,998 HK Equity,,2328 HK Equity,,2007 HK Equity,,960 HK Equity,,2777 HK Equity,,410 HK Equity,,3618 HK Equity,,3900 HK Equity,,3377 HK Equity,,272 HK Equity,,1918 HK Equity,,588 HK Equity,,1387 HK Equity,,1638 HK Equity,,337 HK Equity,,1777 HK Equity,,2868 HK Equity,,1238 HK Equity,,832 HK Equity,,3883 HK Equity,,2118 HK Equity,,8207 HK Equity,,733 HK Equity,,
5/4/2012,0.76531,5/4/2012,0.4046,5/4/2012,2.77005,5/4/2012,0.7614,5/4/2012,8.49696,5/4/2012,0.6390,5/4/2012,1.2461,5/4/2012,0.40971,,,5/4/2012,1.3786,5/4/2012,0.78206,,,5/4/2012,0.71764,5/4/2012,0.4613,5/4/2012,0.3954,,,5/4/2012,0.18939,10/16/2012,0.0445,,,5/4/2012,0.2113,,,5/4/2012,0.25768,,,6/6/2012,0.23459,5/4/2012,0.1456,,,,,5/4/2012,0.26541,,
5/7/2012,0.75111,5/7/2012,0.3955,5/7/2012,2.64758,5/7/2012,0.7318,5/7/2012,8.18109,5/7/2012,0.6184,5/7/2012,1.2017,5/7/2012,0.38393,,,5/7/2012,1.3528,5/7/2012,0.77044,,,5/7/2012,0.69571,5/7/2012,0.4368,5/7/2012,0.3883,,,5/7/2012,0.18552,10/17/2012,0.0432,,,5/7/2012,0.1997,,,5/7/2012,0.2551,,,6/7/2012,0.24104,5/7/2012,0.1417,,,,,5/7/2012,0.25252,,
5/8/2012,0.74597,5/8/2012,0.3930,5/8/2012,2.62829,5/8/2012,0.7305,5/8/2012,8.20696,5/8/2012,0.6107,5/8/2012,1.1907,5/8/2012,0.38007,,,5/8/2012,1.3708,5/8/2012,0.74984,,,5/8/2012,0.68799,5/8/2012,0.4252,5/8/2012,0.3847,,,5/8/2012,0.18424,10/18/2012,0.0439,,,5/8/2012,0.20614,,,5/8/2012,0.25639,,,6/8/2012,0.23201,5/8/2012,0.1404,,,,,5/8/2012,0.24995,,
5/9/2012,0.7342,5/9/2012,0.3890,5/9/2012,2.59545,5/9/2012,0.7187,5/9/2012,7.98599,5/9/2012,0.5990,5/9/2012,1.1571,5/9/2012,0.36195,,,5/9/2012,1.3241,5/9/2012,0.75094,,,5/9/2012,0.68525,5/9/2012,0.4057,5/9/2012,0.3716,,,5/9/2012,0.18162,10/19/2012,0.0445,,,5/9/2012,0.20223,,,5/9/2012,0.24988,,,6/11/2012,0.23453,5/9/2012,0.1391,,,,,5/9/2012,0.24731,,
5/10/2012,0.73031,5/10/2012,0.3903,5/10/2012,2.59538,5/10/2012,0.7123,5/10/2012,7.94714,5/10/2012,0.5938,5/10/2012,1.1448,5/10/2012,0.36194,,,5/10/2012,1.3318,5/10/2012,0.74448,,,5/10/2012,0.66462,5/10/2012,0.4083,5/10/2012,0.3680,,,5/10/2012,0.18032,10/22/2012,0.0452,,,5/10/2012,0.1932,,,5/10/2012,0.24215,,,6/12/2012,0.24486,5/10/2012,0.1378,,,,,5/10/2012,0.2473,,
5/11/2012,0.71987,5/11/2012,0.3863,5/11/2012,2.54723,5/11/2012,0.7057,5/11/2012,7.75244,5/11/2012,0.5821,5/11/2012,1.1593,5/11/2012,0.3477,,,5/11/2012,1.3007,5/11/2012,0.74176,,,5/11/2012,0.65806,5/11/2012,0.4095,5/11/2012,0.3656,,,5/11/2012,0.18029,10/24/2012,0.0458,,,5/11/2012,0.18415,,,5/11/2012,0.23566,,,6/13/2012,0.23975,5/11/2012,0.1365,,,,,5/11/2012,0.25369,,
5/14/2012,0.70438,5/14/2012,0.3825,5/14/2012,2.49559,5/14/2012,0.6941,5/14/2012,7.59751,5/14/2012,0.5730,5/14/2012,1.1667,5/14/2012,0.33352,,,5/14/2012,1.3032,5/14/2012,0.734,,,5/14/2012,0.6709,5/14/2012,0.4069,5/14/2012,0.3679,,,5/14/2012,0.17899,10/25/2012,0.0445,,,5/14/2012,0.17642,,,5/14/2012,0.23565,,,6/14/2012,0.24489,5/14/2012,0.1339,,,,,5/14/2012,0.25497,,
5/15/2012,0.70288,5/15/2012,0.3836,5/15/2012,2.5,5/15/2012,0.7016,5/15/2012,7.83342,5/15/2012,0.5754,5/15/2012,1.1885,5/15/2012,0.34629,,,5/15/2012,1.3285,5/15/2012,0.71704,,,5/15/2012,0.67585,5/15/2012,0.4094,5/15/2012,0.3441,,,5/15/2012,0.18023,10/26/2012,0.0426,,,5/15/2012,0.18023,,,5/15/2012,0.23687,,,6/15/2012,0.24748,5/15/2012,0.1339,,,,,5/15/2012,0.26004,,
5/16/2012,0.68358,5/16/2012,0.3720,5/16/2012,2.39189,5/16/2012,0.6746,5/16/2012,7.63398,5/16/2012,0.5446,5/16/2012,1.1344,5/16/2012,0.33471,,,5/16/2012,1.2410,5/16/2012,0.68744,,,5/16/2012,0.6617,5/16/2012,0.3669,5/16/2012,0.3287,,,5/16/2012,0.17122,10/29/2012,0.0419,,,5/16/2012,0.17765,,,5/16/2012,0.22529,,,6/18/2012,0.24745,5/16/2012,0.1313,,,,,5/16/2012,0.2446,,
5/17/2012,0.67703,5/17/2012,0.3707,5/17/2012,2.36575,5/17/2012,0.6745,5/17/2012,7.55548,5/17/2012,0.5393,5/17/2012,1.1034,5/17/2012,0.34624,,,5/17/2012,1.2485,5/17/2012,0.70921,,,5/17/2012,0.67446,5/17/2012,0.3784,5/17/2012,0.3381,,,5/17/2012,0.17634,10/30/2012,0.0413,,,5/17/2012,0.1802,,,5/17/2012,0.23168,,,6/19/2012,0.25004,5/17/2012,0.1223,,,,,5/17/2012,0.2497,,
5/18/2012,0.667,5/18/2012,0.3657,5/18/2012,2.35124,5/18/2012,0.6606,5/18/2012,7.45548,5/18/2012,0.5202,5/18/2012,1.0534,5/18/2012,0.33994,,,5/18/2012,1.1756,5/18/2012,0.69018,,,5/18/2012,0.63481,5/18/2012,0.3683,5/18/2012,0.3287,,,5/18/2012,0.17126,10/31/2012,0.0426,,,5/18/2012,0.17512,,,5/18/2012,0.22405,,,6/20/2012,0.25649,5/18/2012,0.1185,,,,,5/18/2012,0.24208,,
5/21/2012,0.66963,5/21/2012,0.3670,5/21/2012,2.35143,5/21/2012,0.6671,5/21/2012,7.36591,5/21/2012,0.5318,5/21/2012,1.0264,5/21/2012,0.3361,,,5/21/2012,1.1757,5/21/2012,0.68379,,,5/21/2012,0.65546,5/21/2012,0.3735,5/21/2012,0.3288,,,5/21/2012,0.17127,11/1/2012,0.0445,,,5/21/2012,0.18286,,,5/21/2012,0.23308,,,6/21/2012,0.25001,5/21/2012,0.1198,,,,,5/21/2012,0.24596,,
5/22/2012,0.67613,5/22/2012,0.3709,5/22/2012,2.36967,5/22/2012,0.6607,5/22/2012,7.41809,5/22/2012,0.5448,5/22/2012,1.0327,5/22/2012,0.34772,,,5/22/2012,1.2467,5/22/2012,0.67742,,,5/22/2012,0.66454,5/22/2012,0.4018,5/22/2012,0.3371,,,5/22/2012,0.17901,11/2/2012,0.0439,,,5/22/2012,0.18674,,,5/22/2012,0.23825,,,6/22/2012,0.24868,5/22/2012,0.1198,,,,,5/22/2012,0.24985,,
5/23/2012,0.66197,5/23/2012,0.3645,5/23/2012,2.33106,5/23/2012,0.6555,5/23/2012,7.41175,5/23/2012,0.5383,5/23/2012,1.0019,5/23/2012,0.34386,,,5/23/2012,1.2518,5/23/2012,0.68386,,,5/23/2012,0.65424,5/23/2012,0.3992,5/23/2012,0.3347,,,5/23/2012,0.17773,11/5/2012,0.0452,,,5/23/2012,0.18674,,,5/23/2012,0.23568,,,6/25/2012,0.25901,5/23/2012,0.1172,,,,,5/23/2012,0.24599,,
5/24/2012,0.65818,5/24/2012,0.3658,5/24/2012,2.3133,5/24/2012,0.6492,5/24/2012,7.41261,5/24/2012,0.5320,5/24/2012,1.0008,5/24/2012,0.36065,,,5/24/2012,1.2726,5/24/2012,0.68523,,,5/24/2012,0.64401,5/24/2012,0.4006,5/24/2012,0.3443,,,5/24/2012,0.17388,11/6/2012,0.0458,,,5/24/2012,0.1829,,,5/24/2012,0.2473,,,6/26/2012,0.25517,5/24/2012,0.1172,,,,,5/24/2012,0.24601,,
5/25/2012,0.66341,5/25/2012,0.3684,5/25/2012,2.32645,5/25/2012,0.6441,5/25/2012,7.27177,5/25/2012,0.5114,5/25/2012,0.9861,5/25/2012,0.35811,,,5/25/2012,1.2598,5/25/2012,0.69175,,,5/25/2012,0.61833,5/25/2012,0.3929,5/25/2012,0.3443,,,5/25/2012,0.17777,11/7/2012,0.0516,,,5/25/2012,0.19194,,,5/25/2012,0.24475,,,6/27/2012,0.25134,5/25/2012,0.1172,,,,,5/25/2012,0.24475,,
5/28/2012,0.67115,5/28/2012,0.3774,5/28/2012,2.34451,5/28/2012,0.6505,5/28/2012,7.30407,5/28/2012,0.5127,5/28/2012,1.0071,5/28/2012,0.36198,,,5/28/2012,1.2779,5/28/2012,0.68918,,,5/28/2012,0.61833,5/28/2012,0.4045,5/28/2012,0.3407,,,5/28/2012,0.17519,11/8/2012,0.0548,,,5/28/2012,0.19323,,,5/28/2012,0.24605,,,6/28/2012,0.24487,5/28/2012,0.1172,,,,,5/28/2012,0.24991,,
5/29/2012,0.68393,5/29/2012,0.3813,5/29/2012,2.40855,5/29/2012,0.6620,5/29/2012,7.53478,5/29/2012,0.5242,5/29/2012,1.0672,5/29/2012,0.38897,,,5/29/2012,1.3756,5/29/2012,0.70325,,,5/29/2012,0.6543,5/29/2012,0.4263,5/29/2012,0.3656,,,5/29/2012,0.18161,11/9/2012,0.0555,,,5/29/2012,0.19964,,,5/29/2012,0.2576,,,6/29/2012,0.25652,5/29/2012,0.1237,,,,,5/29/2012,0.25889,,
5/30/2012,0.67615,5/30/2012,0.3787,5/30/2012,2.35173,5/30/2012,0.6530,5/30/2012,7.43126,5/30/2012,0.5177,5/30/2012,1.0512,5/30/2012,0.37993,,,5/30/2012,1.3987,5/30/2012,0.70449,,,5/30/2012,0.63494,5/30/2012,0.4199,5/30/2012,0.3692,,,5/30/2012,0.18031,11/12/2012,0.0510,,,5/30/2012,0.19963,,,5/30/2012,0.25629,,,7/3/2012,0.25791,5/30/2012,0.1224,,,,,5/30/2012,0.26789,,
5/31/2012,0.69316,5/31/2012,0.3852,5/31/2012,2.34745,5/31/2012,0.6494,5/31/2012,7.36317,5/31/2012,0.5179,5/31/2012,1.0626,5/31/2012,0.37492,,,5/31/2012,1.3167,5/31/2012,0.6777,,,5/31/2012,0.62745,5/31/2012,0.4110,5/31/2012,0.3645,,,5/31/2012,0.18038,11/13/2012,0.0510,,,5/31/2012,0.1997,,,5/31/2012,0.25639,,,7/4/2012,0.25659,5/31/2012,0.1250,,,,,5/31/2012,0.26154,,
6/1/2012,0.69837,6/1/2012,0.3840,6/1/2012,2.31159,6/1/2012,0.6494,6/1/2012,7.28008,6/1/2012,0.5219,6/1/2012,1.0479,6/1/2012,0.37109,,,6/1/2012,1.2911,6/1/2012,0.69322,,,6/1/2012,0.62493,6/1/2012,0.4123,6/1/2012,0.3527,,,6/1/2012,0.17781,11/14/2012,0.0535,,,6/1/2012,0.2023,,,6/1/2012,0.25513,,,7/5/2012,0.25145,6/1/2012,0.1211,,,,,6/1/2012,0.26157,,
6/4/2012,0.68568,6/4/2012,0.3789,6/4/2012,2.19882,6/4/2012,0.6406,6/4/2012,6.8826,6/4/2012,0.4885,6/4/2012,0.9731,6/4/2012,0.35573,,,6/4/2012,1.2283,6/4/2012,0.6599,,,6/4/2012,0.62382,6/4/2012,0.3892,6/4/2012,0.3445,,,6/4/2012,0.174,11/15/2012,0.0516,,,6/4/2012,0.18818,,,6/4/2012,0.24875,,,7/6/2012,0.26441,6/4/2012,0.1186,,,,,6/4/2012,0.23973,,
6/5/2012,0.69208,6/5/2012,0.3841,6/5/2012,2.20126,6/5/2012,0.6444,6/5/2012,6.95304,6/5/2012,0.4897,6/5/2012,0.9866,6/5/2012,0.35828,,,6/5/2012,1.2372,6/5/2012,0.64826,,,6/5/2012,0.6212,6/5/2012,0.3931,6/5/2012,0.3421,,,6/5/2012,0.17012,11/16/2012,0.0523,,,6/5/2012,0.18687,,,6/5/2012,0.24487,,,7/9/2012,0.2682,6/5/2012,0.1173,,,,,6/5/2012,0.23972,,
6/6/2012,0.70377,6/6/2012,0.3648,6/6/2012,2.25052,6/6/2012,0.6574,6/6/2012,7.19883,6/6/2012,0.5066,6/6/2012,1.0015,6/6/2012,0.37122,,,6/6/2012,1.3019,6/6/2012,0.67284,,,6/6/2012,0.65866,6/6/2012,0.4112,6/6/2012,0.3564,,,6/6/2012,0.17272,11/19/2012,0.0510,,,6/6/2012,0.19077,,,6/6/2012,0.2449,,,7/10/2012,0.2592,6/6/2012,0.1199,,,,,6/6/2012,0.24748,,
6/7/2012,0.70894,6/7/2012,0.3674,6/7/2012,2.24024,6/7/2012,0.6600,6/7/2012,7.21182,6/7/2012,0.5195,6/7/2012,1.0212,6/7/2012,0.37896,,,6/7/2012,1.2812,6/7/2012,0.678,,,6/7/2012,0.6896,6/7/2012,0.4176,6/7/2012,0.3564,,,6/7/2012,0.1753,11/20/2012,0.0497,,,6/7/2012,0.19335,,,6/7/2012,0.24619,,,7/11/2012,0.25404,6/7/2012,0.1173,,,,,6/7/2012,0.24491,,
6/8/2012,0.68057,6/8/2012,0.3558,6/8/2012,2.27115,6/8/2012,0.6290,6/8/2012,7.35351,6/8/2012,0.4963,6/8/2012,1.0348,6/8/2012,0.39184,,,6/8/2012,1.3379,6/8/2012,0.69475,,,6/8/2012,0.68959,6/8/2012,0.4176,6/8/2012,0.3635,,,6/8/2012,0.17659,11/21/2012,0.0503,,,6/8/2012,0.19979,,,6/8/2012,0.24619,,,7/12/2012,0.25652,6/8/2012,0.1186,,,,,6/8/2012,0.25006,,
6/11/2012,0.68555,6/11/2012,0.3608,6/11/2012,2.40973,6/11/2012,0.6353,6/11/2012,7.62223,6/11/2012,0.4987,6/11/2012,1.0751,6/11/2012,0.41623,,,6/11/2012,1.3891,6/11/2012,0.69586,,,6/11/2012,0.91364,6/11/2012,0.4407,6/11/2012,0.3706,,,6/11/2012,0.19329,11/22/2012,0.0516,,,6/11/2012,0.19974,,,6/11/2012,0.26546,,,7/13/2012,0.25653,6/11/2012,0.1250,,,,,6/11/2012,0.25773,,
6/12/2012,0.68431,6/12/2012,0.3608,6/12/2012,2.40219,6/12/2012,0.6353,6/12/2012,7.6357,6/12/2012,0.4910,6/12/2012,1.0986,6/12/2012,0.43301,,,6/12/2012,1.4047,6/12/2012,0.71782,,,6/12/2012,0.90597,6/12/2012,0.4833,6/12/2012,0.3753,,,6/12/2012,0.18815,11/23/2012,0.0516,,,6/12/2012,0.22166,,,6/12/2012,0.28996,,,7/16/2012,0.25394,6/12/2012,0.1327,,,,,6/12/2012,0.27063,,
6/13/2012,0.69477,6/13/2012,0.3609,6/13/2012,2.49033,6/13/2012,0.6393,6/13/2012,7.83707,6/13/2012,0.4988,6/13/2012,1.1333,6/13/2012,0.43052,,,6/13/2012,1.4102,6/13/2012,0.73086,,,6/13/2012,0.92034,6/13/2012,0.4872,6/13/2012,0.3790,,,6/13/2012,0.18948,11/26/2012,0.0510,,,6/13/2012,0.22428,,,6/13/2012,0.28745,,,7/17/2012,0.25396,6/13/2012,0.1315,,,,,6/13/2012,0.27713,,
6/14/2012,0.66248,6/14/2012,0.3609,6/14/2012,2.4334,6/14/2012,0.6444,6/14/2012,7.73325,6/14/2012,0.5027,6/14/2012,1.1037,6/14/2012,0.42017,,,6/14/2012,1.3585,6/14/2012,0.70373,,,6/14/2012,0.89835,6/14/2012,0.4808,6/14/2012,0.3766,,,6/14/2012,0.18689,11/27/2012,0.0510,,,6/14/2012,0.2204,,,6/14/2012,0.28097,,,7/18/2012,0.25142,6/14/2012,0.1289,,,,,6/14/2012,0.26422,,
6/15/2012,0.68056,6/15/2012,0.3699,6/15/2012,2.48508,6/15/2012,0.6677,6/15/2012,7.86255,6/15/2012,0.5272,6/15/2012,1.1358,6/15/2012,0.42535,,,6/15/2012,1.3972,6/15/2012,0.71279,,,6/15/2012,0.90097,6/15/2012,0.4834,6/15/2012,0.3754,,,6/15/2012,0.18947,11/28/2012,0.0510,,,6/15/2012,0.22041,,,6/15/2012,0.29259,,,7/19/2012,0.25272,6/15/2012,0.1328,,,,,6/15/2012,0.27197,,
6/18/2012,0.68563,6/18/2012,0.3738,6/18/2012,2.53631,6/18/2012,0.6702,6/18/2012,7.98397,6/18/2012,0.5284,6/18/2012,1.1208,6/18/2012,0.4253,,,6/18/2012,1.3919,6/18/2012,0.723,,,6/18/2012,0.90214,6/18/2012,0.4897,6/18/2012,0.3801,,,6/18/2012,0.18816,11/29/2012,0.0529,,,6/18/2012,0.2178,,,6/18/2012,0.29771,,,7/20/2012,0.25268,6/18/2012,0.1315,,,,,6/18/2012,0.27064,,
6/19/2012,0.68309,6/19/2012,0.3751,6/19/2012,2.53386,6/19/2012,0.6689,6/19/2012,7.98438,6/19/2012,0.5271,6/19/2012,1.1123,6/19/2012,0.40856,,,6/19/2012,1.3920,6/19/2012,0.71917,,,6/19/2012,0.91894,6/19/2012,0.4911,6/19/2012,0.3706,,,6/19/2012,0.18688,11/30/2012,0.0536,,,6/19/2012,0.21266,,,6/19/2012,0.29386,,,7/23/2012,0.24881,6/19/2012,0.1328,,,,,6/19/2012,0.26679,,
6/20/2012,0.68439,6/20/2012,0.3764,6/20/2012,2.53909,6/20/2012,0.6715,6/20/2012,8.04903,6/20/2012,0.5156,6/20/2012,1.1222,6/20/2012,0.40084,,,6/20/2012,1.3636,6/20/2012,0.72048,,,6/20/2012,0.95763,6/20/2012,0.4872,6/20/2012,0.3742,,,6/20/2012,0.18818,12/3/2012,0.0523,,,6/20/2012,0.2088,,,6/20/2012,0.29,,,7/24/2012,0.24877,6/20/2012,0.1289,,,,,6/20/2012,0.27582,,
6/21/2012,0.68174,6/21/2012,0.3750,6/21/2012,2.50013,6/21/2012,0.6585,6/21/2012,7.79679,6/21/2012,0.5078,6/21/2012,1.0999,6/21/2012,0.38275,,,6/21/2012,1.2836,6/21/2012,0.72555,,,6/21/2012,1.04,6/21/2012,0.4717,6/21/2012,0.3611,,,6/21/2012,0.18429,12/4/2012,0.0568,,,6/21/2012,0.21006,,,6/21/2012,0.28481,,,7/25/2012,0.24618,6/21/2012,0.1263,,,,,6/21/2012,0.2745,,
6/22/2012,0.6726,6/22/2012,0.3737,6/22/2012,2.44302,6/22/2012,0.6507,6/22/2012,7.67308,6/22/2012,0.4999,6/22/2012,1.0947,6/22/2012,0.37753,,,6/22/2012,1.2872,6/22/2012,0.71899,,,6/22/2012,1.03983,6/22/2012,0.4780,6/22/2012,0.3717,,,6/22/2012,0.18297,12/5/2012,0.0606,,,6/22/2012,0.20874,,,6/22/2012,0.29378,,,7/26/2012,0.23974,6/22/2012,0.1314,,,,,6/22/2012,0.26157,,
6/25/2012,0.66234,6/25/2012,0.3698,6/25/2012,2.41482,6/25/2012,0.6404,6/25/2012,7.56404,6/25/2012,0.4948,6/25/2012,1.0665,6/25/2012,0.3724,,,6/25/2012,1.2564,6/25/2012,0.70228,,,6/25/2012,1.02701,6/25/2012,0.4781,6/25/2012,0.3729,,,6/25/2012,0.18556,12/6/2012,0.0639,,,6/25/2012,0.20875,,,6/25/2012,0.29509,,,7/27/2012,0.24235,6/25/2012,0.1302,,,,,6/25/2012,0.25643,,
6/26/2012,0.66371,6/26/2012,0.3686,6/26/2012,2.46153,6/26/2012,0.6444,6/26/2012,7.72611,6/26/2012,0.4949,6/26/2012,1.0925,6/26/2012,0.3673,,,6/26/2012,1.3017,6/26/2012,0.70624,,,6/26/2012,1.07998,6/26/2012,0.4859,6/26/2012,0.3718,,,6/26/2012,0.18558,12/7/2012,0.0645,,,6/26/2012,0.2062,,,6/26/2012,0.29513,,,7/30/2012,0.23725,6/26/2012,0.1315,,,,,6/26/2012,0.25775,,
6/27/2012,0.6741,6/27/2012,0.3725,6/27/2012,2.51337,6/27/2012,0.6548,6/27/2012,7.8559,6/27/2012,0.4975,6/27/2012,1.0840,6/27/2012,0.38152,,,6/27/2012,1.3224,6/27/2012,0.72694,,,6/27/2012,1.03757,6/27/2012,0.4949,6/27/2012,0.3742,,,6/27/2012,0.18431,12/10/2012,0.0710,,,6/27/2012,0.21138,,,6/27/2012,0.29903,,,7/31/2012,0.24502,6/27/2012,0.1353,,,,,6/27/2012,0.26294,,
6/28/2012,0.66374,6/28/2012,0.3699,6/28/2012,2.48998,6/28/2012,0.6444,6/28/2012,7.69419,6/28/2012,0.4923,6/28/2012,1.0568,6/28/2012,0.38278,,,6/28/2012,1.2733,6/28/2012,0.76555,,,6/28/2012,1.00527,6/28/2012,0.4859,6/28/2012,0.3659,,,6/28/2012,0.18172,12/11/2012,0.0671,,,6/28/2012,0.21008,,,6/28/2012,0.29771,,,8/1/2012,0.2463,6/28/2012,0.1302,,,,,6/28/2012,0.25776,,
6/29/2012,0.6819,6/29/2012,0.3790,6/29/2012,2.57293,6/29/2012,0.6690,6/29/2012,7.95339,6/29/2012,0.5092,6/29/2012,1.0681,6/29/2012,0.39058,,,6/29/2012,1.3122,6/29/2012,0.76053,,,6/29/2012,1.03897,6/29/2012,0.4937,6/29/2012,0.3730,,,6/29/2012,0.18047,12/12/2012,0.0684,,,6/29/2012,0.21398,,,6/29/2012,0.29519,,,8/2/2012,0.24503,6/29/2012,0.1341,,,,,6/29/2012,0.25652,,
7/3/2012,0.68604,7/3/2012,0.3817,7/3/2012,2.68869,7/3/2012,0.6731,7/3/2012,8.04029,7/3/2012,0.5184,7/3/2012,1.1178,7/3/2012,0.40234,,,7/3/2012,1.3489,7/3/2012,0.7763,,,7/3/2012,1.08063,7/3/2012,0.5094,7/3/2012,0.3839,,,7/3/2012,0.1844,12/13/2012,0.0658,,,7/3/2012,0.22051,,,7/3/2012,0.29659,,,8/3/2012,0.24499,7/3/2012,0.1341,,,,,7/3/2012,0.26822,,
7/4/2012,0.68338,7/4/2012,0.3791,7/4/2012,2.66259,7/4/2012,0.6692,7/4/2012,7.9362,7/4/2012,0.5183,7/4/2012,1.1140,7/4/2012,0.41261,,,7/4/2012,1.3874,7/4/2012,0.78008,,,7/4/2012,1.09082,7/4/2012,0.5377,7/4/2012,0.3934,,,7/4/2012,0.18438,12/14/2012,0.0697,,,7/4/2012,0.22693,,,7/4/2012,0.29656,,,8/6/2012,0.25659,7/4/2012,0.1367,,,,,7/4/2012,0.29011,,
7/5/2012,0.68213,7/5/2012,0.3752,7/5/2012,2.73368,7/5/2012,0.6757,7/5/2012,8.03987,7/5/2012,0.5222,7/5/2012,1.1116,7/5/2012,0.41521,,,7/5/2012,1.3797,7/5/2012,0.80076,,,7/5/2012,1.13087,7/5/2012,0.5377,7/5/2012,0.3886,,,7/5/2012,0.18439,12/17/2012,0.0748,,,7/5/2012,0.2205,,,7/5/2012,0.29787,,,8/7/2012,0.26175,7/5/2012,0.1380,,,,,7/5/2012,0.30818,,
7/6/2012,0.66426,7/6/2012,0.3715,7/6/2012,2.79247,7/6/2012,0.6591,7/6/2012,8.16458,7/6/2012,0.5056,7/6/2012,1.1267,7/6/2012,0.4308,,,7/6/2012,1.4162,7/6/2012,0.80098,,,7/6/2012,1.17374,7/6/2012,0.5649,7/6/2012,0.3911,,,7/6/2012,0.19347,12/18/2012,0.0839,,,7/6/2012,0.21024,,,7/6/2012,0.31472,,,8/8/2012,0.26431,7/6/2012,0.1419,,,,,7/6/2012,0.32246,,
7/9/2012,0.65632,7/9/2012,0.3675,7/9/2012,2.6949,7/9/2012,0.6512,7/9/2012,7.96219,7/9/2012,0.4964,7/9/2012,1.0943,7/9/2012,0.41391,,,7/9/2012,1.3668,7/9/2012,0.79815,,,7/9/2012,1.1579,7/9/2012,0.5506,7/9/2012,0.3791,,,7/9/2012,0.18826,12/19/2012,0.0852,,,7/9/2012,0.20115,,,7/9/2012,0.30559,,,8/9/2012,0.25915,7/9/2012,0.1393,,,,,7/9/2012,0.30559,,
7/10/2012,0.6551,7/10/2012,0.3701,7/10/2012,2.68228,7/10/2012,0.6474,7/10/2012,7.88564,7/10/2012,0.4900,7/10/2012,1.0722,7/10/2012,0.41782,,,7/10/2012,1.3721,7/10/2012,0.78792,,,7/10/2012,1.21734,7/10/2012,0.5597,7/10/2012,0.3827,,,7/10/2012,0.18699,12/20/2012,0.0852,,,7/10/2012,0.20375,,,7/10/2012,0.30563,,,8/10/2012,0.2591,7/10/2012,0.1380,,,,,7/10/2012,0.31852,,
7/11/2012,0.63574,7/11/2012,0.3649,7/11/2012,2.7209,7/11/2012,0.6409,7/11/2012,7.96281,7/11/2012,0.4784,7/11/2012,1.1030,7/11/2012,0.40233,,,7/11/2012,1.3308,7/11/2012,0.78016,,,7/11/2012,1.17991,7/11/2012,0.5519,7/11/2012,0.3791,,,7/11/2012,0.18569,12/21/2012,0.0839,,,7/11/2012,0.20632,,,7/11/2012,0.30175,,,8/13/2012,0.25778,7/11/2012,0.1380,,,,,7/11/2012,0.30949,,
7/12/2012,0.6123,7/12/2012,0.3571,7/12/2012,2.63612,7/12/2012,0.6162,7/12/2012,7.76658,7/12/2012,0.4615,7/12/2012,1.0595,7/12/2012,0.39058,,,7/12/2012,1.3045,7/12/2012,0.77859,,,7/12/2012,1.155,7/12/2012,0.5453,7/12/2012,0.3695,,,7/12/2012,0.18434,12/24/2012,0.0916,,,7/12/2012,0.19852,,,7/12/2012,0.30164,,,8/14/2012,0.26041,7/12/2012,0.1379,,,,,7/12/2012,0.30035,,
7/13/2012,0.61619,7/13/2012,0.3597,7/13/2012,2.66842,7/13/2012,0.6201,7/13/2012,7.77967,7/13/2012,0.4718,7/13/2012,1.0533,7/13/2012,0.39446,,,7/13/2012,1.3123,7/13/2012,0.77732,,,7/13/2012,1.16147,7/13/2012,0.5453,7/13/2012,0.3719,,,7/13/2012,0.18176,12/27/2012,0.0929,,,7/13/2012,0.19723,,,7/13/2012,0.30551,,,8/15/2012,0.25394,7/13/2012,0.1379,,,,,7/13/2012,0.30165,,
7/16/2012,0.61488,7/16/2012,0.3584,7/16/2012,2.69413,7/16/2012,0.6149,7/16/2012,7.73435,7/16/2012,0.4692,7/16/2012,1.0422,7/16/2012,0.40348,,,7/16/2012,1.3638,7/16/2012,0.78504,,,7/16/2012,1.16402,7/16/2012,0.5491,7/16/2012,0.3731,,,7/16/2012,0.1882,12/28/2012,0.0955,,,7/16/2012,0.1998,,,7/16/2012,0.31324,,,8/16/2012,0.24753,7/16/2012,0.1379,,,,,7/16/2012,0.29391,,
7/17/2012,0.62266,7/17/2012,0.3623,7/17/2012,2.79103,7/17/2012,0.6265,7/17/2012,8.00567,7/17/2012,0.4783,7/17/2012,1.0583,7/17/2012,0.4048,,,7/17/2012,1.3923,7/17/2012,0.77736,,,7/17/2012,1.19247,7/17/2012,0.5595,7/17/2012,0.3814,,,7/17/2012,0.18306,12/31/2012,0.1045,,,7/17/2012,0.19982,,,7/17/2012,0.32616,,,8/17/2012,0.24495,7/17/2012,0.1379,,,,,7/17/2012,0.2978,,
7/18/2012,0.61887,7/18/2012,0.3610,7/18/2012,2.76557,7/18/2012,0.6253,7/18/2012,7.98082,7/18/2012,0.4706,7/18/2012,1.0535,7/18/2012,0.39453,,,7/18/2012,1.3409,7/18/2012,0.76843,,,7/18/2012,1.16167,7/18/2012,0.5260,7/18/2012,0.3779,,,7/18/2012,0.18179,1/2/2013,0.1084,,,7/18/2012,0.19726,,,7/18/2012,0.31717,,,8/20/2012,0.24364,7/18/2012,0.1380,,,,,7/18/2012,0.2888,,
