,914 HK Equity,,2899 HK Equity,,358 HK Equity,,2600 HK Equity,,3993 HK Equity,,656 HK Equity,,3323 HK Equity,,2009 HK Equity,,3983 HK Equity,,1818 HK Equity,,2128 HK Equity,,691 HK Equity,,930 HK Equity,,2626 HK Equity,,246 HK Equity,,468 HK Equity,,189 HK Equity,,906 HK Equity,,743 HK Equity,,2233 HK Equity,,1053 HK Equity,,1768 HK Equity,,2198 HK Equity,,3868 HK Equity,,3833 HK Equity,,1091 HK Equity,,1938 HK Equity,,769 HK Equity,,1266 HK Equity,,609 HK Equity,,3330 HK Equity,,1090 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2010,2.3303,7/30/2010,0.4300,7/30/2010,2.2196,7/30/2010,0.8858,7/30/2010,0.6218,7/30/2010,0.7647,7/30/2010,0.9437,10/19/2011,0.7973,7/30/2010,0.6412,7/30/2010,1.0815,9/12/2012,0.5133,9/28/2010,0.6136,2/29/2012,0.3772,7/30/2010,0.3219,5/17/2011,1.2335,3/8/2013,0.6459,7/30/2010,0.2189,2/10/2012,0.4823,8/13/2010,0.4555,11/14/2012,0.1677,7/30/2010,0.2820,3/7/2013,0.2437,12/10/2012,0.3639,7/30/2010,0.2942,7/30/2010,0.5279,2/15/2013,0.1109,5/10/2012,0.3774,7/30/2010,0.2446,,,7/30/2010,0.0856,7/30/2010,0.3605,2/28/2013,0.1676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2010,2.4085,8/2/2010,0.4413,8/2/2010,2.2513,8/2/2010,0.8926,8/2/2010,0.6478,8/2/2010,0.7908,8/2/2010,0.9698,10/20/2011,0.7481,8/2/2010,0.6607,8/2/2010,1.0819,9/13/2012,0.5210,9/29/2010,0.6110,3/1/2012,0.3772,8/2/2010,0.3271,5/18/2011,1.2527,3/11/2013,0.6394,8/2/2010,0.2177,2/13/2012,0.4733,8/16/2010,0.4581,11/15/2012,0.1664,8/2/2010,0.2846,3/8/2013,0.2475,12/11/2012,0.3806,8/2/2010,0.2869,8/2/2010,0.5384,2/18/2013,0.1148,5/11/2012,0.3632,8/2/2010,0.2447,,,8/2/2010,0.0837,8/2/2010,0.3581,3/1/2013,0.1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2010,2.3710,8/3/2010,0.4458,8/3/2010,2.2292,8/3/2010,0.8569,8/3/2010,0.6366,8/3/2010,0.7925,8/3/2010,0.9574,10/21/2011,0.7608,8/3/2010,0.6688,8/3/2010,1.1017,9/14/2012,0.5341,9/30/2010,0.6134,3/2/2012,0.3770,8/3/2010,0.3428,5/19/2011,1.2335,3/12/2013,0.6575,8/3/2010,0.2216,2/14/2012,0.4798,8/17/2010,0.4453,11/16/2012,0.1677,8/3/2010,0.2809,3/11/2013,0.2424,12/12/2012,0.3806,8/3/2010,0.2879,8/3/2010,0.5464,2/19/2013,0.1109,5/14/2012,0.3451,8/3/2010,0.2384,,,8/3/2010,0.0825,8/3/2010,0.3556,3/4/2013,0.1650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2010,2.3314,8/4/2010,0.4603,8/4/2010,2.2515,8/4/2010,0.8772,8/4/2010,0.6518,8/4/2010,0.7883,8/4/2010,0.9622,10/24/2011,0.7946,8/4/2010,0.6749,8/4/2010,1.1438,9/17/2012,0.5392,10/4/2010,0.6303,3/5/2012,0.3768,8/4/2010,0.3388,5/20/2011,1.1808,3/13/2013,0.6444,8/4/2010,0.2357,2/15/2012,0.4901,8/18/2010,0.4428,11/19/2012,0.1677,8/4/2010,0.2795,3/12/2013,0.2424,12/13/2012,0.3832,8/4/2010,0.2831,8/4/2010,0.5513,2/20/2013,0.1096,5/15/2012,0.3424,8/4/2010,0.2447,,,8/4/2010,0.0824,8/4/2010,0.3607,3/5/2013,0.1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2010,2.3227,8/5/2010,0.4637,8/5/2010,2.2128,8/5/2010,0.8784,8/5/2010,0.6491,8/5/2010,0.7921,8/5/2010,0.9557,10/25/2011,0.7602,8/5/2010,0.6685,8/5/2010,1.1527,9/18/2012,0.5160,10/5/2010,0.6292,3/6/2012,0.3768,8/5/2010,0.3284,5/23/2011,1.1546,3/14/2013,0.6393,8/5/2010,0.2383,2/16/2012,0.4888,8/19/2010,0.4453,11/20/2012,0.1690,8/5/2010,0.2795,3/13/2013,0.2384,12/14/2012,0.4013,8/5/2010,0.2775,8/5/2010,0.5422,2/21/2013,0.1070,5/16/2012,0.3309,8/5/2010,0.2421,,,8/5/2010,0.0837,8/5/2010,0.3658,3/6/2013,0.1625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2010,2.3661,8/6/2010,0.4638,8/6/2010,2.2389,8/6/2010,0.8734,8/6/2010,0.6480,8/6/2010,0.7884,8/6/2010,0.9481,10/26/2011,0.8722,8/6/2010,0.6828,8/6/2010,1.1517,9/19/2012,0.5237,10/6/2010,0.6409,3/7/2012,0.3767,8/6/2010,0.3259,5/24/2011,1.1791,3/15/2013,0.6391,8/6/2010,0.2499,2/17/2012,0.4978,8/20/2010,0.4437,11/21/2012,0.1703,8/6/2010,0.2821,3/14/2013,0.2385,12/17/2012,0.4026,8/6/2010,0.2813,8/6/2010,0.5539,2/22/2013,0.1057,5/17/2012,0.3347,8/6/2010,0.2422,,,8/6/2010,0.0825,8/6/2010,0.3633,3/7/2013,0.1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2010,2.3878,8/9/2010,0.4810,8/9/2010,2.2289,8/9/2010,0.8619,8/9/2010,0.6481,8/9/2010,0.7923,8/9/2010,0.9598,10/27/2011,0.9421,8/9/2010,0.6777,8/9/2010,1.1801,9/20/2012,0.5043,10/7/2010,0.6422,3/8/2012,0.3772,8/9/2010,0.3260,5/25/2011,1.1423,3/18/2013,0.6390,8/9/2010,0.2577,2/20/2012,0.5171,8/23/2010,0.4476,11/22/2012,0.1703,8/9/2010,0.2809,3/15/2013,0.2526,12/18/2012,0.3961,8/9/2010,0.2860,8/9/2010,0.5463,2/25/2013,0.1031,5/18/2012,0.3322,8/9/2010,0.2422,,,8/9/2010,0.0825,8/9/2010,0.3646,3/8/2013,0.1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2010,2.3228,8/10/2010,0.4689,8/10/2010,2.1846,8/10/2010,0.8411,8/10/2010,0.6337,8/10/2010,0.7780,8/10/2010,0.9403,10/28/2011,0.9287,8/10/2010,0.6595,8/10/2010,1.1799,9/21/2012,0.5095,10/8/2010,0.6445,3/9/2012,0.3771,8/10/2010,0.3220,5/26/2011,1.1380,3/19/2013,0.6442,8/10/2010,0.2422,2/21/2012,0.5120,8/24/2010,0.4436,11/23/2012,0.1742,8/10/2010,0.2757,3/18/2013,0.2384,12/19/2012,0.3987,8/10/2010,0.2944,8/10/2010,0.5423,2/26/2013,0.0993,5/21/2012,0.3477,8/10/2010,0.2499,,,8/10/2010,0.0844,8/10/2010,0.3620,3/11/2013,0.1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2010,2.3047,8/11/2010,0.4567,8/11/2010,2.1322,8/11/2010,0.8305,8/11/2010,0.6167,8/11/2010,0.7841,8/11/2010,0.9103,10/31/2011,0.8921,8/11/2010,0.6554,8/11/2010,1.1652,9/24/2012,0.5095,10/11/2010,0.6316,3/12/2012,0.3770,8/11/2010,0.3245,5/27/2011,1.1382,3/20/2013,0.6454,8/11/2010,0.2395,2/22/2012,0.5145,8/25/2010,0.4385,11/26/2012,0.1716,8/11/2010,0.2704,3/19/2013,0.2409,12/20/2012,0.4000,8/11/2010,0.2868,8/11/2010,0.5395,2/27/2013,0.1006,5/22/2012,0.3426,8/11/2010,0.2459,,,8/11/2010,0.0850,8/11/2010,0.3579,3/12/2013,0.1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2010,2.2701,8/12/2010,0.4437,8/12/2010,2.0958,8/12/2010,0.8149,8/12/2010,0.6089,8/12/2010,0.7686,8/12/2010,0.8909,11/1/2011,0.8197,8/12/2010,0.6360,8/12/2010,1.1522,9/25/2012,0.5133,10/12/2010,0.6276,3/13/2012,0.3770,8/12/2010,0.3167,5/30/2011,1.1389,3/21/2013,0.6493,8/12/2010,0.2420,2/23/2012,0.5093,8/26/2010,0.4255,11/27/2012,0.1703,8/12/2010,0.2652,3/20/2013,0.2448,12/21/2012,0.3961,8/12/2010,0.2802,8/12/2010,0.5278,2/28/2013,0.1045,5/23/2012,0.3361,8/12/2010,0.2459,,,8/12/2010,0.0811,8/12/2010,0.3605,3/13/2013,0.1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/13/2010,2.2858,8/13/2010,0.4580,8/13/2010,2.1100,8/13/2010,0.8196,8/13/2010,0.6060,8/13/2010,0.7810,8/13/2010,0.8968,11/2/2011,0.8711,8/13/2010,0.6626,8/13/2010,1.2120,9/26/2012,0.5017,10/13/2010,0.7191,3/14/2012,0.3769,8/13/2010,0.3139,5/31/2011,1.1392,3/22/2013,0.6518,8/13/2010,0.2483,2/24/2012,0.5068,8/27/2010,0.4307,11/28/2012,0.1690,8/13/2010,0.2728,3/21/2013,0.2486,12/24/2012,0.4013,8/13/2010,0.2884,8/13/2010,0.5314,3/1/2013,0.0993,5/24/2012,0.3362,8/13/2010,0.2445,,,8/13/2010,0.0823,8/13/2010,0.3667,3/14/2013,0.1598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2010,2.2474,8/16/2010,0.4632,8/16/2010,2.1256,8/16/2010,0.8325,8/16/2010,0.6125,8/16/2010,0.7810,8/16/2010,0.8814,11/3/2011,0.8869,8/16/2010,0.6588,8/16/2010,1.2249,9/27/2012,0.5056,10/14/2010,0.7257,3/15/2012,0.3769,8/16/2010,0.3075,6/1/2011,1.1391,3/25/2013,0.6661,8/16/2010,0.2548,2/27/2012,0.5145,8/30/2010,0.4306,11/29/2012,0.1703,8/16/2010,0.2754,3/22/2013,0.2409,12/27/2012,0.4012,8/16/2010,0.2838,8/16/2010,0.5327,3/4/2013,0.0993,5/25/2012,0.3311,8/16/2010,0.2419,,,8/16/2010,0.0817,8/16/2010,0.3641,3/15/2013,0.1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2010,2.2780,8/17/2010,0.4711,8/17/2010,2.1416,8/17/2010,0.8276,8/17/2010,0.6152,8/17/2010,0.7799,8/17/2010,0.8893,11/4/2011,0.8922,8/17/2010,0.6551,8/17/2010,1.2278,9/28/2012,0.5210,10/15/2010,0.7155,3/16/2012,0.3768,8/17/2010,0.2947,6/2/2011,1.1388,3/26/2013,0.6714,8/17/2010,0.2548,2/28/2012,0.5222,8/31/2010,0.4242,11/30/2012,0.1781,8/17/2010,0.2716,3/25/2013,0.2397,12/28/2012,0.4012,8/17/2010,0.2801,8/17/2010,0.5303,3/5/2013,0.0980,5/28/2012,0.3298,8/17/2010,0.2497,,,8/17/2010,0.0843,8/17/2010,0.3694,3/18/2013,0.1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2010,2.2997,8/18/2010,0.4771,8/18/2010,2.1573,8/18/2010,0.8392,8/18/2010,0.6178,8/18/2010,0.7955,8/18/2010,0.9332,11/7/2011,0.8907,8/18/2010,0.6745,8/18/2010,1.1816,10/3/2012,0.5197,10/18/2010,0.7283,3/19/2012,0.3768,8/18/2010,0.2832,6/3/2011,1.1392,3/27/2013,0.6814,8/18/2010,0.2510,2/29/2012,0.5222,9/1/2010,0.4348,12/3/2012,0.1755,8/18/2010,0.2742,3/26/2013,0.2191,12/31/2012,0.4025,8/18/2010,0.2783,8/18/2010,0.5329,3/6/2013,0.1006,5/29/2012,0.3349,8/18/2010,0.2549,,,8/18/2010,0.0837,8/18/2010,0.3681,3/19/2013,0.1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2010,2.3681,8/19/2010,0.4942,8/19/2010,2.1750,8/19/2010,0.8674,8/19/2010,0.6345,8/19/2010,0.7954,8/19/2010,0.9575,11/8/2011,0.8779,8/19/2010,0.6770,8/19/2010,1.2317,10/4/2012,0.5468,10/19/2010,0.7732,3/20/2012,0.3768,8/19/2010,0.3025,6/7/2011,1.1389,3/28/2013,0.6699,8/19/2010,0.2510,3/1/2012,0.5029,9/2/2010,0.4350,12/4/2012,0.1755,8/19/2010,0.2600,3/27/2013,0.2061,1/2/2013,0.4051,8/19/2010,0.2764,8/19/2010,0.5354,3/7/2013,0.0993,5/30/2012,0.3362,8/19/2010,0.2600,,,8/19/2010,0.0862,8/19/2010,0.3655,3/20/2013,0.1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2010,2.3148,8/20/2010,0.4947,8/20/2010,2.1708,8/20/2010,0.8501,8/20/2010,0.6263,8/20/2010,0.7935,8/20/2010,0.9491,11/9/2011,0.8724,8/20/2010,0.6572,8/20/2010,1.2192,10/5/2012,0.5418,10/20/2010,0.7356,3/21/2012,0.3767,8/20/2010,0.3048,6/8/2011,1.1386,4/2/2013,0.6467,8/20/2010,0.2636,3/2/2012,0.5052,9/3/2010,0.4478,12/5/2012,0.1819,8/20/2010,0.2611,3/28/2013,0.2126,1/3/2013,0.4012,8/20/2010,0.2855,8/20/2010,0.5363,3/8/2013,0.1006,5/31/2012,0.3363,8/20/2010,0.2572,,,8/20/2010,0.0875,8/20/2010,0.3730,3/21/2013,0.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2010,2.3280,8/23/2010,0.4802,8/23/2010,2.1402,8/23/2010,0.8425,8/23/2010,0.6084,8/23/2010,0.7936,8/23/2010,0.9505,11/10/2011,0.8162,8/23/2010,0.6534,8/23/2010,1.2065,10/8/2012,0.5328,10/21/2010,0.7367,3/22/2012,0.3767,8/23/2010,0.3048,6/9/2011,1.1383,4/3/2013,0.6661,8/23/2010,0.2637,3/5/2012,0.5204,9/6/2010,0.4572,12/6/2012,0.1806,8/23/2010,0.2560,4/2/2013,0.2164,1/4/2013,0.3961,8/23/2010,0.2818,8/23/2010,0.5273,3/11/2013,0.0993,6/1/2012,0.3324,8/23/2010,0.2547,,,8/23/2010,0.0926,8/23/2010,0.3781,3/22/2013,0.1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2010,2.3403,8/24/2010,0.4749,8/24/2010,2.1088,8/24/2010,0.8050,8/24/2010,0.5979,8/24/2010,0.7857,8/24/2010,0.9400,11/11/2011,0.8112,8/24/2010,0.6532,8/24/2010,1.2113,10/9/2012,0.5444,10/22/2010,0.7123,3/23/2012,0.3765,8/24/2010,0.2919,6/10/2011,1.1382,4/5/2013,0.6606,8/24/2010,0.2585,3/6/2012,0.5294,9/7/2010,0.4506,12/7/2012,0.1923,8/24/2010,0.2546,4/3/2013,0.2139,1/7/2013,0.4077,8/24/2010,0.2780,8/24/2010,0.5259,3/12/2013,0.0980,6/4/2012,0.3209,8/24/2010,0.2508,,,8/24/2010,0.0919,8/24/2010,0.3871,3/25/2013,0.1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2010,2.2888,8/25/2010,0.4655,8/25/2010,2.0702,8/25/2010,0.7908,8/25/2010,0.5786,8/25/2010,0.7856,8/25/2010,0.9027,11/14/2011,0.8301,8/25/2010,0.6506,8/25/2010,1.2061,10/10/2012,0.5443,10/25/2010,0.7193,3/26/2012,0.3765,8/25/2010,0.2970,6/13/2011,1.1380,4/8/2013,0.6543,8/25/2010,0.2546,3/7/2012,0.5461,9/8/2010,0.4453,12/10/2012,0.1936,8/25/2010,0.2507,4/5/2013,0.2099,1/8/2013,0.4012,8/25/2010,0.2752,8/25/2010,0.5208,3/13/2013,0.0980,6/5/2012,0.3106,8/25/2010,0.2469,,,8/25/2010,0.0919,8/25/2010,0.3858,3/26/2013,0.1559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2010,2.3141,8/26/2010,0.4645,8/26/2010,2.1135,8/26/2010,0.7842,8/26/2010,0.5785,8/26/2010,0.7726,8/26/2010,0.8986,11/15/2011,0.8198,8/26/2010,0.6749,8/26/2010,1.2316,10/11/2012,0.5508,10/26/2010,0.7140,3/27/2012,0.3767,8/26/2010,0.2918,6/14/2011,1.1382,4/9/2013,0.6440,8/26/2010,0.2456,3/8/2012,0.5841,9/9/2010,0.4479,12/11/2012,0.1858,8/26/2010,0.2481,4/8/2013,0.2087,1/9/2013,0.4025,8/26/2010,0.2723,8/26/2010,0.5207,3/14/2013,0.0967,6/6/2012,0.3094,8/26/2010,0.2456,,,8/26/2010,0.0945,8/26/2010,0.3805,3/27/2013,0.1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2010,2.3354,8/27/2010,0.4577,8/27/2010,2.0929,8/27/2010,0.7855,8/27/2010,0.5669,8/27/2010,0.7520,8/27/2010,0.8922,11/16/2011,0.8031,8/27/2010,0.6813,8/27/2010,1.2097,10/12/2012,0.5612,10/27/2010,0.6985,3/28/2012,0.3767,8/27/2010,0.2944,6/15/2011,1.1374,4/10/2013,0.6480,8/27/2010,0.2468,3/9/2012,0.5956,9/10/2010,0.4454,12/12/2012,0.1948,8/27/2010,0.2391,4/9/2013,0.2177,1/10/2013,0.4244,8/27/2010,0.2742,8/27/2010,0.5142,3/15/2013,0.0954,6/7/2012,0.3055,8/27/2010,0.2417,,,8/27/2010,0.0932,8/27/2010,0.3754,3/28/2013,0.1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2010,2.3610,8/30/2010,0.4645,8/30/2010,2.1853,8/30/2010,0.7970,8/30/2010,0.5733,8/30/2010,0.7610,8/30/2010,0.9166,11/17/2011,0.7886,8/30/2010,0.6800,8/30/2010,1.2495,10/15/2012,0.5702,10/28/2010,0.7104,3/29/2012,0.3767,8/30/2010,0.2982,6/16/2011,1.1362,4/11/2013,0.6365,8/30/2010,0.2545,3/12/2012,0.5904,9/13/2010,0.4455,12/13/2012,0.1897,8/30/2010,0.2417,4/10/2013,0.2100,1/11/2013,0.4141,8/30/2010,0.2677,8/30/2010,0.5155,3/18/2013,0.0953,6/8/2012,0.3068,8/30/2010,0.2558,,,8/30/2010,0.0919,8/30/2010,0.3638,4/2/2013,0.1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2010,2.3698,8/31/2010,0.4611,8/31/2010,2.1701,8/31/2010,0.7945,8/31/2010,0.5695,8/31/2010,0.7636,8/31/2010,0.9141,11/18/2011,0.7575,8/31/2010,0.6505,8/31/2010,1.3081,10/16/2012,0.5676,10/29/2010,0.7121,3/30/2012,0.3767,8/31/2010,0.2944,6/17/2011,1.1371,4/12/2013,0.6313,8/31/2010,0.2494,3/13/2012,0.6031,9/14/2010,0.4443,12/14/2012,0.1974,8/31/2010,0.2366,4/11/2013,0.2152,1/14/2013,0.4154,8/31/2010,0.2612,8/31/2010,0.5117,3/19/2013,0.0953,6/11/2012,0.3144,8/31/2010,0.2507,,,8/31/2010,0.0836,8/31/2010,0.3677,4/3/2013,0.1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2010,2.4740,9/1/2010,0.4802,9/1/2010,2.2073,9/1/2010,0.7962,9/1/2010,0.5776,9/1/2010,0.7564,9/1/2010,0.9429,11/21/2011,0.7394,9/1/2010,0.6560,9/1/2010,1.3603,10/17/2012,0.5651,11/1/2010,0.7276,4/2/2012,0.3767,9/1/2010,0.3061,6/20/2011,1.1370,4/15/2013,0.6325,9/1/2010,0.2508,3/14/2012,0.5927,9/15/2010,0.4403,12/17/2012,0.1987,9/1/2010,0.2431,4/12/2013,0.2358,1/15/2013,0.4231,9/1/2010,0.2678,9/1/2010,0.5132,3/20/2013,0.0966,6/12/2012,0.3106,9/1/2010,0.2598,,,9/1/2010,0.0868,9/1/2010,0.3782,4/5/2013,0.1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2010,2.5396,9/2/2010,0.4865,9/2/2010,2.2625,9/2/2010,0.8185,9/2/2010,0.5984,9/2/2010,0.7658,9/2/2010,0.9678,11/22/2011,0.7431,9/2/2010,0.7040,9/2/2010,1.3578,10/18/2012,0.5780,11/2/2010,0.7225,4/3/2012,0.3767,9/2/2010,0.3102,6/21/2011,1.1374,4/16/2013,0.6364,9/2/2010,0.2664,3/15/2012,0.5836,9/16/2010,0.4365,12/18/2012,0.2013,9/2/2010,0.2510,4/15/2013,0.2177,1/16/2013,0.4257,9/2/2010,0.2661,9/2/2010,0.5187,3/21/2013,0.0953,6/13/2012,0.3068,9/2/2010,0.2638,,,9/2/2010,0.0875,9/2/2010,0.3771,4/8/2013,0.1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2010,2.6122,9/3/2010,0.4864,9/3/2010,2.2647,9/3/2010,0.8133,9/3/2010,0.5932,9/3/2010,0.7682,9/3/2010,0.9535,11/23/2011,0.7185,9/3/2010,0.6910,9/3/2010,1.3125,10/19/2012,0.6013,11/3/2010,0.7225,4/5/2012,0.3767,9/3/2010,0.3307,6/22/2011,1.1377,4/17/2013,0.6351,9/3/2010,0.2844,3/16/2012,0.5797,9/17/2010,0.4405,12/19/2012,0.1987,9/3/2010,0.2535,4/16/2013,0.2293,1/17/2013,0.4360,9/3/2010,0.2726,9/3/2010,0.5314,3/22/2013,0.0940,6/14/2012,0.2952,9/3/2010,0.2599,,,9/3/2010,0.0881,9/3/2010,0.3770,4/9/2013,0.1662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2010,2.6871,9/6/2010,0.4928,9/6/2010,2.3051,9/6/2010,0.8525,9/6/2010,0.6117,9/6/2010,0.7881,9/6/2010,0.9710,11/24/2011,0.7299,9/6/2010,0.7134,9/6/2010,1.3361,10/22/2012,0.5948,11/4/2010,0.7275,4/10/2012,0.3767,9/6/2010,0.3400,6/23/2011,1.1373,4/18/2013,0.6350,9/6/2010,0.2846,3/19/2012,0.5746,9/20/2010,0.4430,12/20/2012,0.1961,9/6/2010,0.2691,4/17/2013,0.2319,1/18/2013,0.4373,9/6/2010,0.2756,9/6/2010,0.5409,3/25/2013,0.0953,6/15/2012,0.2810,9/6/2010,0.2717,,,9/6/2010,0.0940,9/6/2010,0.3799,4/10/2013,0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2010,2.6991,9/7/2010,0.5021,9/7/2010,2.3224,9/7/2010,0.8548,9/7/2010,0.6154,9/7/2010,0.7814,9/7/2010,1.0041,11/25/2011,0.6952,9/7/2010,0.7080,9/7/2010,1.3195,10/24/2012,0.6000,11/5/2010,0.7354,4/11/2012,0.3767,9/7/2010,0.3656,6/24/2011,1.1377,4/19/2013,0.6324,9/7/2010,0.2845,3/20/2012,0.5449,9/21/2010,0.4458,12/21/2012,0.1948,9/7/2010,0.2742,4/18/2013,0.2293,1/21/2013,0.4708,9/7/2010,0.2755,9/7/2010,0.5368,3/26/2013,0.0979,6/18/2012,0.2926,9/7/2010,0.2755,,,9/7/2010,0.0920,9/7/2010,0.3798,4/11/2013,0.1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2010,2.5909,9/8/2010,0.4967,9/8/2010,2.3190,9/8/2010,0.8493,9/8/2010,0.6074,9/8/2010,0.7747,9/8/2010,0.9922,11/28/2011,0.7107,9/8/2010,0.7026,9/8/2010,1.3416,10/25/2012,0.5768,11/8/2010,0.7264,4/12/2012,0.3767,9/8/2010,0.3796,6/27/2011,1.1377,4/22/2013,0.6311,9/8/2010,0.3101,3/21/2012,0.5409,9/22/2010,0.4434,12/24/2012,0.1974,9/8/2010,0.2651,4/19/2013,0.2331,1/22/2013,0.4695,9/8/2010,0.2736,9/8/2010,0.5379,3/27/2013,0.0979,6/19/2012,0.3080,9/8/2010,0.3217,,,9/8/2010,0.0939,9/8/2010,0.3848,4/12/2013,0.1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2010,2.6215,9/9/2010,0.4960,9/9/2010,2.2885,9/9/2010,0.8457,9/9/2010,0.6153,9/9/2010,0.7774,9/9/2010,1.0040,11/29/2011,0.7343,9/9/2010,0.7594,9/9/2010,1.3354,10/26/2012,0.5587,11/9/2010,0.7238,4/13/2012,0.3770,9/9/2010,0.3720,6/28/2011,1.1380,4/23/2013,0.6285,9/9/2010,0.2973,3/22/2012,0.5524,9/24/2010,0.4422,12/27/2012,0.2000,9/9/2010,0.2613,4/22/2013,0.2254,1/23/2013,0.4772,9/9/2010,0.2717,9/9/2010,0.5393,3/28/2013,0.0953,6/20/2012,0.3106,9/9/2010,0.3179,,,9/9/2010,0.0985,9/9/2010,0.3823,4/15/2013,0.1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2010,2.6907,9/10/2010,0.4978,9/10/2010,2.3122,9/10/2010,0.8445,9/10/2010,0.6308,9/10/2010,0.7763,9/10/2010,1.0093,11/30/2011,0.7143,9/10/2010,0.7338,9/10/2010,1.3099,10/29/2012,0.5651,11/10/2010,0.7122,4/16/2012,0.3770,9/10/2010,0.3721,6/29/2011,1.1383,4/24/2013,0.6259,9/10/2010,0.3090,3/23/2012,0.5355,9/27/2010,0.4486,12/28/2012,0.2012,9/10/2010,0.2601,4/23/2013,0.2293,1/24/2013,0.4708,9/10/2010,0.2709,9/10/2010,0.5356,4/2/2013,0.0940,6/21/2012,0.3196,9/10/2010,0.3090,,,9/10/2010,0.1024,9/10/2010,0.3798,4/16/2013,0.1610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2010,2.8067,9/13/2010,0.5047,9/13/2010,2.3638,9/13/2010,0.8716,9/13/2010,0.6360,9/13/2010,0.7828,9/13/2010,1.0467,12/1/2011,0.7916,9/13/2010,0.7313,9/13/2010,1.3197,10/30/2012,0.5613,11/11/2010,0.7509,4/17/2012,0.3770,9/13/2010,0.3708,6/30/2011,1.1386,4/25/2013,0.6053,9/13/2010,0.3142,3/26/2012,0.5445,9/28/2010,0.4602,12/31/2012,0.1987,9/13/2010,0.2730,4/24/2013,0.2370,1/25/2013,0.4591,9/13/2010,0.2737,9/13/2010,0.5395,4/3/2013,0.0915,6/22/2012,0.3092,9/13/2010,0.3129,,,9/13/2010,0.1043,9/13/2010,0.3824,4/17/2013,0.1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2010,2.8629,9/14/2010,0.5039,9/14/2010,2.3796,9/14/2010,0.8756,9/14/2010,0.6683,9/14/2010,0.7919,9/14/2010,1.1023,12/2/2011,0.7892,9/14/2010,0.7250,9/14/2010,1.3360,10/31/2012,0.5897,11/12/2010,0.7521,4/18/2012,0.3769,9/14/2010,0.3709,7/4/2011,1.1389,4/26/2013,0.6131,9/14/2010,0.3116,3/27/2012,0.5989,9/29/2010,0.4679,1/2/2013,0.2051,9/14/2010,0.2730,4/25/2013,0.2318,1/28/2013,0.4473,9/14/2010,0.2709,9/14/2010,0.5473,4/5/2013,0.0876,6/25/2012,0.2951,9/14/2010,0.3219,,,9/14/2010,0.1062,9/14/2010,0.3799,4/18/2013,0.1649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
