,2333 HK Equity,,1128 HK Equity,,1211 HK Equity,,489 HK Equity,,2282 HK Equity,,2238 HK Equity,,3333 HK Equity,,670 HK Equity,,1055 HK Equity,,2313 HK Equity,,3383 HK Equity,,3308 HK Equity,,2020 HK Equity,,1833 HK Equity,,881 HK Equity,,425 HK Equity,,3918 HK Equity,,1293 HK Equity,,921 HK Equity,,3669 HK Equity,,210 HK Equity,,3368 HK Equity,,1728 HK Equity,,3818 HK Equity,,2006 HK Equity,,848 HK Equity,,1028 HK Equity,,1628 HK Equity,,2331 HK Equity,,2698 HK Equity,,1966 HK Equity,,331 HK Equity,,1234 HK Equity,,1899 HK Equity,,2200 HK Equity,,811 HK Equity,,1146 HK Equity,,2355 HK Equity,,1698 HK Equity,,672 HK Equity,,2722 HK Equity,,1086 HK Equity,,946 HK Equity,,1968 HK Equity,,2083 HK Equity,,496 HK Equity,,3666 HK Equity,,873 HK Equity,,238 HK Equity,,837 HK Equity,,1863 HK Equity
7/27/2010,0.79815,12/28/2011,2.47685,7/27/2010,6.64,7/27/2010,1.36457,,,11/19/2012,0.69659,1/27/2012,0.51,7/27/2010,0.51236,7/27/2010,0.46,7/27/2010,1.25257,7/27/2010,1.30,7/27/2010,2.24768,7/27/2010,1.84,7/27/2010,1.06591,6/18/2012,1.35,7/27/2010,1.35685,7/27/2010,0.11,,,7/27/2010,0.52,,,7/27/2010,0.92,7/27/2010,1.71215,3/6/2013,0.84,7/27/2010,0.54969,7/27/2010,0.25,7/27/2010,0.4068,,,1/19/2012,0.17183,7/27/2010,3.26339,7/27/2010,0.66813,5/2/2012,0.23331,3/7/2012,0.18419,12/13/2011,0.88066,7/27/2010,0.64367,,,7/27/2010,0.52909,,,7/27/2010,0.63337,12/17/2012,0.21677,7/27/2010,0.2639,9/2/2010,0.25482,2/18/2013,0.57131,3/16/2012,0.26538,12/15/2011,0.27502,,,7/27/2010,0.26133,,,8/29/2012,0.23467,1/24/2013,0.19992,3/20/2012,0.5642,7/18/2012,0.23852
7/28/2010,0.80445,12/29/2011,2.43419,7/28/2010,6.86,7/28/2010,1.35448,,,11/20/2012,0.6916,1/30/2012,0.47,7/28/2010,0.53819,7/28/2010,0.47,7/28/2010,1.25534,7/28/2010,1.29,7/28/2010,2.25833,7/28/2010,1.86,7/28/2010,1.06608,6/19/2012,1.34,7/28/2010,1.40083,7/28/2010,0.11,,,7/28/2010,0.52,,,7/28/2010,0.93,7/28/2010,1.69954,3/7/2013,0.83,7/28/2010,0.56523,7/28/2010,0.25,7/28/2010,0.403,,,1/20/2012,0.17181,7/28/2010,3.27677,7/28/2010,0.69527,5/3/2012,0.23585,3/8/2012,0.19083,12/14/2011,0.87221,7/28/2010,0.65922,,,7/28/2010,0.52789,,,7/28/2010,0.63475,12/18/2012,0.21677,7/28/2010,0.26266,9/3/2010,0.27537,2/19/2013,0.5442,3/19/2012,0.26538,12/16/2011,0.26465,,,7/28/2010,0.26909,,,8/30/2012,0.23594,1/25/2013,0.19603,3/21/2012,0.56409,7/19/2012,0.23853
7/29/2010,0.80766,12/30/2011,2.51075,7/29/2010,6.92,7/29/2010,1.39332,,,11/21/2012,0.70577,1/31/2012,0.47,7/29/2010,0.54085,7/29/2010,0.49,7/29/2010,1.23622,7/29/2010,1.29,7/29/2010,2.32822,7/29/2010,1.81,7/29/2010,1.06882,6/20/2012,1.36,7/29/2010,1.42681,7/29/2010,0.11,,,7/29/2010,0.51,,,7/29/2010,0.93,7/29/2010,1.6998,3/8/2013,0.84,7/29/2010,0.56403,7/29/2010,0.25,7/29/2010,0.40306,,,1/26/2012,0.17189,7/29/2010,3.24508,7/29/2010,0.69151,5/4/2012,0.23449,3/9/2012,0.18694,12/15/2011,0.8469,7/29/2010,0.67091,,,7/29/2010,0.53312,,,7/29/2010,0.63743,12/19/2012,0.21677,7/29/2010,0.26141,9/6/2010,0.27944,2/20/2013,0.54934,3/20/2012,0.26535,12/19/2011,0.26589,,,7/29/2010,0.26914,,,8/31/2012,0.23722,1/28/2013,0.19852,3/22/2012,0.5537,7/20/2012,0.24236
7/30/2010,0.79719,1/3/2012,2.54638,7/30/2010,6.88,7/30/2010,1.39559,,,11/22/2012,0.73799,2/1/2012,0.47,7/30/2010,0.56004,7/30/2010,0.48,7/30/2010,1.31835,7/30/2010,1.30,7/30/2010,2.37663,7/30/2010,1.77,7/30/2010,1.03511,6/21/2012,1.31,7/30/2010,1.50117,7/30/2010,0.11,,,7/30/2010,0.51,,,7/30/2010,0.93,7/30/2010,1.71746,3/11/2013,0.79,7/30/2010,0.56648,7/30/2010,0.27,7/30/2010,0.40941,,,1/27/2012,0.17013,7/30/2010,3.29587,7/30/2010,0.69651,5/7/2012,0.23319,3/12/2012,0.19593,12/16/2011,0.83633,7/30/2010,0.67462,,,7/30/2010,0.52528,,,7/30/2010,0.63857,12/20/2012,0.21677,7/30/2010,0.25749,9/7/2010,0.2742,2/21/2013,0.53121,3/21/2012,0.2653,12/20/2011,0.26213,,,7/30/2010,0.2665,,,9/3/2012,0.24107,1/29/2013,0.19462,3/23/2012,0.55355,7/23/2012,0.23721
8/2/2010,0.81604,1/4/2012,2.5104,8/2/2010,7.21,8/2/2010,1.44508,,,11/23/2012,0.7574,2/2/2012,0.51,8/2/2010,0.57056,8/2/2010,0.49,8/2/2010,1.33431,8/2/2010,1.33,8/2/2010,2.3827,8/2/2010,1.82,8/2/2010,1.03036,6/22/2012,1.27,8/2/2010,1.53008,8/2/2010,0.11,,,8/2/2010,0.52,,,8/2/2010,0.95,8/2/2010,1.74645,3/12/2013,0.75,8/2/2010,0.58215,8/2/2010,0.27,8/2/2010,0.4057,,,1/30/2012,0.17013,8/2/2010,3.3551,8/2/2010,0.70708,5/8/2012,0.2332,3/13/2012,0.2062,12/19/2011,0.87346,8/2/2010,0.68519,,,8/2/2010,0.53063,,,8/2/2010,0.65299,12/21/2012,0.21677,8/2/2010,0.26145,9/8/2010,0.28183,2/22/2013,0.54281,3/22/2012,0.26526,12/21/2011,0.26215,,,8/2/2010,0.26532,,,9/4/2012,0.24754,1/30/2013,0.19591,3/26/2012,0.55353,7/24/2012,0.24362
8/3/2010,0.82262,1/5/2012,2.4237,8/3/2010,7.29,8/3/2010,1.47927,,,11/26/2012,0.77677,2/3/2012,0.51,8/3/2010,0.5412,8/3/2010,0.48,8/3/2010,1.32722,8/3/2010,1.35,8/3/2010,2.33229,8/3/2010,1.82,8/3/2010,1.06306,6/25/2012,1.26,8/3/2010,1.52566,8/3/2010,0.11,,,8/3/2010,0.51,,,8/3/2010,0.99,8/3/2010,1.74729,3/13/2013,0.70,8/3/2010,0.57856,8/3/2010,0.27,8/3/2010,0.40332,,,1/31/2012,0.17012,8/3/2010,3.34381,8/3/2010,0.69196,5/9/2012,0.23056,3/14/2012,0.20614,12/20/2011,0.83649,8/3/2010,0.68551,,,8/3/2010,0.52573,,,8/3/2010,0.65717,12/24/2012,0.21676,8/3/2010,0.25771,9/9/2010,0.28317,2/25/2013,0.53117,3/23/2012,0.26519,12/22/2011,0.26214,,,8/3/2010,0.26029,,,9/5/2012,0.23849,1/31/2013,0.19727,3/27/2012,0.55378,7/25/2012,0.24489
8/4/2010,0.83774,1/6/2012,2.36685,8/4/2010,7.19,8/4/2010,1.44261,,,11/27/2012,0.77417,2/6/2012,0.50,8/4/2010,0.55386,8/4/2010,0.50,8/4/2010,1.25327,8/4/2010,1.31,8/4/2010,2.36743,8/4/2010,1.85,8/4/2010,1.06521,6/26/2012,1.20,8/4/2010,1.49671,8/4/2010,0.11,,,8/4/2010,0.51,,,8/4/2010,0.99,8/4/2010,1.73886,3/14/2013,0.73,8/4/2010,0.56545,8/4/2010,0.27,8/4/2010,0.40316,,,2/1/2012,0.17016,8/4/2010,3.36824,8/4/2010,0.7007,5/10/2012,0.22927,3/15/2012,0.19712,12/21/2011,0.86099,8/4/2010,0.69297,,,8/4/2010,0.52552,,,8/4/2010,0.65562,12/27/2012,0.21672,8/4/2010,0.26147,9/10/2010,0.28194,2/26/2013,0.49755,3/26/2012,0.26518,12/23/2011,0.27004,,,8/4/2010,0.26276,,,9/6/2012,0.2398,2/1/2013,0.19469,3/28/2012,0.55383,7/26/2012,0.24103
8/5/2010,0.80782,1/9/2012,2.33316,8/5/2010,6.83,8/5/2010,1.42451,,,11/28/2012,0.74966,2/7/2012,0.48,8/5/2010,0.568,8/5/2010,0.50,8/5/2010,1.2751,8/5/2010,1.27,8/5/2010,2.45489,8/5/2010,1.91,8/5/2010,1.12054,6/27/2012,1.21,8/5/2010,1.50436,8/5/2010,0.11,,,8/5/2010,0.52,,,8/5/2010,0.96,8/5/2010,1.75938,3/15/2013,0.71,8/5/2010,0.57444,8/5/2010,0.27,8/5/2010,0.40443,,,2/2/2012,0.17013,8/5/2010,3.36807,8/5/2010,0.6968,5/11/2012,0.23051,3/16/2012,0.20096,12/22/2011,0.84811,8/5/2010,0.70581,,,8/5/2010,0.52421,,,8/5/2010,0.63884,12/28/2012,0.21672,8/5/2010,0.25502,9/13/2010,0.28067,2/27/2013,0.52982,3/27/2012,0.2653,12/28/2011,0.26749,,,8/5/2010,0.26275,,,9/7/2012,0.25013,2/4/2013,0.19475,3/29/2012,0.59504,7/27/2012,0.23977
8/6/2010,0.78118,1/10/2012,2.36682,8/6/2010,6.71,8/6/2010,1.39129,,,11/29/2012,0.80128,2/8/2012,0.53,8/6/2010,0.57713,8/6/2010,0.51,8/6/2010,1.27535,8/6/2010,1.26,8/6/2010,2.47082,8/6/2010,1.91,8/6/2010,1.09242,6/28/2012,1.21,8/6/2010,1.53814,8/6/2010,0.12,,,8/6/2010,0.52,,,8/6/2010,0.99,8/6/2010,1.7623,3/18/2013,0.67,8/6/2010,0.5694,8/6/2010,0.27,8/6/2010,0.42383,,,2/3/2012,0.16837,8/6/2010,3.34295,8/6/2010,0.72398,5/14/2012,0.22921,3/19/2012,0.19324,12/23/2011,0.88729,8/6/2010,0.68791,,,8/6/2010,0.52817,,,8/6/2010,0.63638,12/31/2012,0.21675,8/6/2010,0.25378,9/14/2010,0.29617,2/28/2013,0.54291,3/28/2012,0.26532,12/29/2011,0.26632,,,8/6/2010,0.25893,,,9/10/2012,0.25531,2/5/2013,0.19214,3/30/2012,0.5989,7/30/2012,0.23596
8/9/2010,0.77611,1/11/2012,2.37433,8/9/2010,6.96,8/9/2010,1.38885,,,11/30/2012,0.81418,2/9/2012,0.56,8/9/2010,0.58363,8/9/2010,0.51,8/9/2010,1.27548,8/9/2010,1.28,8/9/2010,2.45046,8/9/2010,1.90,8/9/2010,1.09253,6/29/2012,1.21,8/9/2010,1.56149,8/9/2010,0.12,,,8/9/2010,0.52,,,8/9/2010,1.01,8/9/2010,1.77278,3/19/2013,0.67,8/9/2010,0.57847,8/9/2010,0.27,8/9/2010,0.42001,,,2/6/2012,0.16837,8/9/2010,3.34974,8/9/2010,0.73179,5/15/2012,0.23043,3/20/2012,0.18291,12/28/2011,0.87834,8/9/2010,0.67768,,,8/9/2010,0.52694,,,8/9/2010,0.63516,1/2/2013,0.21675,8/9/2010,0.25767,9/15/2010,0.30514,3/1/2013,0.57252,3/29/2012,0.26532,12/30/2011,0.26266,,,8/9/2010,0.25767,,,9/11/2012,0.25405,2/6/2013,0.19344,4/2/2012,0.61166,7/31/2012,0.236
8/10/2010,0.76873,1/12/2012,2.26079,8/10/2010,6.70,8/10/2010,1.3396,,,12/3/2012,0.78322,2/10/2012,0.58,8/10/2010,0.57706,8/10/2010,0.50,8/10/2010,1.2752,8/10/2010,1.25,8/10/2010,2.47826,8/10/2010,1.89,8/10/2010,1.08971,7/3/2012,1.17,8/10/2010,1.58434,8/10/2010,0.12,,,8/10/2010,0.51,,,8/10/2010,0.98,8/10/2010,1.71572,3/20/2013,0.70,8/10/2010,0.56933,8/10/2010,0.27,8/10/2010,0.41605,,,2/7/2012,0.16928,8/10/2010,3.24596,8/10/2010,0.7136,5/16/2012,0.22915,3/21/2012,0.17773,12/29/2011,0.85943,8/10/2010,0.66078,,,8/10/2010,0.52038,,,8/10/2010,0.62472,1/3/2013,0.21675,8/10/2010,0.25246,9/16/2010,0.2987,3/4/2013,0.59823,3/30/2012,0.26532,1/3/2012,0.25232,,,8/10/2010,0.25762,,,9/12/2012,0.25534,2/7/2013,0.18955,4/3/2012,0.61176,8/1/2012,0.23985
8/11/2010,0.7612,1/13/2012,2.35364,8/11/2010,6.56,8/11/2010,1.3133,,,12/4/2012,0.80773,2/13/2012,0.54,8/11/2010,0.55751,8/11/2010,0.48,8/11/2010,1.2721,8/11/2010,1.23,8/11/2010,2.46694,8/11/2010,1.91,8/11/2010,1.09699,7/4/2012,1.25,8/11/2010,1.53733,8/11/2010,0.12,,,8/11/2010,0.52,,,8/11/2010,0.97,8/11/2010,1.68411,3/21/2013,0.71,8/11/2010,0.56266,8/11/2010,0.27,8/11/2010,0.40558,,,2/8/2012,0.17017,8/11/2010,3.2575,8/11/2010,0.70686,5/17/2012,0.2304,3/22/2012,0.17899,12/30/2011,0.87426,8/11/2010,0.64506,,,8/11/2010,0.52274,,,8/11/2010,0.63219,1/4/2013,0.21675,8/11/2010,0.25236,9/17/2010,0.3194,3/5/2013,0.57247,4/2/2012,0.26527,1/4/2012,0.24975,,,8/11/2010,0.25622,,,9/13/2012,0.25406,2/8/2013,0.18826,4/5/2012,0.59889,8/2/2012,0.24116
8/12/2010,0.73431,1/16/2012,2.3275,8/12/2010,6.34,8/12/2010,1.29509,,,12/5/2012,0.83096,2/14/2012,0.56,8/12/2010,0.54584,8/12/2010,0.46,8/12/2010,1.22686,8/12/2010,1.22,8/12/2010,2.45887,8/12/2010,1.88,8/12/2010,1.10199,7/5/2012,1.20,8/12/2010,1.47017,8/12/2010,0.12,,,8/12/2010,0.51,,,8/12/2010,0.95,8/12/2010,1.67358,3/22/2013,0.71,8/12/2010,0.56387,8/12/2010,0.27,8/12/2010,0.40552,,,2/9/2012,0.17013,8/12/2010,3.23129,8/12/2010,0.69003,5/18/2012,0.23306,3/23/2012,0.17379,1/3/2012,0.91016,8/12/2010,0.65784,,,8/12/2010,0.5201,,,8/12/2010,0.62952,1/7/2013,0.21675,8/12/2010,0.25104,9/20/2010,0.3194,3/6/2013,0.59053,4/3/2012,0.26531,1/5/2012,0.24598,,,8/12/2010,0.24717,,,9/14/2012,0.25541,2/14/2013,0.18957,4/10/2012,0.59241,8/3/2012,0.23339
8/13/2010,0.76886,1/17/2012,2.39797,8/13/2010,6.35,8/13/2010,1.32261,,,12/6/2012,0.82838,2/15/2012,0.57,8/13/2010,0.58154,8/13/2010,0.49,8/13/2010,1.22869,8/13/2010,1.24,8/13/2010,2.46253,8/13/2010,1.92,8/13/2010,1.12962,7/6/2012,1.22,8/13/2010,1.47186,8/13/2010,0.12,,,8/13/2010,0.51,,,8/13/2010,1.00,8/13/2010,1.67514,3/25/2013,0.72,8/13/2010,0.57253,8/13/2010,0.27,8/13/2010,0.40013,,,2/10/2012,0.17015,8/13/2010,3.2615,8/13/2010,0.6716,5/21/2012,0.23179,3/26/2012,0.16992,1/4/2012,0.90889,8/13/2010,0.66002,,,8/13/2010,0.52621,,,8/13/2010,0.61113,1/8/2013,0.21675,8/13/2010,0.24831,9/21/2010,0.31308,3/7/2013,0.58532,4/5/2012,0.26532,1/6/2012,0.23565,,,8/13/2010,0.24831,,,9/17/2012,0.25025,2/15/2013,0.18957,4/11/2012,0.58213,8/6/2012,0.23209
8/16/2010,0.7648,1/18/2012,2.43004,8/16/2010,6.18,8/16/2010,1.35615,,,12/7/2012,0.83999,2/16/2012,0.57,8/16/2010,0.55713,8/16/2010,0.50,8/16/2010,1.2352,8/16/2010,1.21,8/16/2010,2.46783,8/16/2010,1.93,8/16/2010,1.1194,7/9/2012,1.21,8/16/2010,1.46938,8/16/2010,0.12,,,8/16/2010,0.51,,,8/16/2010,0.97,8/16/2010,1.73443,3/26/2013,0.70,8/16/2010,0.57128,8/16/2010,0.27,8/16/2010,0.41431,,,2/13/2012,0.16927,8/16/2010,3.37751,8/16/2010,0.6562,5/22/2012,0.23182,3/27/2012,0.17901,1/5/2012,0.91436,8/16/2010,0.65106,,,8/16/2010,0.53268,,,8/16/2010,0.61117,1/9/2013,0.21672,8/16/2010,0.24704,9/22/2010,0.30163,3/8/2013,0.57242,4/10/2012,0.2653,1/9/2012,0.2292,,,8/16/2010,0.24833,,,9/18/2012,0.24638,2/18/2013,0.19087,4/12/2012,0.59244,8/7/2012,0.23854
8/17/2010,0.79074,1/19/2012,2.48982,8/17/2010,6.24,8/17/2010,1.38741,,,12/10/2012,0.83612,2/17/2012,0.61,8/17/2010,0.55599,8/17/2010,0.49,8/17/2010,1.24197,8/17/2010,1.20,8/17/2010,2.47107,8/17/2010,2.01,8/17/2010,1.13,7/10/2012,1.21,8/17/2010,1.4775,8/17/2010,0.12,,,8/17/2010,0.53,,,8/17/2010,0.96,8/17/2010,1.73747,3/27/2013,0.68,8/17/2010,0.56886,8/17/2010,0.26,8/17/2010,0.42085,,,2/14/2012,0.16838,8/17/2010,3.4106,8/17/2010,0.6744,5/23/2012,0.23053,3/28/2012,0.15713,1/6/2012,0.90914,8/17/2010,0.65895,,,8/17/2010,0.55728,,,8/17/2010,0.61777,1/10/2013,0.21674,8/17/2010,0.24839,9/24/2010,0.30939,3/11/2013,0.54916,4/11/2012,0.26531,1/10/2012,0.23565,,,8/17/2010,0.24196,,,9/19/2012,0.2541,2/19/2013,0.19215,4/13/2012,0.59024,8/8/2012,0.23723
8/18/2010,0.83098,1/20/2012,2.4999,8/18/2010,6.22,8/18/2010,1.46993,,,12/11/2012,0.84644,2/20/2012,0.61,8/18/2010,0.54833,8/18/2010,0.49,8/18/2010,1.27428,8/18/2010,1.19,8/18/2010,2.35291,8/18/2010,2.08,8/18/2010,1.11725,7/11/2012,1.22,8/18/2010,1.48537,8/18/2010,0.12,,,8/18/2010,0.53,,,8/18/2010,0.97,8/18/2010,1.75052,3/28/2013,0.65,8/18/2010,0.5805,8/18/2010,0.26,8/18/2010,0.41832,,,2/15/2012,0.16838,8/18/2010,3.55254,8/18/2010,0.7208,5/24/2012,0.23056,3/29/2012,0.13781,1/9/2012,0.91549,8/18/2010,0.68219,,,8/18/2010,0.5509,,,8/18/2010,0.62169,1/11/2013,0.21672,8/18/2010,0.24842,9/27/2010,0.31966,3/12/2013,0.52729,4/12/2012,0.26531,1/11/2012,0.24336,,,8/18/2010,0.23941,,,9/20/2012,0.25537,2/20/2013,0.18827,4/16/2012,0.57359,8/9/2012,0.23981
8/19/2010,0.81338,1/26/2012,2.70734,8/19/2010,6.13,8/19/2010,1.47233,,,12/12/2012,0.89031,2/21/2012,0.60,8/19/2010,0.54569,8/19/2010,0.48,8/19/2010,1.28314,8/19/2010,1.20,8/19/2010,2.4556,8/19/2010,2.04,8/19/2010,1.12227,7/12/2012,1.19,8/19/2010,1.4852,8/19/2010,0.15,,,8/19/2010,0.54,,,8/19/2010,0.98,8/19/2010,1.75804,4/2/2013,0.58,8/19/2010,0.58945,8/19/2010,0.26,8/19/2010,0.41956,,,2/16/2012,0.16748,8/19/2010,3.46203,8/19/2010,0.74903,5/25/2012,0.23058,3/30/2012,0.14168,1/10/2012,0.922,8/19/2010,0.6834,,,8/19/2010,0.54569,,,8/19/2010,0.63449,1/14/2013,0.21671,8/19/2010,0.24839,9/28/2010,0.30808,3/13/2013,0.51297,4/13/2012,0.26548,1/12/2012,0.24462,,,8/19/2010,0.2471,,,9/21/2012,0.26311,2/21/2013,0.18309,4/17/2012,0.59672,8/10/2012,0.23848
8/20/2010,0.81688,1/27/2012,2.72717,8/20/2010,5.97,8/20/2010,1.44549,,,12/13/2012,0.87612,2/22/2012,0.63,8/20/2010,0.54656,8/20/2010,0.49,8/20/2010,1.24744,8/20/2010,1.21,8/20/2010,2.44345,8/20/2010,1.98,8/20/2010,1.12013,7/13/2012,1.19,8/20/2010,1.47378,8/20/2010,0.17,,,8/20/2010,0.55,,,8/20/2010,0.97,8/20/2010,1.74385,4/3/2013,0.61,8/20/2010,0.58386,8/20/2010,0.27,8/20/2010,0.41924,,,2/17/2012,0.16837,8/20/2010,3.39511,8/20/2010,0.75232,5/28/2012,0.23188,4/2/2012,0.1365,1/11/2012,0.93866,8/20/2010,0.69831,,,8/20/2010,0.54656,,,8/20/2010,0.62372,1/15/2013,0.21672,8/20/2010,0.24949,9/29/2010,0.30294,3/14/2013,0.52718,4/16/2012,0.26553,1/13/2012,0.24206,,,8/20/2010,0.24434,,,9/24/2012,0.26699,2/22/2013,0.18308,4/18/2012,0.5953,8/13/2012,0.23458
