,4502 JP Equity,,4503 JP Equity,,4578 JP Equity,,4523 JP Equity,,4568 JP Equity,,4519 JP Equity,,4543 JP Equity,,7741 JP Equity,,7733 JP Equity,,4528 JP Equity,,4507 JP Equity,,4508 JP Equity,,6869 JP Equity,,4151 JP Equity,,4530 JP Equity,,4506 JP Equity,,4536 JP Equity,,7459 JP Equity,,6965 JP Equity,,2784 JP Equity,,9987 JP Equity,,4974 JP Equity,,4544 JP Equity,,7701 JP Equity,,4555 JP Equity,,6849 JP Equity,,8086 JP Equity,,4569 JP Equity,,4527 JP Equity,,4534 JP Equity,,4521 JP Equity,,3360 JP Equity,,8129 JP Equity,,4516 JP Equity,,4547 JP Equity,,6376 JP Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2010,42.4865,1/6/2010,38.1622,8/14/2012,30.8151,1/6/2010,37.2973,1/6/2010,21.4054,1/6/2010,18.6919,1/6/2010,58.5946,1/6/2010,27.7297,1/6/2010,32.2703,1/6/2010,43.7297,1/6/2010,21.6649,1/6/2010,12.6270,1/6/2010,25.7838,1/6/2010,10.8216,1/6/2010,32.9730,1/6/2010,10.7027,1/6/2010,30.4000,1/6/2010,12.6919,1/6/2010,24.8649,1/6/2010,40.9730,1/6/2010,33.4054,1/6/2010,5.1108,1/6/2010,27.6000,1/6/2010,6.7676,1/6/2010,56.0000,1/6/2010,15.9243,1/6/2010,10.4811,1/6/2010,14.8216,1/6/2010,11.6000,1/6/2010,9.1027,1/6/2010,8.5730,1/6/2010,5.6324,1/6/2010,12.1730,1/6/2010,12.0000,1/6/2010,20.0865,1/6/2010,5.6865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2010,42.1855,1/7/2010,37.5698,8/15/2012,31.1463,1/7/2010,36.9257,1/7/2010,21.2538,1/7/2010,18.4307,1/7/2010,56.5693,1/7/2010,27.0502,1/7/2010,31.9343,1/7/2010,43.2589,1/7/2010,21.0069,1/7/2010,12.5054,1/7/2010,25.6011,1/7/2010,10.5625,1/7/2010,33.1151,1/7/2010,10.7772,1/7/2010,29.5298,1/7/2010,12.6127,1/7/2010,24.4311,1/7/2010,40.8974,1/7/2010,33.0614,1/7/2010,5.0746,1/7/2010,27.3079,1/7/2010,6.7518,1/7/2010,54.8519,1/7/2010,15.7686,1/7/2010,10.4927,1/7/2010,14.6630,1/7/2010,11.5930,1/7/2010,8.9523,1/7/2010,8.4800,1/7/2010,5.4745,1/7/2010,12.1833,1/7/2010,11.7754,1/7/2010,19.9120,1/7/2010,5.7428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2010,42.1166,1/8/2010,37.9050,8/16/2012,30.9953,1/8/2010,36.9870,1/8/2010,21.1123,1/8/2010,18.3801,1/8/2010,56.5875,1/8/2010,27.7538,1/8/2010,32.3974,1/8/2010,44.0065,1/8/2010,20.8423,1/8/2010,12.5378,1/8/2010,26.2419,1/8/2010,10.7019,1/8/2010,33.3693,1/8/2010,10.5940,1/8/2010,30.4104,1/8/2010,12.4730,1/8/2010,25.0756,1/8/2010,40.9827,1/8/2010,33.4773,1/8/2010,5.1161,1/8/2010,27.4838,1/8/2010,6.9223,1/8/2010,55.6156,1/8/2010,16.3067,1/8/2010,10.7343,1/8/2010,14.6544,1/8/2010,11.8251,1/8/2010,9.0605,1/8/2010,8.4989,1/8/2010,5.5940,1/8/2010,12.5810,1/8/2010,11.9115,1/8/2010,20.2484,1/8/2010,5.7559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2010,43.3873,1/12/2010,38.5420,8/17/2012,30.7895,1/12/2010,37.5509,1/12/2010,21.8478,1/12/2010,18.5883,1/12/2010,58.6940,1/12/2010,28.4000,1/12/2010,32.9259,1/12/2010,44.5436,1/12/2010,21.2642,1/12/2010,12.7519,1/12/2010,28.1357,1/12/2010,10.8358,1/12/2010,34.0822,1/12/2010,10.7587,1/12/2010,31.2521,1/12/2010,12.7629,1/12/2010,25.7681,1/12/2010,41.5153,1/12/2010,33.9170,1/12/2010,5.2169,1/12/2010,28.4550,1/12/2010,7.1027,1/12/2010,56.6017,1/12/2010,16.8374,1/12/2010,10.9625,1/12/2010,14.8111,1/12/2010,12.1573,1/12/2010,9.2501,1/12/2010,8.5563,1/12/2010,5.6932,1/12/2010,12.7960,1/12/2010,12.0251,1/12/2010,20.6805,1/12/2010,5.9465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/13/2010,43.0119,1/13/2010,38.0869,8/20/2012,30.5668,1/13/2010,36.9377,1/13/2010,21.7249,1/13/2010,18.1679,1/13/2010,56.4737,1/13/2010,27.7991,1/13/2010,32.2316,1/13/2010,44.1611,1/13/2010,20.8384,1/13/2010,12.8051,1/13/2010,28.0180,1/13/2010,10.7803,1/13/2010,34.1469,1/13/2010,10.7147,1/13/2010,30.9401,1/13/2010,12.5096,1/13/2010,25.1286,1/13/2010,41.3155,1/13/2010,33.6544,1/13/2010,5.1521,1/13/2010,28.0836,1/13/2010,6.8513,1/13/2010,57.1304,1/13/2010,16.6138,1/13/2010,10.9500,1/13/2010,14.8845,1/13/2010,11.9186,1/13/2010,9.4561,1/13/2010,8.5039,1/13/2010,5.5489,1/13/2010,12.6956,1/13/2010,11.7654,1/13/2010,20.6742,1/13/2010,5.8225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/14/2010,43.5928,1/14/2010,38.6516,8/21/2012,30.4184,1/14/2010,37.2241,1/14/2010,21.9392,1/14/2010,18.3815,1/14/2010,57.0989,1/14/2010,27.9895,1/14/2010,33.0515,1/14/2010,44.3066,1/14/2010,21.6098,1/14/2010,13.0449,1/14/2010,29.2083,1/14/2010,10.8708,1/14/2010,34.6437,1/14/2010,10.7829,1/14/2010,31.1738,1/14/2010,12.6606,1/14/2010,25.6835,1/14/2010,41.6712,1/14/2010,33.8201,1/14/2010,5.1746,1/14/2010,27.8906,1/14/2010,6.8848,1/14/2010,57.2087,1/14/2010,16.6905,1/14/2010,10.9751,1/14/2010,15.0324,1/14/2010,11.9139,1/14/2010,9.6849,1/14/2010,8.5978,1/14/2010,5.5232,1/14/2010,12.8473,1/14/2010,11.6614,1/14/2010,20.8521,1/14/2010,5.8856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/15/2010,43.7225,1/15/2010,38.6564,8/22/2012,30.6731,1/15/2010,37.3348,1/15/2010,21.8392,1/15/2010,18.3921,1/15/2010,56.9383,1/15/2010,28.1167,1/15/2010,33.2599,1/15/2010,44.7687,1/15/2010,21.5529,1/15/2010,13.3590,1/15/2010,28.9648,1/15/2010,10.8921,1/15/2010,35.1322,1/15/2010,10.7930,1/15/2010,31.5969,1/15/2010,12.6652,1/15/2010,25.8811,1/15/2010,41.6300,1/15/2010,33.9207,1/15/2010,5.2423,1/15/2010,28.5352,1/15/2010,6.9714,1/15/2010,58.7004,1/15/2010,16.7952,1/15/2010,10.8590,1/15/2010,15.0441,1/15/2010,11.7071,1/15/2010,9.6586,1/15/2010,8.5463,1/15/2010,5.6718,1/15/2010,12.9956,1/15/2010,11.6079,1/15/2010,20.9141,1/15/2010,5.8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/2010,43.4902,1/18/2010,38.4191,8/23/2012,31.1632,1/18/2010,37.0962,1/18/2010,21.4971,1/18/2010,18.2009,1/18/2010,56.1129,1/18/2010,28.3100,1/18/2010,32.8520,1/18/2010,44.6478,1/18/2010,21.2325,1/18/2010,13.3723,1/18/2010,28.4423,1/18/2010,10.7485,1/18/2010,35.1670,1/18/2010,10.6383,1/18/2010,31.1212,1/18/2010,12.5675,1/18/2010,25.2673,1/18/2010,41.5610,1/18/2010,33.7890,1/18/2010,5.3605,1/18/2010,29.9857,1/18/2010,6.8901,1/18/2010,57.5460,1/18/2010,16.5252,1/18/2010,10.5446,1/18/2010,14.9157,1/18/2010,11.5864,1/18/2010,9.7123,1/18/2010,8.5768,1/18/2010,5.7326,1/18/2010,12.8542,1/18/2010,11.6525,1/18/2010,20.8026,1/18/2010,5.8538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2010,43.2133,1/19/2010,38.1067,8/24/2012,30.8846,1/19/2010,36.8988,1/19/2010,21.5023,1/19/2010,18.1419,1/19/2010,56.1169,1/19/2010,28.0035,1/19/2010,32.0997,1/19/2010,44.6958,1/19/2010,21.2497,1/19/2010,13.4307,1/19/2010,28.1682,1/19/2010,10.6743,1/19/2010,35.2515,1/19/2010,10.6633,1/19/2010,30.6721,1/19/2010,12.4533,1/19/2010,25.0934,1/19/2010,42.0602,1/19/2010,33.6591,1/19/2010,5.2713,1/19/2010,29.7606,1/19/2010,6.8087,1/19/2010,63.6943,1/19/2010,16.5495,1/19/2010,10.5809,1/19/2010,15.0231,1/19/2010,11.6956,1/19/2010,9.8067,1/19/2010,8.5987,1/19/2010,5.7764,1/19/2010,13.4637,1/19/2010,11.6626,1/19/2010,20.8214,1/19/2010,6.1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2010,43.8548,1/20/2010,39.0856,8/27/2012,30.6950,1/20/2010,37.7700,1/20/2010,21.7301,1/20/2010,18.2217,1/20/2010,57.3402,1/20/2010,27.6066,1/20/2010,31.8496,1/20/2010,44.7868,1/20/2010,21.5656,1/20/2010,14.0336,1/20/2010,28.2316,1/20/2010,10.7006,1/20/2010,35.5224,1/20/2010,10.8760,1/20/2010,31.1918,1/20/2010,12.6412,1/20/2010,24.9973,1/20/2010,43.6356,1/20/2010,34.9742,1/20/2010,5.2324,1/20/2010,30.2598,1/20/2010,6.7317,1/20/2010,64.6859,1/20/2010,16.5223,1/20/2010,11.0240,1/20/2010,15.0203,1/20/2010,11.8298,1/20/2010,9.8454,1/20/2010,8.6175,1/20/2010,5.7560,1/20/2010,13.3977,1/20/2010,11.6873,1/20/2010,20.8311,1/20/2010,6.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2010,44.2380,1/21/2010,38.8741,8/28/2012,30.5478,1/21/2010,38.0447,1/21/2010,21.9752,1/21/2010,18.4030,1/21/2010,58.1730,1/21/2010,28.6441,1/21/2010,33.1564,1/21/2010,45.3993,1/21/2010,21.5881,1/21/2010,13.8907,1/21/2010,28.0358,1/21/2010,10.9047,1/21/2010,35.8328,1/21/2010,10.9821,1/21/2010,31.8071,1/21/2010,12.7295,1/21/2010,24.9171,1/21/2010,43.7956,1/21/2010,35.3351,1/21/2010,5.2754,1/21/2010,31.7961,1/21/2010,6.8458,1/21/2010,65.9146,1/21/2010,16.5893,1/21/2010,11.0540,1/21/2010,15.2621,1/21/2010,11.9443,1/21/2010,10.0863,1/21/2010,8.7812,1/21/2010,5.7731,1/21/2010,13.6695,1/21/2010,11.7231,1/21/2010,20.9909,1/21/2010,6.1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2010,44.4444,1/22/2010,38.3333,8/29/2012,30.5397,1/22/2010,37.5000,1/22/2010,21.7444,1/22/2010,18.4111,1/22/2010,56.5556,1/22/2010,28.9889,1/22/2010,32.2111,1/22/2010,45.6111,1/22/2010,21.3444,1/22/2010,14.2222,1/22/2010,27.8333,1/22/2010,10.6889,1/22/2010,36.0000,1/22/2010,10.7778,1/22/2010,32.2111,1/22/2010,12.7556,1/22/2010,24.3778,1/22/2010,42.6667,1/22/2010,35.1111,1/22/2010,5.2667,1/22/2010,31.3111,1/22/2010,6.8111,1/22/2010,65.8889,1/22/2010,16.4222,1/22/2010,10.8000,1/22/2010,15.0333,1/22/2010,12.1333,1/22/2010,10.0556,1/22/2010,8.7333,1/22/2010,5.7000,1/22/2010,13.4111,1/22/2010,11.6444,1/22/2010,20.9333,1/22/2010,6.0778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2010,44.2708,1/25/2010,37.8989,8/30/2012,30.5626,1/25/2010,37.1786,1/25/2010,21.6755,1/25/2010,18.2513,1/25/2010,56.0727,1/25/2010,28.9007,1/25/2010,31.8927,1/25/2010,45.9885,1/25/2010,20.7779,1/25/2010,14.1290,1/25/2010,27.3715,1/25/2010,10.2061,1/25/2010,36.0151,1/25/2010,10.8045,1/25/2010,31.7930,1/25/2010,12.5887,1/25/2010,24.0470,1/25/2010,42.2207,1/25/2010,34.7961,1/25/2010,5.2360,1/25/2010,30.3081,1/25/2010,6.7376,1/25/2010,65.1596,1/25/2010,16.2345,1/25/2010,10.7270,1/25/2010,15.0044,1/25/2010,12.0678,1/25/2010,9.9845,1/25/2010,8.6436,1/25/2010,5.6627,1/25/2010,13.4087,1/25/2010,11.4916,1/25/2010,20.5120,1/25/2010,5.9730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2010,44.6130,1/26/2010,37.9768,8/31/2012,30.4903,1/26/2010,37.5307,1/26/2010,21.6819,1/26/2010,18.1686,1/26/2010,55.9893,1/26/2010,27.5597,1/26/2010,31.4968,1/26/2010,46.0629,1/26/2010,20.8231,1/26/2010,14.2539,1/26/2010,27.1303,1/26/2010,10.5510,1/26/2010,36.2481,1/26/2010,10.9302,1/26/2010,31.9206,1/26/2010,12.6366,1/26/2010,23.7230,1/26/2010,42.3823,1/26/2010,34.6866,1/26/2010,5.2141,1/26/2010,31.0172,1/26/2010,6.5804,1/26/2010,65.1350,1/26/2010,16.0941,1/26/2010,10.8577,1/26/2010,15.0569,1/26/2010,12.0009,1/26/2010,10.1272,1/26/2010,8.5769,1/26/2010,5.6993,1/26/2010,13.2947,1/26/2010,11.3094,1/26/2010,20.4662,1/26/2010,5.7885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2010,44.9463,1/27/2010,38.2379,9/3/2012,30.2376,1/27/2010,38.4056,1/27/2010,21.7800,1/27/2010,18.3028,1/27/2010,56.0152,1/27/2010,27.7057,1/27/2010,31.0152,1/27/2010,45.6172,1/27/2010,21.1203,1/27/2010,14.3448,1/27/2010,26.9175,1/27/2010,10.7223,1/27/2010,35.8900,1/27/2010,10.9906,1/27/2010,32.6364,1/27/2010,12.6454,1/27/2010,24.1279,1/27/2010,42.0394,1/27/2010,34.4365,1/27/2010,5.2326,1/27/2010,31.0264,1/27/2010,6.6749,1/27/2010,65.2952,1/27/2010,15.9548,1/27/2010,10.3645,1/27/2010,14.9039,1/27/2010,12.2652,1/27/2010,10.0514,1/27/2010,8.6091,1/27/2010,5.7133,1/27/2010,13.5510,1/27/2010,11.6167,1/27/2010,20.5389,1/27/2010,5.6798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2010,45.0797,1/28/2010,38.1143,9/4/2012,29.9707,1/28/2010,38.4487,1/28/2010,21.6539,1/28/2010,18.2548,1/28/2010,57.6173,1/28/2010,27.4936,1/28/2010,31.4053,1/28/2010,45.3583,1/28/2010,21.2638,1/28/2010,14.1313,1/28/2010,28.1400,1/28/2010,10.8325,1/28/2010,36.4984,1/28/2010,10.9105,1/28/2010,32.3972,1/28/2010,12.6602,1/28/2010,24.6852,1/28/2010,42.7393,1/28/2010,34.2138,1/28/2010,5.2157,1/28/2010,31.2047,1/28/2010,6.8093,1/28/2010,65.9757,1/28/2010,16.2933,1/28/2010,10.6319,1/28/2010,14.9226,1/28/2010,12.3259,1/28/2010,9.9632,1/28/2010,8.6147,1/28/2010,5.7617,1/28/2010,13.5963,1/28/2010,11.6349,1/28/2010,20.7400,1/28/2010,5.8397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2010,43.9324,1/29/2010,36.9142,9/5/2012,29.9260,1/29/2010,37.1905,1/29/2010,20.8002,1/29/2010,17.8161,1/29/2010,55.9240,1/29/2010,26.7462,1/29/2010,29.9514,1/29/2010,44.3745,1/29/2010,20.6012,1/29/2010,14.1689,1/29/2010,27.9620,1/29/2010,10.4111,1/29/2010,36.0301,1/29/2010,10.6322,1/29/2010,31.3992,1/29/2010,12.5332,1/29/2010,23.8395,1/29/2010,41.1693,1/29/2010,33.3775,1/29/2010,5.2056,1/29/2010,29.9514,1/29/2010,6.6203,1/29/2010,65.8709,1/29/2010,15.8709,1/29/2010,10.5051,1/29/2010,14.4783,1/29/2010,12.1463,1/29/2010,9.8364,1/29/2010,8.4549,1/29/2010,5.6587,1/29/2010,13.2184,1/29/2010,11.3837,1/29/2010,20.1702,1/29/2010,5.6698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2010,44.5877,2/1/2010,37.4780,9/6/2012,30.0228,2/1/2010,37.5882,2/1/2010,20.9546,2/1/2010,17.9343,2/1/2010,55.7760,2/1/2010,26.3338,2/1/2010,30.2690,2/1/2010,44.6980,2/1/2010,20.8223,2/1/2010,14.2306,2/1/2010,27.9982,2/1/2010,10.5600,2/1/2010,35.8796,2/1/2010,10.6592,2/1/2010,31.7019,2/1/2010,12.4228,2/1/2010,24.1843,2/1/2010,41.5564,2/1/2010,33.1790,2/1/2010,5.2249,2/1/2010,30.5115,2/1/2010,6.6579,2/1/2010,64.9250,2/1/2010,15.6305,2/1/2010,10.5104,2/1/2010,14.5503,2/1/2010,11.9048,2/1/2010,9.8214,2/1/2010,8.5207,2/1/2010,5.6327,2/1/2010,13.1504,2/1/2010,11.5079,2/1/2010,20.0948,2/1/2010,5.7540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2010,44.8562,2/2/2010,37.7212,9/7/2012,30.1906,2/2/2010,37.9425,2/2/2010,20.8407,2/2/2010,17.9867,2/2/2010,56.6372,2/2/2010,26.8363,2/2/2010,30.7080,2/2/2010,44.9668,2/2/2010,20.7190,2/2/2010,14.2478,2/2/2010,28.5951,2/2/2010,10.5199,2/2/2010,35.8960,2/2/2010,10.8960,2/2/2010,31.3938,2/2/2010,12.3451,2/2/2010,24.5243,2/2/2010,42.2566,2/2/2010,33.8496,2/2/2010,5.4701,2/2/2010,30.1438,2/2/2010,6.7810,2/2/2010,65.3761,2/2/2010,15.7965,2/2/2010,10.6305,2/2/2010,14.7898,2/2/2010,12.0575,2/2/2010,9.9115,2/2/2010,8.5620,2/2/2010,5.6305,2/2/2010,13.2854,2/2/2010,11.5155,2/2/2010,20.1106,2/2/2010,5.6305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2010,44.5566,2/3/2010,37.9719,9/10/2012,30.2837,2/3/2010,37.9170,2/3/2010,20.7529,2/3/2010,19.2054,2/3/2010,56.4091,2/3/2010,26.7230,2/3/2010,31.3872,2/3/2010,44.6115,2/3/2010,20.4785,2/3/2010,14.2669,2/3/2010,28.3692,2/3/2010,10.5026,2/3/2010,35.6673,2/3/2010,11.2599,2/3/2010,30.8824,2/3/2010,12.4122,2/3/2010,24.3635,2/3/2010,41.8130,2/3/2010,33.6370,2/3/2010,5.3583,2/3/2010,30.5202,2/3/2010,6.6835,2/3/2010,65.7375,2/3/2010,15.6058,2/3/2010,10.3709,2/3/2010,15.2107,2/3/2010,12.1159,2/3/2010,9.9100,2/3/2010,8.5711,2/3/2010,5.5202,2/3/2010,13.2134,2/3/2010,11.4464,2/3/2010,20.5443,2/3/2010,5.5202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2010,45.7300,2/4/2010,38.6601,9/11/2012,30.5813,2/4/2010,38.8845,2/4/2010,21.1761,2/4/2010,19.6611,2/4/2010,57.2326,2/4/2010,27.3594,2/4/2010,32.1625,2/4/2010,46.5155,2/4/2010,20.8731,2/4/2010,14.6897,2/4/2010,30.8046,2/4/2010,10.6610,2/4/2010,36.4718,2/4/2010,10.9415,2/4/2010,32.2747,2/4/2010,12.7820,2/4/2010,24.6325,2/4/2010,42.5878,2/4/2010,34.4518,2/4/2010,5.3978,2/4/2010,31.2984,2/4/2010,6.7894,2/4/2010,66.5470,2/4/2010,16.1149,2/4/2010,10.7508,2/4/2010,15.4416,2/4/2010,12.5463,2/4/2010,10.1111,2/4/2010,8.7869,2/4/2010,5.5437,2/4/2010,13.7471,2/4/2010,11.7608,2/4/2010,21.2097,2/4/2010,5.9140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2010,44.7878,2/5/2010,37.5658,9/12/2012,30.8117,2/5/2010,37.6218,2/5/2010,22.0244,2/5/2010,19.7738,2/5/2010,55.9848,2/5/2010,26.8167,2/5/2010,31.3179,2/5/2010,45.9075,2/5/2010,20.3225,2/5/2010,14.3657,2/5/2010,30.7916,2/5/2010,10.2900,2/5/2010,36.1102,2/5/2010,10.3348,2/5/2010,31.7882,2/5/2010,12.4398,2/5/2010,24.0623,2/5/2010,40.9809,2/5/2010,34.4306,2/5/2010,5.2878,2/5/2010,30.5453,2/5/2010,6.6510,2/5/2010,65.3902,2/5/2010,15.7317,2/5/2010,10.4076,2/5/2010,15.2167,2/5/2010,12.3838,2/5/2010,9.9093,2/5/2010,8.6664,2/5/2010,5.4697,2/5/2010,13.9066,2/5/2010,11.5105,2/5/2010,20.8823,2/5/2010,5.8784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2010,44.7678,2/8/2010,36.8775,9/13/2012,30.5631,2/8/2010,37.4371,2/8/2010,20.1119,2/8/2010,20.0000,2/8/2010,55.2882,2/8/2010,25.9205,2/8/2010,30.7667,2/8/2010,45.1035,2/8/2010,20.4589,2/8/2010,14.3481,2/8/2010,30.1623,2/8/2010,10.3190,2/8/2010,35.9821,2/8/2010,10.2294,2/8/2010,31.6396,2/8/2010,12.4790,2/8/2010,23.7045,2/8/2010,40.6268,2/8/2010,34.1354,2/8/2010,5.2546,2/8/2010,29.0431,2/8/2010,6.5697,2/8/2010,64.2418,2/8/2010,17.7392,2/8/2010,10.2742,2/8/2010,15.0979,2/8/2010,12.3111,2/8/2010,9.8489,2/8/2010,8.6402,2/8/2010,5.3609,2/8/2010,13.7661,2/8/2010,11.4046,2/8/2010,21.0968,2/8/2010,6.0325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2010,43.5050,2/9/2010,36.3565,9/14/2012,29.9974,2/9/2010,36.8592,2/9/2010,19.9151,2/9/2010,19.4572,2/9/2010,54.4510,2/9/2010,25.3993,2/9/2010,30.7271,2/9/2010,43.7842,2/9/2010,20.2949,2/9/2010,14.2075,2/9/2010,30.1575,2/9/2010,10.2089,2/9/2010,35.8539,2/9/2010,9.9408,2/9/2010,31.3415,2/9/2010,12.2305,2/9/2010,22.6293,2/9/2010,40.4334,2/9/2010,33.8993,2/9/2010,5.1491,2/9/2010,28.7390,2/9/2010,6.4448,2/9/2010,64.5594,2/9/2010,17.2233,2/9/2010,10.2536,2/9/2010,14.9782,2/9/2010,12.2641,2/9/2010,9.6951,2/9/2010,8.5558,2/9/2010,5.3278,2/9/2010,13.5820,2/9/2010,11.3258,2/9/2010,20.8198,2/9/2010,5.9980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
