,XLE Equity,,XLB Equity,,XLI Equity,,XLF Equity,,XLU Equity,,XLK Equity,,XLV Equity,,XLP Equity,,XLY Equity,,,,,,,
3/28/2011,78.5,3/28/2011,39.05,3/28/2011,37.0675,3/28/2011,16.2855,3/28/2011,31.28,3/28/2011,25.82,3/28/2011,32.66,3/28/2011,29.68,3/28/2011,38.4175,,,,,,,
3/29/2011,79.46,3/29/2011,39.46,3/29/2011,37.37,3/29/2011,16.32,3/29/2011,31.585,3/29/2011,26,3/29/2011,32.85,3/29/2011,29.82,3/29/2011,38.77,,,,,,,
3/30/2011,80.01,3/30/2011,39.87,3/30/2011,37.52,3/30/2011,16.45,3/30/2011,31.95,3/30/2011,26.11,3/30/2011,33.09,3/30/2011,29.98,3/30/2011,39.19,,,,,,,
3/31/2011,79.75,3/31/2011,40.02,3/31/2011,37.665,3/31/2011,16.39,3/31/2011,31.87,3/31/2011,26.0625,3/31/2011,33.11,3/31/2011,29.92,3/31/2011,39.05,,,,,,,
4/1/2011,79.99,4/1/2011,40.17,4/1/2011,37.98,4/1/2011,16.53,4/1/2011,32.12,4/1/2011,26.01,4/1/2011,33.28,4/1/2011,30.07,4/1/2011,39.3,,,,,,,
4/4/2011,80.04,4/4/2011,40.43,4/4/2011,38.03,4/4/2011,16.5065,4/4/2011,32.1,4/4/2011,25.92,4/4/2011,33.48,4/4/2011,30.13,4/4/2011,39.39,,,,,,,
4/5/2011,80.28,4/5/2011,40.91,4/5/2011,37.89,4/5/2011,16.5,4/5/2011,31.97,4/5/2011,25.88,4/5/2011,33.33,4/5/2011,30.16,4/5/2011,39.52,,,,,,,
4/6/2011,79.44,4/6/2011,40.57,4/6/2011,37.93,4/6/2011,16.69,4/6/2011,32.2,4/6/2011,26.07,4/6/2011,33.4,4/6/2011,30.3,4/6/2011,39.45,,,,,,,
4/7/2011,79.44,4/7/2011,40.49,4/7/2011,37.75,4/7/2011,16.61,4/7/2011,32.07,4/7/2011,26.08,4/7/2011,33.34,4/7/2011,30.34,4/7/2011,39.29,,,,,,,
4/8/2011,79.72,4/8/2011,40.2,4/8/2011,37.42,4/8/2011,16.46,4/8/2011,31.98,4/8/2011,25.93,4/8/2011,33.32,4/8/2011,30.25,4/8/2011,39.06,,,,,,,
4/11/2011,78.1475,4/11/2011,39.75,4/11/2011,37.39,4/11/2011,16.46,4/11/2011,31.56,4/11/2011,25.89,4/11/2011,33.51,4/11/2011,30.41,4/11/2011,39.07,,,,,,,
4/12/2011,75.73,4/12/2011,39.21,4/12/2011,37.11,4/12/2011,16.4,4/12/2011,31.48,4/12/2011,25.68,4/12/2011,33.47,4/12/2011,30.51,4/12/2011,39.02,,,,,,,
4/13/2011,76.04,4/13/2011,38.98,4/13/2011,37,4/13/2011,16.2775,4/13/2011,31.56,4/13/2011,25.84,4/13/2011,33.44,4/13/2011,30.53,4/13/2011,39.15,,,,,,,
4/14/2011,76.56,4/14/2011,39.1,4/14/2011,37,4/14/2011,16.13,4/14/2011,31.75,4/14/2011,25.79,4/14/2011,33.62,4/14/2011,30.71,4/14/2011,39.06,,,,,,,
4/15/2011,77.19,4/15/2011,39.36,4/15/2011,37.13,4/15/2011,16.14,4/15/2011,32.1,4/15/2011,25.74,4/15/2011,33.92,4/15/2011,30.84,4/15/2011,39.25,,,,,,,
4/18/2011,76.04,4/18/2011,38.81,4/18/2011,36.6,4/18/2011,15.92,4/18/2011,31.82,4/18/2011,25.51,4/18/2011,33.54,4/18/2011,30.67,4/18/2011,38.9,,,,,,,
4/19/2011,76.81,4/19/2011,39.5,4/19/2011,36.92,4/19/2011,15.97,4/19/2011,31.83,4/19/2011,25.58,4/19/2011,33.82,4/19/2011,30.73,4/19/2011,38.99,,,,,,,
4/20/2011,78.62,4/20/2011,40.02,4/20/2011,37.52,4/20/2011,16.01,4/20/2011,32.24,4/20/2011,26.119,4/20/2011,34.15,4/20/2011,30.89,4/20/2011,39.69,,,,,,,
4/21/2011,78.98,4/21/2011,40.45,4/21/2011,37.63,4/21/2011,16.1,4/21/2011,32.24,4/21/2011,26.35,4/21/2011,34.25,4/21/2011,30.9,4/21/2011,39.91,,,,,,,
4/25/2011,78.57,4/25/2011,40.14,4/25/2011,37.52,4/25/2011,16.08,4/25/2011,32.28,4/25/2011,26.37,4/25/2011,34.29,4/25/2011,30.82,4/25/2011,39.87,,,,,,,
4/26/2011,79.35,4/26/2011,40.59,4/26/2011,38.24,4/26/2011,16.18,4/26/2011,32.54,4/26/2011,26.59,4/26/2011,34.69,4/26/2011,31.03,4/26/2011,39.94,,,,,,,
4/27/2011,79.31,4/27/2011,40.72,4/27/2011,38.41,4/27/2011,16.28,4/27/2011,32.8,4/27/2011,26.75,4/27/2011,35.08,4/27/2011,31.23,4/27/2011,40.42,,,,,,,
4/28/2011,79.3,4/28/2011,40.71,4/28/2011,38.54,4/28/2011,16.41,4/28/2011,33.09,4/28/2011,26.76,4/28/2011,35.26,4/28/2011,31.43,4/28/2011,40.58,,,,,,,
4/29/2011,80.479,4/29/2011,40.87,4/29/2011,38.7,4/29/2011,16.38,4/29/2011,33.16,4/29/2011,26.74,4/29/2011,35.24,4/29/2011,31.52,4/29/2011,40.55,,,,,,,
5/2/2011,79.41,5/2/2011,40.58,5/2/2011,38.64,5/2/2011,16.31,5/2/2011,33.17,5/2/2011,26.64,5/2/2011,35.6,5/2/2011,31.56,5/2/2011,40.69,,,,,,,
5/3/2011,77.42,5/3/2011,40.21,5/3/2011,38.48,5/3/2011,16.38,5/3/2011,33.38,5/3/2011,26.65,5/3/2011,35.51,5/3/2011,31.64,5/3/2011,40.46,,,,,,,
5/4/2011,76.05,5/4/2011,39.5,5/4/2011,37.92,5/4/2011,16.24,5/4/2011,33.34,5/4/2011,26.57,5/4/2011,35.479,5/4/2011,31.6,5/4/2011,40.37,,,,,,,
5/5/2011,74.47,5/5/2011,39.03,5/5/2011,37.74,5/5/2011,16.03,5/5/2011,33.1,5/5/2011,26.43,5/5/2011,35.25,5/5/2011,31.36,5/5/2011,40.26,,,,,,,
5/6/2011,74.8,5/6/2011,39.35,5/6/2011,38.07,5/6/2011,16.11,5/6/2011,33.29,5/6/2011,26.48,5/6/2011,35.5,5/6/2011,31.44,5/6/2011,40.29,,,,,,,
5/9/2011,76.11,5/9/2011,39.92,5/9/2011,38.23,5/9/2011,16.07,5/9/2011,33.36,5/9/2011,26.59,5/9/2011,35.7,5/9/2011,31.55,5/9/2011,40.34,,,,,,,
5/10/2011,76.47,5/10/2011,40.26,5/10/2011,38.58,5/10/2011,16.22,5/10/2011,33.84,5/10/2011,26.83,5/10/2011,35.92,5/10/2011,31.74,5/10/2011,40.86,,,,,,,
5/11/2011,74.26,5/11/2011,39.19,5/11/2011,38.06,5/11/2011,16,5/11/2011,33.73,5/11/2011,26.59,5/11/2011,35.86,5/11/2011,31.68,5/11/2011,40.47,,,,,,,
5/12/2011,74.15,5/12/2011,39.15,5/12/2011,38.14,5/12/2011,16,5/12/2011,34.07,5/12/2011,26.79,5/12/2011,36.19,5/12/2011,32.15,5/12/2011,40.87,,,,,,,
5/13/2011,73.79,5/13/2011,38.65,5/13/2011,37.68,5/13/2011,15.77,5/13/2011,33.91,5/13/2011,26.46,5/13/2011,36.08,5/13/2011,32.11,5/13/2011,40.56,,,,,,,
5/16/2011,73.23,5/16/2011,38.51,5/16/2011,37.54,5/16/2011,15.75,5/16/2011,33.95,5/16/2011,26.08,5/16/2011,36.14,5/16/2011,32.12,5/16/2011,40.02,,,,,,,
5/17/2011,73.23,5/17/2011,38.06,5/17/2011,37.03,5/17/2011,15.87,5/17/2011,34.2,5/17/2011,26.08,5/17/2011,36.14,5/17/2011,32.19,5/17/2011,40.06,,,,,,,
5/18/2011,74.71,5/18/2011,38.91,5/18/2011,37.53,5/18/2011,15.94,5/18/2011,34.09,5/18/2011,26.27,5/18/2011,36.42,5/18/2011,32.24,5/18/2011,40.53,,,,,,,
5/19/2011,74.72,5/19/2011,38.9,5/19/2011,37.77,5/19/2011,15.94,5/19/2011,34.17,5/19/2011,26.32,5/19/2011,36.34,5/19/2011,32.42,5/19/2011,40.66,,,,,,,
5/20/2011,74.63,5/20/2011,38.51,5/20/2011,37.37,5/20/2011,15.72,5/20/2011,34.13,5/20/2011,26.169,5/20/2011,36.04,5/20/2011,32.32,5/20/2011,40.27,,,,,,,
5/23/2011,73.47,5/23/2011,38.11,5/23/2011,36.84,5/23/2011,15.5,5/23/2011,33.73,5/23/2011,25.8,5/23/2011,35.67,5/23/2011,32.098,5/23/2011,39.89,,,,,,,
5/24/2011,74.51,5/24/2011,38.3,5/24/2011,36.65,5/24/2011,15.48,5/24/2011,33.7,5/24/2011,25.72,5/24/2011,35.57,5/24/2011,32.07,5/24/2011,39.69,,,,,,,
5/25/2011,75.77,5/25/2011,38.84,5/25/2011,36.96,5/25/2011,15.49,5/25/2011,33.63,5/25/2011,25.8,5/25/2011,35.62,5/25/2011,31.86,5/25/2011,39.7,,,,,,,
5/26/2011,76.15,5/26/2011,38.93,5/26/2011,37.11,5/26/2011,15.57,5/26/2011,33.62,5/26/2011,25.97,5/26/2011,35.67,5/26/2011,31.91,5/26/2011,40.06,,,,,,,
5/27/2011,76.34,5/27/2011,39.35,5/27/2011,37.29,5/27/2011,15.68,5/27/2011,33.62,5/27/2011,26.1,5/27/2011,35.69,5/27/2011,32.04,5/27/2011,40.16,,,,,,,
5/31/2011,77.11,5/31/2011,39.75,5/31/2011,37.63,5/31/2011,15.84,5/31/2011,33.87,5/31/2011,26.46,5/31/2011,36.11,5/31/2011,32.31,5/31/2011,40.44,,,,,,,
6/1/2011,75.27,6/1/2011,38.51,6/1/2011,36.4,6/1/2011,15.305,6/1/2011,33.52,6/1/2011,25.91,6/1/2011,35.61,6/1/2011,31.98,6/1/2011,39.52,,,,,,,
6/2/2011,75.24,6/2/2011,38.57,6/2/2011,36.59,6/2/2011,15.32,6/2/2011,33.42,6/2/2011,25.93,6/2/2011,35.53,6/2/2011,31.61,6/2/2011,39.43,,,,,,,
6/3/2011,75.26,6/3/2011,38.08,6/3/2011,36.1,6/3/2011,15.22,6/3/2011,33.19,6/3/2011,25.54,6/3/2011,35.19,6/3/2011,31.31,6/3/2011,38.92,,,,,,,
6/6/2011,73.56,6/6/2011,37.7,6/6/2011,35.84,6/6/2011,14.93,6/6/2011,33.039,6/6/2011,25.35,6/6/2011,34.98,6/6/2011,31.15,6/6/2011,38.51,,,,,,,
6/7/2011,73.56,6/7/2011,37.84,6/7/2011,35.82,6/7/2011,14.895,6/7/2011,33.08,6/7/2011,25.27,6/7/2011,35.051,6/7/2011,31.08,6/7/2011,38.55,,,,,,,
6/8/2011,73.78,6/8/2011,37.45,6/8/2011,35.51,6/8/2011,14.76,6/8/2011,33.16,6/8/2011,25.1,6/8/2011,35.09,6/8/2011,31.1,6/8/2011,38.25,,,,,,,
6/9/2011,74.78,6/9/2011,38.07,6/9/2011,35.78,6/9/2011,14.93,6/9/2011,33.19,6/9/2011,25.12,6/9/2011,35.46,6/9/2011,31.27,6/9/2011,38.57,,,,,,,
6/10/2011,73.33,6/10/2011,37.59,6/10/2011,35.21,6/10/2011,14.83,6/10/2011,32.97,6/10/2011,24.77,6/10/2011,34.805,6/10/2011,30.91,6/10/2011,37.86,,,,,,,
6/13/2011,72.17,6/13/2011,37.37,6/13/2011,35.22,6/13/2011,14.98,6/13/2011,33.12,6/13/2011,24.79,6/13/2011,34.98,6/13/2011,31.05,6/13/2011,37.81,,,,,,,
6/14/2011,73.71,6/14/2011,38.09,6/14/2011,35.89,6/14/2011,15.055,6/14/2011,33.25,6/14/2011,25.1,6/14/2011,35.28,6/14/2011,31.38,6/14/2011,38.48,,,,,,,
6/15/2011,72.02,6/15/2011,37.21,6/15/2011,35.345,6/15/2011,14.73,6/15/2011,32.84,6/15/2011,24.63,6/15/2011,34.8,6/15/2011,30.91,6/15/2011,37.89,,,,,,,
6/16/2011,72.13,6/16/2011,36.845,6/16/2011,35.47,6/16/2011,14.81,6/16/2011,33.1,6/16/2011,24.57,6/16/2011,34.86,6/16/2011,31.16,6/16/2011,37.8,,,,,,,
6/17/2011,71.685,6/17/2011,36.64,6/17/2011,35.45,6/17/2011,14.891,6/17/2011,32.99,6/17/2011,24.445,6/17/2011,34.77,6/17/2011,31.135,6/17/2011,37.95,,,,,,,
6/20/2011,71.88,6/20/2011,36.95,6/20/2011,35.76,6/20/2011,14.88,6/20/2011,33.18,6/20/2011,24.5425,6/20/2011,35.12,6/20/2011,31.37,6/20/2011,38.26,,,,,,,
6/21/2011,73.31,6/21/2011,37.9,6/21/2011,36.32,6/21/2011,15.09,6/21/2011,33.2,6/21/2011,24.98,6/21/2011,35.34,6/21/2011,31.34,6/21/2011,39.04,,,,,,,
6/22/2011,73.1,6/22/2011,37.745,6/22/2011,36.12,6/22/2011,15,6/22/2011,32.98,6/22/2011,24.8,6/22/2011,35.13,6/22/2011,31.14,6/22/2011,38.74,,,,,,,
6/23/2011,72.3,6/23/2011,37.71,6/23/2011,36.04,6/23/2011,14.85,6/23/2011,32.7,6/23/2011,24.97,6/23/2011,35.09,6/23/2011,30.86,6/23/2011,38.88,,,,,,,
6/24/2011,70.93,6/24/2011,37.47,6/24/2011,35.63,6/24/2011,14.76,6/24/2011,32.8,6/24/2011,24.54,6/24/2011,34.68,6/24/2011,30.61,6/24/2011,38.5,,,,,,,
6/27/2011,71.31,6/27/2011,37.55,6/27/2011,35.91,6/27/2011,14.91,6/27/2011,33.04,6/27/2011,24.87,6/27/2011,34.86,6/27/2011,30.75,6/27/2011,38.97,,,,,,,
6/28/2011,73.39,6/28/2011,38.28,6/28/2011,36.47,6/28/2011,14.98,6/28/2011,33.19,6/28/2011,25.18,6/28/2011,35.35,6/28/2011,30.81,6/28/2011,39.71,,,,,,,
6/29/2011,74.25,6/29/2011,38.89,6/29/2011,36.66,6/29/2011,15.29,6/29/2011,33.41,6/29/2011,25.38,6/29/2011,35.42,6/29/2011,30.99,6/29/2011,39.89,,,,,,,
6/30/2011,75.35,6/30/2011,39.37,6/30/2011,37.24,6/30/2011,15.35,6/30/2011,33.48,6/30/2011,25.7,6/30/2011,35.53,6/30/2011,31.23,6/30/2011,40.21,,,,,,,
7/1/2011,76.06,7/1/2011,39.73,7/1/2011,37.91,7/1/2011,15.63,7/1/2011,33.88,7/1/2011,26.12,7/1/2011,35.96,7/1/2011,31.47,7/1/2011,41.02,,,,,,,
7/5/2011,76.53,7/5/2011,39.78,7/5/2011,37.695,7/5/2011,15.49,7/5/2011,33.68,7/5/2011,26.16,7/5/2011,35.86,7/5/2011,31.46,7/5/2011,41.2,,,,,,,
7/6/2011,76.39,7/6/2011,39.94,7/6/2011,37.9,7/6/2011,15.41,7/6/2011,33.75,7/6/2011,26.28,7/6/2011,35.96,7/6/2011,31.63,7/6/2011,41.05,,,,,,,
7/7/2011,77.54,7/7/2011,40.535,7/7/2011,38.3,7/7/2011,15.66,7/7/2011,33.89,7/7/2011,26.6,7/7/2011,35.94,7/7/2011,31.85,7/7/2011,41.62,,,,,,,
7/8/2011,76.89,7/8/2011,40.23,7/8/2011,37.82,7/8/2011,15.46,7/8/2011,33.76,7/8/2011,26.47,7/8/2011,35.78,7/8/2011,31.74,7/8/2011,41.37,,,,,,,
7/11/2011,75.065,7/11/2011,39.42,7/11/2011,37.12,7/11/2011,15.04,7/11/2011,33.4,7/11/2011,26.03,7/11/2011,35.29,7/11/2011,31.51,7/11/2011,40.57,,,,,,,
7/12/2011,74.79,7/12/2011,39.26,7/12/2011,36.76,7/12/2011,14.98,7/12/2011,33.55,7/12/2011,25.8,7/12/2011,35.29,7/12/2011,31.41,7/12/2011,40.37,,,,,,,
7/13/2011,75.35,7/13/2011,39.6,7/13/2011,36.91,7/13/2011,14.99,7/13/2011,33.46,7/13/2011,25.86,7/13/2011,35.43,7/13/2011,31.41,7/13/2011,40.58,,,,,,,
7/14/2011,74.85,7/14/2011,39.22,7/14/2011,36.51,7/14/2011,14.88,7/14/2011,33.31,7/14/2011,25.64,7/14/2011,35.37,7/14/2011,31.27,7/14/2011,40.27,,,,,,,
7/15/2011,76.86,7/15/2011,39.57,7/15/2011,36.54,7/15/2011,14.85,7/15/2011,33.36,7/15/2011,25.92,7/15/2011,35.19,7/15/2011,31.36,7/15/2011,40.29,,,,,,,
7/18/2011,76.6,7/18/2011,39.1,7/18/2011,36.13,7/18/2011,14.65,7/18/2011,33.04,7/18/2011,25.83,7/18/2011,34.93,7/18/2011,31.16,7/18/2011,39.9,,,,,,,
7/19/2011,77.995,7/19/2011,39.69,7/19/2011,36.601,7/19/2011,14.831,7/19/2011,33.33,7/19/2011,26.45,7/19/2011,35.24,7/19/2011,31.59,7/19/2011,40.67,,,,,,,
7/20/2011,77.8,7/20/2011,39.66,7/20/2011,36.67,7/20/2011,15,7/20/2011,33.53,7/20/2011,26.37,7/20/2011,35.12,7/20/2011,31.54,7/20/2011,40.46,,,,,,,
7/21/2011,79.33,7/21/2011,40.14,7/21/2011,37.22,7/21/2011,15.36,7/21/2011,34.03,7/21/2011,26.49,7/21/2011,35.65,7/21/2011,31.8,7/21/2011,40.93,,,,,,,
7/22/2011,79.73,7/22/2011,39.95,7/22/2011,36.83,7/22/2011,15.32,7/22/2011,33.82,7/22/2011,26.72,7/22/2011,35.59,7/22/2011,31.74,7/22/2011,41.09,,,,,,,
7/25/2011,79.41,7/25/2011,39.85,7/25/2011,36.81,7/25/2011,15.21,7/25/2011,33.94,7/25/2011,26.65,7/25/2011,35.22,7/25/2011,31.45,7/25/2011,40.82,,,,,,,
7/26/2011,79.03,7/26/2011,39.42,7/26/2011,36.13,7/26/2011,15.19,7/26/2011,33.82,7/26/2011,26.77,7/26/2011,34.935,7/26/2011,31.37,7/26/2011,40.75,,,,,,,
7/27/2011,77.535,7/27/2011,38.52,7/27/2011,35.15,7/27/2011,14.83,7/27/2011,33.72,7/27/2011,26.06,7/27/2011,34.33,7/27/2011,31.03,7/27/2011,40.04,,,,,,,
7/28/2011,77.22,7/28/2011,38.44,7/28/2011,34.85,7/28/2011,14.84,7/28/2011,33.51,7/28/2011,26.02,7/28/2011,34.3,7/28/2011,31.029,7/28/2011,39.84,,,,,,,
7/29/2011,76.45,7/29/2011,38.01,7/29/2011,34.68,7/29/2011,14.795,7/29/2011,33.17,7/29/2011,25.81,7/29/2011,34.12,7/29/2011,30.83,7/29/2011,39.65,,,,,,,
8/1/2011,76.34,8/1/2011,37.88,8/1/2011,34.46,8/1/2011,14.75,8/1/2011,33.27,8/1/2011,25.79,8/1/2011,33.54,8/1/2011,30.72,8/1/2011,39.44,,,,,,,
8/2/2011,74.215,8/2/2011,36.71,8/2/2011,33.26,8/2/2011,14.349,8/2/2011,32.7,8/2/2011,25.25,8/2/2011,32.82,8/2/2011,30.32,8/2/2011,37.95,,,,,,,
8/3/2011,73.785,8/3/2011,36.9,8/3/2011,33.56,8/3/2011,14.42,8/3/2011,32.7,8/3/2011,25.51,8/3/2011,32.88,8/3/2011,30.44,8/3/2011,38.23,,,,,,,
8/4/2011,68.73,8/4/2011,34.4,8/4/2011,31.76,8/4/2011,13.69,8/4/2011,31.63,8/4/2011,24.48,8/4/2011,31.57,8/4/2011,29.49,8/4/2011,36.37,,,,,,,
8/5/2011,68.07,8/5/2011,34.32,8/5/2011,31.76,8/5/2011,13.43,8/5/2011,31.89,8/5/2011,24.33,8/5/2011,31.81,8/5/2011,29.91,8/5/2011,36.34,,,,,,,
8/8/2011,62.28,8/8/2011,31.81,8/8/2011,29.52,8/8/2011,12.157,8/8/2011,30.2,8/8/2011,22.96,8/8/2011,30.18,8/8/2011,28.78,8/8/2011,34.06,,,,,,,
8/9/2011,65.45,8/9/2011,33.77,8/9/2011,30.98,8/9/2011,13.1,8/9/2011,31.19,8/9/2011,24.01,8/9/2011,31.28,8/9/2011,29.48,8/9/2011,35.64,,,,,,,
8/10/2011,63.19,8/10/2011,32.61,8/10/2011,29.4,8/10/2011,12.19,8/10/2011,30.6,8/10/2011,23.07,8/10/2011,29.96,8/10/2011,28.35,8/10/2011,34.12,,,,,,,
8/11/2011,66.47,8/11/2011,34.22,8/11/2011,30.8,8/11/2011,12.87,8/11/2011,31.89,8/11/2011,23.95,8/11/2011,31.33,8/11/2011,29.19,8/11/2011,35.63,,,,,,,
8/12/2011,66.96,8/12/2011,34.44,8/12/2011,31.4,8/12/2011,12.78,8/12/2011,31.7,8/12/2011,24.121,8/12/2011,31.64,8/12/2011,29.54,8/12/2011,36.07,,,,,,,
8/15/2011,69.22,8/15/2011,34.99,8/15/2011,31.87,8/15/2011,13.19,8/15/2011,32.78,8/15/2011,24.55,8/15/2011,32.17,8/15/2011,29.96,8/15/2011,36.6,,,,,,,
8/16/2011,68.07,8/16/2011,34.43,8/16/2011,31.42,8/16/2011,12.93,8/16/2011,32.74,8/16/2011,24.37,8/16/2011,32.14,8/16/2011,30.03,8/16/2011,36.4,,,,,,,
8/17/2011,68.34,8/17/2011,34.53,8/17/2011,31.32,8/17/2011,13.01,8/17/2011,32.98,8/17/2011,24.26,8/17/2011,32.17,8/17/2011,30.23,8/17/2011,36.35,,,,,,,
8/18/2011,64.38,8/18/2011,32.52,8/18/2011,29.585,8/18/2011,12.38,8/18/2011,32.59,8/18/2011,23.08,8/18/2011,31.11,8/18/2011,29.69,8/18/2011,34.55,,,,,,,
8/19/2011,63.24,8/19/2011,32,8/19/2011,29.13,8/19/2011,12.13,8/19/2011,32.39,8/19/2011,22.52,8/19/2011,31.03,8/19/2011,29.55,8/19/2011,34.05,,,,,,,
8/22/2011,62.73,8/22/2011,32,8/22/2011,29.24,8/22/2011,11.98,8/22/2011,32.31,8/22/2011,22.64,8/22/2011,31.01,8/22/2011,29.64,8/22/2011,34.15,,,,,,,
8/23/2011,65.56,8/23/2011,33.13,8/23/2011,30.27,8/23/2011,12.368,8/23/2011,32.89,8/23/2011,23.47,8/23/2011,32.02,8/23/2011,30.25,8/23/2011,35.47,,,,,,,
8/24/2011,65.95,8/24/2011,33.6,8/24/2011,30.88,8/24/2011,12.7,8/24/2011,33.6,8/24/2011,23.68,8/24/2011,32.39,8/24/2011,30.38,8/24/2011,36.1,,,,,,,
8/25/2011,64.559,8/25/2011,33.23,8/25/2011,30.3,8/25/2011,12.66,8/25/2011,33.05,8/25/2011,23.34,8/25/2011,31.84,8/25/2011,29.915,8/25/2011,35.38,,,,,,,
8/26/2011,65.81,8/26/2011,33.93,8/26/2011,30.93,8/26/2011,12.77,8/26/2011,33,8/26/2011,23.8,8/26/2011,32.24,8/26/2011,30.17,8/26/2011,36.12,,,,,,,
8/29/2011,67.73,8/29/2011,34.955,8/29/2011,31.91,8/29/2011,13.3,8/29/2011,33.655,8/29/2011,24.4,8/29/2011,33.06,8/29/2011,30.71,8/29/2011,37.17,,,,,,,
8/30/2011,68.13,8/30/2011,35.25,8/30/2011,32.18,8/30/2011,13.21,8/30/2011,33.67,8/30/2011,24.5,8/30/2011,33.17,8/30/2011,30.79,8/30/2011,37.34,,,,,,,
8/31/2011,68.64,8/31/2011,35.34,8/31/2011,32.4,8/31/2011,13.38,8/31/2011,33.89,8/31/2011,24.44,8/31/2011,33.4,8/31/2011,30.89,8/31/2011,37.57,,,,,,,
9/1/2011,68.12,9/1/2011,34.86,9/1/2011,31.87,9/1/2011,13.08,9/1/2011,33.67,9/1/2011,24.17,9/1/2011,33.18,9/1/2011,30.78,9/1/2011,37.11,,,,,,,
9/2/2011,66.22,9/2/2011,33.97,9/2/2011,30.85,9/2/2011,12.54,9/2/2011,33.29,9/2/2011,23.62,9/2/2011,32.45,9/2/2011,30.34,9/2/2011,36.06,,,,,,,
9/6/2011,65.5,9/6/2011,33.79,9/6/2011,30.53,9/6/2011,12.32,9/6/2011,33.13,9/6/2011,23.51,9/6/2011,32.53,9/6/2011,30.22,9/6/2011,35.95,,,,,,,
9/7/2011,67.9,9/7/2011,34.76,9/7/2011,31.48,9/7/2011,12.91,9/7/2011,33.5,9/7/2011,24.12,9/7/2011,33.31,9/7/2011,30.76,9/7/2011,36.88,,,,,,,
9/8/2011,67.11,9/8/2011,34.3,9/8/2011,31.005,9/8/2011,12.63,9/8/2011,33.48,9/8/2011,24,9/8/2011,32.95,9/8/2011,30.68,9/8/2011,36.38,,,,,,,
9/9/2011,64.89,9/9/2011,33.17,9/9/2011,30.18,9/9/2011,12.23,9/9/2011,32.8,9/9/2011,23.49,9/9/2011,31.97,9/9/2011,30,9/9/2011,35.42,,,,,,,
9/12/2011,65.195,9/12/2011,32.945,9/12/2011,30.235,9/12/2011,12.37,9/12/2011,33.07,9/12/2011,23.77,9/12/2011,32.08,9/12/2011,30.03,9/12/2011,35.84,,,,,,,
9/13/2011,65.38,9/13/2011,33.49,9/13/2011,30.8,9/13/2011,12.45,9/13/2011,33.29,9/13/2011,24.05,9/13/2011,32.41,9/13/2011,30.14,9/13/2011,36.26,,,,,,,
9/14/2011,66.19,9/14/2011,34.01,9/14/2011,31.34,9/14/2011,12.6,9/14/2011,33.52,9/14/2011,24.41,9/14/2011,32.72,9/14/2011,30.5,9/14/2011,36.86,,,,,,,
9/15/2011,67.505,9/15/2011,34.59,9/15/2011,31.975,9/15/2011,12.92,9/15/2011,33.94,9/15/2011,24.8,9/15/2011,33.02,9/15/2011,30.86,9/15/2011,37.48,,,,,,,
9/16/2011,67.09,9/16/2011,34.52,9/16/2011,31.97,9/16/2011,12.905,9/16/2011,33.98,9/16/2011,24.98,9/16/2011,33.02,9/16/2011,30.84,9/16/2011,37.77,,,,,,,
9/19/2011,66.03,9/19/2011,34.01,9/19/2011,31.67,9/19/2011,12.56,9/19/2011,33.79,9/19/2011,24.92,9/19/2011,32.71,9/19/2011,30.58,9/19/2011,37.7,,,,,,,
9/20/2011,65.62,9/20/2011,33.61,9/20/2011,31.44,9/20/2011,12.52,9/20/2011,34.28,9/20/2011,24.86,9/20/2011,33.01,9/20/2011,30.64,9/20/2011,37.5,,,,,,,
9/21/2011,62.89,9/21/2011,32.09,9/21/2011,30.14,9/21/2011,11.9,9/21/2011,33.65,9/21/2011,24.49,9/21/2011,32.12,9/21/2011,30.01,9/21/2011,36.29,,,,,,,
9/22/2011,59.34,9/22/2011,30.29,9/22/2011,29.01,9/22/2011,11.56,9/22/2011,33.08,9/22/2011,23.73,9/22/2011,31.47,9/22/2011,29.44,9/22/2011,35.2,,,,,,,
9/23/2011,58.7,9/23/2011,30.24,9/23/2011,29.31,9/23/2011,11.68,9/23/2011,33.41,9/23/2011,24,9/23/2011,31.48,9/23/2011,29.5,9/23/2011,35.73,,,,,,,
9/26/2011,60.84,9/26/2011,31.21,9/26/2011,30.05,9/26/2011,12.2,9/26/2011,33.68,9/26/2011,24.3,9/26/2011,32,9/26/2011,30.07,9/26/2011,36.57,,,,,,,
9/27/2011,61.73,9/27/2011,31.86,9/27/2011,30.58,9/27/2011,12.26,9/27/2011,33.8,9/27/2011,24.61,9/27/2011,32.49,9/27/2011,30.25,9/27/2011,36.82,,,,,,,
9/28/2011,59.71,9/28/2011,30.451,9/28/2011,29.8,9/28/2011,11.905,9/28/2011,33.46,9/28/2011,24.26,9/28/2011,31.93,9/28/2011,29.68,9/28/2011,36.19,,,,,,,
9/29/2011,60.28,9/29/2011,30.48,9/29/2011,30.23,9/29/2011,12.24,9/29/2011,34,9/29/2011,24.21,9/29/2011,32.14,9/29/2011,29.97,9/29/2011,35.89,,,,,,,
9/30/2011,58.51,9/30/2011,29.355,9/30/2011,29.22,9/30/2011,11.81,9/30/2011,33.62,9/30/2011,23.6,9/30/2011,31.73,9/30/2011,29.66,9/30/2011,34.86,,,,,,,
