,1800 HK Equity,,1186 HK Equity,,390 HK Equity,,2338 HK Equity,,1919 HK Equity,,177 HK Equity,,552 HK Equity,,576 HK Equity,,2866 HK Equity,,2357 HK Equity,,694 HK Equity,,3898 HK Equity,,1882 HK Equity,,1138 HK Equity,,1333 HK Equity,,2880 HK Equity,,3808 HK Equity,,107 HK Equity,,2382 HK Equity,,38 HK Equity,,1308 HK Equity,,2222 HK Equity,,995 HK Equity,,1133 HK Equity,,631 HK Equity,,598 HK Equity,,3339 HK Equity,,1101 HK Equity,,1893 HK Equity,,1685 HK Equity,,826 HK Equity,,187 HK Equity,,357 HK Equity,,6888 HK Equity,,3378 HK Equity,,1080 HK Equity,,1708 HK Equity,,569 HK Equity,,2345 HK Equity
6/29/2010,0.9032,6/29/2010,1.2976,6/29/2010,0.65139,6/29/2010,2.7569,6/29/2010,1.0471,6/29/2010,0.9186,6/29/2010,0.47758,6/29/2010,0.9251,6/29/2010,0.36359,6/29/2010,0.3161,6/29/2010,0.57815,6/29/2010,2.0659,6/29/2010,0.7054,6/29/2010,1.30534,6/28/2011,0.4149,6/29/2010,0.44454,6/29/2010,0.79914,6/29/2010,0.55246,6/29/2010,0.1966,6/29/2010,0.55503,11/26/2012,0.29161,7/12/2012,0.18176,6/29/2010,0.55631,6/29/2010,0.71434,1/17/2012,0.89634,6/29/2010,0.22612,6/29/2010,0.33212,1/14/2013,0.20639,6/29/2010,0.591,12/10/2012,0.4129,6/29/2010,0.09829,6/29/2010,0.33533,6/29/2010,1.12419,,,6/29/2010,0.17602,2/14/2012,0.11736,6/29/2010,1.23339,6/29/2010,0.65396,6/29/2010,0.17473
6/30/2010,0.9247,6/30/2010,1.2663,6/30/2010,0.64728,6/30/2010,2.7184,6/30/2010,1.03129,6/30/2010,0.9106,6/30/2010,0.47739,6/30/2010,0.9273,6/30/2010,0.3596,6/30/2010,0.3172,6/30/2010,0.59334,6/30/2010,2.1371,6/30/2010,0.6999,6/30/2010,1.27787,6/29/2011,0.4407,6/30/2010,0.43666,6/30/2010,0.79883,6/30/2010,0.55096,6/30/2010,0.1965,6/30/2010,0.54325,11/27/2012,0.29032,7/13/2012,0.18176,6/30/2010,0.55481,6/30/2010,0.72049,1/18/2012,0.90965,6/30/2010,0.22989,6/30/2010,0.3352,1/15/2013,0.2064,6/30/2010,0.60875,12/11/2012,0.41677,6/30/2010,0.09761,6/30/2010,0.32493,6/30/2010,1.10449,,,6/30/2010,0.17852,2/15/2012,0.11865,6/30/2010,1.23292,6/30/2010,0.65114,6/30/2010,0.17338
7/2/2010,0.9097,7/2/2010,1.2689,7/2/2010,0.63124,7/2/2010,2.6462,7/2/2010,1.00203,7/2/2010,0.8981,7/2/2010,0.47189,7/2/2010,0.9251,7/2/2010,0.35026,7/2/2010,0.3079,7/2/2010,0.55169,7/2/2010,2.0939,7/2/2010,0.6877,7/2/2010,1.25606,6/30/2011,0.4395,7/2/2010,0.44007,7/2/2010,0.8006,7/2/2010,0.57094,7/2/2010,0.2002,7/2/2010,0.51962,11/28/2012,0.29032,7/16/2012,0.18176,7/2/2010,0.55426,7/2/2010,0.70565,1/19/2012,0.91371,7/2/2010,0.23094,7/2/2010,0.33679,1/16/2013,0.21928,7/2/2010,0.59147,12/12/2012,0.43999,7/2/2010,0.09558,7/2/2010,0.32332,7/2/2010,1.08286,,,7/2/2010,0.17577,2/16/2012,0.11736,7/2/2010,1.20346,7/2/2010,0.65818,7/2/2010,0.17321
7/5/2010,0.8995,7/5/2010,1.2729,7/5/2010,0.62749,7/5/2010,2.6092,7/5/2010,0.96112,7/5/2010,0.8982,7/5/2010,0.48201,7/5/2010,0.9188,7/5/2010,0.34005,7/5/2010,0.3118,7/5/2010,0.55049,7/5/2010,2.0916,7/5/2010,0.6788,7/5/2010,1.23572,7/4/2011,0.4550,7/5/2010,0.42217,7/5/2010,0.79045,7/5/2010,0.56333,7/5/2010,0.1989,7/5/2010,0.512,11/29/2012,0.29419,7/17/2012,0.18177,7/5/2010,0.55178,7/5/2010,0.69806,1/20/2012,0.90203,7/5/2010,0.22584,7/5/2010,0.33235,1/17/2013,0.218,7/5/2010,0.58001,12/13/2012,0.46709,7/5/2010,0.08982,7/5/2010,0.32722,7/5/2010,1.08687,,,7/5/2010,0.17323,2/17/2012,0.11865,7/5/2010,1.20364,7/5/2010,0.64802,7/5/2010,0.17452
7/6/2010,0.9604,7/6/2010,1.3404,7/6/2010,0.68561,7/6/2010,2.6641,7/6/2010,0.97962,7/6/2010,0.9052,7/6/2010,0.48604,7/6/2010,0.9180,7/6/2010,0.3595,7/6/2010,0.3120,7/6/2010,0.54566,7/6/2010,2.0928,7/6/2010,0.6818,7/6/2010,1.27621,7/5/2011,0.4614,7/6/2010,0.41984,7/6/2010,0.80501,7/6/2010,0.56877,7/6/2010,0.2003,7/6/2010,0.53796,11/30/2012,0.29548,7/18/2012,0.18179,7/6/2010,0.5585,7/6/2010,0.72541,1/26/2012,0.92952,7/6/2010,0.22854,7/6/2010,0.32483,1/18/2013,0.2167,7/6/2010,0.61114,12/14/2012,0.4658,7/6/2010,0.09148,7/6/2010,0.32483,7/6/2010,1.10802,,,7/6/2010,0.1759,2/20/2012,0.12509,7/6/2010,1.20431,7/6/2010,0.65479,7/6/2010,0.1759
7/7/2010,0.9242,7/7/2010,1.3144,7/7/2010,0.67261,7/7/2010,2.8026,7/7/2010,0.96656,7/7/2010,0.9011,7/7/2010,0.47589,7/7/2010,0.9229,7/7/2010,0.34914,7/7/2010,0.3260,7/7/2010,0.55195,7/7/2010,2.1821,7/7/2010,0.6803,7/7/2010,1.27591,7/6/2011,0.4729,7/7/2010,0.41204,7/7/2010,0.79841,7/7/2010,0.57121,7/7/2010,0.1925,7/7/2010,0.5327,12/3/2012,0.29032,7/19/2012,0.1818,7/7/2010,0.56222,7/7/2010,0.71754,1/27/2012,0.93227,7/7/2010,0.2272,7/7/2010,0.32732,1/21/2013,0.21669,7/7/2010,0.61742,12/17/2012,0.46321,7/7/2010,0.09146,7/7/2010,0.32475,7/7/2010,1.10391,,,7/7/2010,0.17072,2/21/2012,0.13025,7/7/2010,1.20403,7/7/2010,0.64052,7/7/2010,0.17457
7/8/2010,0.9438,7/8/2010,1.3329,7/8/2010,0.66389,7/8/2010,2.8545,7/8/2010,0.99391,7/8/2010,0.9169,7/8/2010,0.48236,7/8/2010,0.9233,7/8/2010,0.35956,7/8/2010,0.3326,7/8/2010,0.55346,7/8/2010,2.2524,7/8/2010,0.6921,7/8/2010,1.29697,7/7/2011,0.4702,7/8/2010,0.41092,7/8/2010,0.80515,7/8/2010,0.58428,7/8/2010,0.1965,7/8/2010,0.52906,12/4/2012,0.29032,7/20/2012,0.18177,7/8/2010,0.5663,7/8/2010,0.72168,1/30/2012,0.90772,7/8/2010,0.22986,7/8/2010,0.33259,1/22/2013,0.21539,7/8/2010,0.62794,12/18/2012,0.45935,7/8/2010,0.0947,7/8/2010,0.32103,7/8/2010,1.09793,,,7/8/2010,0.17336,2/22/2012,0.13927,7/8/2010,1.18782,7/8/2010,0.64078,7/8/2010,0.17336
7/9/2010,0.9623,7/9/2010,1.3585,7/9/2010,0.69726,7/9/2010,2.9964,7/9/2010,1.02016,7/9/2010,0.9263,7/9/2010,0.48701,7/9/2010,0.9378,7/9/2010,0.37693,7/9/2010,0.3448,7/9/2010,0.55575,7/9/2010,2.4314,7/9/2010,0.7101,7/9/2010,1.33019,7/8/2011,0.4831,7/9/2010,0.41552,7/9/2010,0.83491,7/9/2010,0.58791,7/9/2010,0.1994,7/9/2010,0.57247,12/5/2012,0.29161,7/23/2012,0.18177,7/9/2010,0.57376,7/9/2010,0.75772,1/31/2012,0.87802,7/9/2010,0.23156,7/9/2010,0.34348,1/23/2013,0.21282,7/9/2010,0.68053,12/19/2012,0.46451,7/9/2010,0.09648,7/9/2010,0.32547,7/9/2010,1.09992,,,7/9/2010,0.17496,2/23/2012,0.14956,7/9/2010,1.18997,7/9/2010,0.64451,7/9/2010,0.17624
7/12/2010,0.9715,7/12/2010,1.3485,7/12/2010,0.7103,7/12/2010,3.0186,7/12/2010,1.02298,7/12/2010,0.9278,7/12/2010,0.48964,7/12/2010,0.9329,7/12/2010,0.37445,7/12/2010,0.3436,7/12/2010,0.55331,7/12/2010,2.4757,7/12/2010,0.7348,7/12/2010,1.33824,7/11/2011,0.4840,7/12/2010,0.4182,7/12/2010,0.84026,7/12/2010,0.58162,7/12/2010,0.2136,7/12/2010,0.60478,12/6/2012,0.28645,7/24/2012,0.18175,7/12/2010,0.57261,7/12/2010,0.78236,2/1/2012,0.86275,7/12/2010,0.23033,7/12/2010,0.35579,1/24/2013,0.20766,7/12/2010,0.71287,12/20/2012,0.46838,7/12/2010,0.09619,7/12/2010,0.3114,7/12/2010,1.09375,,,7/12/2010,0.175,2/24/2012,0.14315,7/12/2010,1.19026,7/12/2010,0.64338,7/12/2010,0.17629
7/13/2010,0.9572,7/13/2010,1.3457,7/13/2010,0.70886,7/13/2010,2.9054,7/13/2010,1.01377,7/13/2010,0.9096,7/13/2010,0.48702,7/13/2010,0.9443,7/13/2010,0.36923,7/13/2010,0.3371,7/13/2010,0.53133,7/13/2010,2.4444,7/13/2010,0.7693,7/13/2010,1.37141,7/12/2011,0.4708,7/13/2010,0.40525,7/13/2010,0.83108,7/13/2010,0.57893,7/13/2010,0.2071,7/13/2010,0.60337,12/7/2012,0.2929,7/25/2012,0.18174,7/13/2010,0.57249,7/13/2010,0.7719,2/2/2012,0.88065,7/13/2010,0.23028,7/13/2010,0.35186,1/25/2013,0.19603,7/13/2010,0.69214,12/21/2012,0.46838,7/13/2010,0.09649,7/13/2010,0.31262,7/13/2010,1.06265,,,7/13/2010,0.17882,2/27/2012,0.13411,7/13/2010,1.19002,7/13/2010,0.63939,7/13/2010,0.17625
7/14/2010,0.9703,7/14/2010,1.3615,7/14/2010,0.71809,7/14/2010,2.9867,7/14/2010,1.01923,7/14/2010,0.9008,7/14/2010,0.48466,7/14/2010,0.9587,7/14/2010,0.36934,7/14/2010,0.3397,7/14/2010,0.5302,7/14/2010,2.3936,7/14/2010,0.7863,7/14/2010,1.36412,7/13/2011,0.4751,7/14/2010,0.41567,7/14/2010,0.86995,7/14/2010,0.57396,7/14/2010,0.2072,7/14/2010,0.60356,12/10/2012,0.29419,7/26/2012,0.18174,7/14/2010,0.57911,7/14/2010,0.79144,2/3/2012,0.86535,7/14/2010,0.2355,7/14/2010,0.34875,1/28/2013,0.19207,7/14/2010,0.71552,12/24/2012,0.46062,7/14/2010,0.09652,7/14/2010,0.32687,7/14/2010,1.07456,,,7/14/2010,0.17888,2/28/2012,0.13797,7/14/2010,1.18781,7/14/2010,0.64345,7/14/2010,0.17631
7/15/2010,0.9409,7/15/2010,1.3386,7/15/2010,0.72079,7/15/2010,2.9657,7/15/2010,0.99752,7/15/2010,0.9023,7/15/2010,0.49229,7/15/2010,0.9653,7/15/2010,0.36039,7/15/2010,0.3347,7/15/2010,0.52643,7/15/2010,2.3529,7/15/2010,0.7697,7/15/2010,1.34118,7/14/2011,0.4725,7/15/2010,0.40415,7/15/2010,0.85465,7/15/2010,0.57534,7/15/2010,0.2047,7/15/2010,0.58693,12/11/2012,0.29548,7/27/2012,0.18176,7/15/2010,0.57277,7/15/2010,0.77098,2/6/2012,0.837,7/15/2010,0.23426,7/15/2010,0.35203,1/29/2013,0.19333,7/15/2010,0.71178,12/27/2012,0.46569,7/15/2010,0.09589,7/15/2010,0.32564,7/15/2010,1.05801,,,7/15/2010,0.1802,2/29/2012,0.14054,7/15/2010,1.1095,7/15/2010,0.6397,7/15/2010,0.17634
7/16/2010,0.9549,7/16/2010,1.3359,7/16/2010,0.7207,7/16/2010,2.9600,7/16/2010,1.01413,7/16/2010,0.9215,7/16/2010,0.48846,7/16/2010,0.9627,7/16/2010,0.35906,7/16/2010,0.3269,7/16/2010,0.52251,7/16/2010,2.3757,7/16/2010,0.7542,7/16/2010,1.36161,7/15/2011,0.4619,7/16/2010,0.40668,7/16/2010,0.84296,7/16/2010,0.57399,7/16/2010,0.2021,7/16/2010,0.583,12/12/2012,0.29419,7/30/2012,0.18181,7/16/2010,0.57656,7/16/2010,0.7799,2/7/2012,0.83963,7/16/2010,0.23294,7/16/2010,0.34812,1/30/2013,0.19462,7/16/2010,0.68981,12/28/2012,0.48376,7/16/2010,0.09588,7/16/2010,0.32818,7/16/2010,1.08878,,,7/16/2010,0.18146,3/1/2012,0.14313,7/16/2010,1.10679,7/16/2010,0.63061,7/16/2010,0.17631
7/19/2010,0.9234,7/19/2010,1.3169,7/19/2010,0.71633,7/19/2010,3.0168,7/19/2010,1.00954,7/19/2010,0.9272,7/19/2010,0.48559,7/19/2010,0.9542,7/19/2010,0.34852,7/19/2010,0.3228,7/19/2010,0.51699,7/19/2010,2.3920,7/19/2010,0.7318,7/19/2010,1.33491,7/18/2011,0.4463,7/19/2010,0.38581,7/19/2010,0.85136,7/19/2010,0.57743,7/19/2010,0.2006,7/19/2010,0.58258,12/13/2012,0.29032,7/31/2012,0.18183,7/19/2010,0.57357,7/19/2010,0.78063,2/8/2012,0.85249,7/19/2010,0.2302,7/19/2010,0.34144,1/31/2013,0.19211,7/19/2010,0.69961,12/31/2012,0.47736,7/19/2010,0.09838,7/19/2010,0.32537,7/19/2010,1.08542,,,7/19/2010,0.17876,3/2/2012,0.14177,7/19/2010,1.09056,7/19/2010,0.62502,7/19/2010,0.17362
7/20/2010,0.9300,7/20/2010,1.3248,7/20/2010,0.72287,7/20/2010,3.0602,7/20/2010,1.04057,7/20/2010,0.9492,7/20/2010,0.48441,7/20/2010,0.9415,7/20/2010,0.35886,7/20/2010,0.3331,7/20/2010,0.51707,7/20/2010,2.4799,7/20/2010,0.7435,7/20/2010,1.35055,7/19/2011,0.4567,7/20/2010,0.39616,7/20/2010,0.86821,7/20/2010,0.5891,7/20/2010,0.2032,7/20/2010,0.59553,12/14/2012,0.29419,8/1/2012,0.18183,7/20/2010,0.57495,7/20/2010,0.78203,2/9/2012,0.87163,7/20/2010,0.2341,7/20/2010,0.34793,2/1/2013,0.1934,7/20/2010,0.71772,1/2/2013,0.49542,7/20/2010,0.09711,7/20/2010,0.32542,7/20/2010,1.10231,,,7/20/2010,0.18136,3/5/2012,0.14298,7/20/2010,1.09073,7/20/2010,0.63926,7/20/2010,0.17364
7/21/2010,0.9555,7/21/2010,1.3554,7/21/2010,0.73684,7/21/2010,3.0916,7/21/2010,1.09048,7/21/2010,0.9297,7/21/2010,0.4931,7/21/2010,0.9683,7/21/2010,0.36907,7/21/2010,0.3343,7/21/2010,0.52209,7/21/2010,2.4047,7/21/2010,0.7484,7/21/2010,1.41196,7/20/2011,0.4620,7/21/2010,0.40379,7/21/2010,0.86544,7/21/2010,0.58896,7/21/2010,0.2006,7/21/2010,0.59025,12/17/2012,0.29805,8/2/2012,0.18184,7/21/2010,0.57224,7/21/2010,0.805,2/10/2012,0.85753,7/21/2010,0.2379,7/21/2010,0.34528,2/4/2013,0.18959,7/21/2010,0.71756,1/3/2013,0.51477,7/21/2010,0.09773,7/21/2010,0.32149,7/21/2010,1.09562,,,7/21/2010,0.18003,3/6/2012,0.13655,7/21/2010,1.1162,7/21/2010,0.63783,7/21/2010,0.1736
7/22/2010,0.9391,7/22/2010,1.3584,7/22/2010,0.74097,7/22/2010,3.0686,7/22/2010,1.09216,7/22/2010,0.9352,7/22/2010,0.4895,7/22/2010,0.9648,7/22/2010,0.37177,7/22/2010,0.3396,7/22/2010,0.51842,7/22/2010,2.4159,7/22/2010,0.7358,7/22/2010,1.42276,7/21/2011,0.4531,7/22/2010,0.3975,7/22/2010,0.85546,7/22/2010,0.59432,7/22/2010,0.2033,7/22/2010,0.6149,12/18/2012,0.29806,8/3/2012,0.18181,7/22/2010,0.57631,7/22/2010,0.80143,2/13/2012,0.85247,7/22/2010,0.24184,7/22/2010,0.35569,2/5/2013,0.18312,7/22/2010,0.74483,1/4/2013,0.50833,7/22/2010,0.09745,7/22/2010,0.31131,7/22/2010,1.09988,,,7/22/2010,0.18267,3/7/2012,0.13782,7/22/2010,1.1166,7/22/2010,0.64192,7/22/2010,0.17495
7/23/2010,0.9515,7/23/2010,1.3879,7/23/2010,0.74933,7/23/2010,3.2134,7/23/2010,1.11885,7/23/2010,0.9399,7/23/2010,0.49748,7/23/2010,0.9734,7/23/2010,0.37467,7/23/2010,0.3515,7/23/2010,0.52659,7/23/2010,2.4154,7/23/2010,0.7481,7/23/2010,1.47549,7/22/2011,0.4608,7/23/2010,0.40943,7/23/2010,0.86392,7/23/2010,0.59741,7/23/2010,0.2009,7/23/2010,0.64633,12/19/2012,0.30193,8/6/2012,0.1818,7/23/2010,0.58582,7/23/2010,0.81113,2/14/2012,0.84475,7/23/2010,0.24463,7/23/2010,0.36115,2/6/2013,0.18312,7/23/2010,0.7429,1/7/2013,0.50704,7/23/2010,0.09978,7/23/2010,0.31029,7/23/2010,1.10726,,,7/23/2010,0.18411,3/8/2012,0.1457,7/23/2010,1.13301,7/23/2010,0.64376,7/23/2010,0.17639
7/26/2010,0.9517,7/26/2010,1.3676,7/26/2010,0.74818,7/26/2010,3.2140,7/26/2010,1.08815,7/26/2010,0.9349,7/26/2010,0.49631,7/26/2010,0.9929,7/26/2010,0.37087,7/26/2010,0.3503,7/26/2010,0.5254,7/26/2010,2.3926,7/26/2010,0.7598,7/26/2010,1.47833,7/25/2011,0.4581,7/26/2010,0.41594,7/26/2010,0.85764,7/26/2010,0.61297,7/26/2010,0.2048,7/26/2010,0.66577,12/20/2012,0.33032,8/7/2012,0.18181,7/26/2010,0.60009,7/26/2010,0.80742,2/15/2012,0.84735,7/26/2010,0.24467,7/26/2010,0.3625,2/7/2013,0.18052,7/26/2010,0.73015,1/8/2013,0.48769,7/26/2010,0.09722,7/26/2010,0.32065,7/26/2010,1.10875,,,7/26/2010,0.18157,3/9/2012,0.14827,7/26/2010,1.13193,7/26/2010,0.6413,7/26/2010,0.17642
7/27/2010,0.9578,7/27/2010,1.3620,7/27/2010,0.74794,7/27/2010,3.3578,7/27/2010,1.1174,7/27/2010,0.9372,7/27/2010,0.49867,7/27/2010,0.9887,7/27/2010,0.37461,7/27/2010,0.3489,7/27/2010,0.53038,7/27/2010,2.4588,7/27/2010,0.7582,7/27/2010,1.48301,7/26/2011,0.4698,7/27/2010,0.42739,7/27/2010,0.86637,7/27/2010,0.60505,7/27/2010,0.1995,7/27/2010,0.65396,12/21/2012,0.32515,8/8/2012,0.18179,7/27/2010,0.59861,7/27/2010,0.80973,2/16/2012,0.83957,7/27/2010,0.24846,7/27/2010,0.36174,2/8/2013,0.18568,7/27/2010,0.74923,1/9/2013,0.49021,7/27/2010,0.09719,7/27/2010,0.32441,7/27/2010,1.13285,,,7/27/2010,0.18151,3/12/2012,0.14437,7/27/2010,1.10711,7/27/2010,0.64109,7/27/2010,0.17636
7/28/2010,0.9566,7/28/2010,1.3699,7/28/2010,0.74548,7/28/2010,3.4066,7/28/2010,1.12402,7/28/2010,0.9579,7/28/2010,0.49623,7/28/2010,0.9901,7/28/2010,0.36952,7/28/2010,0.3798,7/28/2010,0.53304,7/28/2010,2.4669,7/28/2010,0.7609,7/28/2010,1.47809,7/27/2011,0.4749,7/28/2010,0.42102,7/28/2010,0.8884,7/28/2010,0.59613,7/28/2010,0.2021,7/28/2010,0.66437,12/24/2012,0.32256,8/9/2012,0.18179,7/28/2010,0.60128,7/28/2010,0.84977,2/17/2012,0.85632,7/28/2010,0.25107,7/28/2010,0.36952,2/14/2013,0.19086,7/28/2010,0.73132,1/10/2013,0.47217,7/28/2010,0.10075,7/28/2010,0.31931,7/28/2010,1.12659,,,7/28/2010,0.18283,3/13/2012,0.14434,7/28/2010,1.08539,7/28/2010,0.65407,7/28/2010,0.18025
7/29/2010,0.9388,7/29/2010,1.3624,7/29/2010,0.7456,7/29/2010,3.3910,7/29/2010,1.11389,7/29/2010,0.9581,7/29/2010,0.49631,7/29/2010,0.9516,7/29/2010,0.37215,7/29/2010,0.3979,7/29/2010,0.52797,7/29/2010,2.5883,7/29/2010,0.7598,7/29/2010,1.46801,7/28/2011,0.4697,7/29/2010,0.42238,7/29/2010,0.92974,7/29/2010,0.59493,7/29/2010,0.2035,7/29/2010,0.6503,12/27/2012,0.32508,8/10/2012,0.18176,7/29/2010,0.60523,7/29/2010,0.85119,2/20/2012,0.86017,7/29/2010,0.24724,7/29/2010,0.37344,2/15/2013,0.19602,7/29/2010,0.75075,1/11/2013,0.45795,7/29/2010,0.09883,7/29/2010,0.31936,7/29/2010,1.09843,,,7/29/2010,0.18028,3/14/2012,0.14172,7/29/2010,1.18471,7/29/2010,0.69022,7/29/2010,0.18543
7/30/2010,0.9437,7/30/2010,1.3930,7/30/2010,0.74672,7/30/2010,3.4439,7/30/2010,1.12008,7/30/2010,0.9733,7/30/2010,0.4962,7/30/2010,0.9437,7/30/2010,0.3695,7/30/2010,0.4094,7/30/2010,0.52785,7/30/2010,2.6779,7/30/2010,0.7609,7/30/2010,1.47027,7/29/2011,0.4747,7/30/2010,0.43258,7/30/2010,0.91924,7/30/2010,0.59223,7/30/2010,0.2060,7/30/2010,0.65531,12/28/2012,0.3238,8/13/2012,0.18173,7/30/2010,0.63085,7/30/2010,0.87547,2/21/2012,0.85245,7/30/2010,0.24977,7/30/2010,0.3798,2/18/2013,0.19216,7/30/2010,0.78277,1/14/2013,0.47986,7/30/2010,0.10042,7/30/2010,0.32572,7/30/2010,1.10849,,,7/30/2010,0.18282,3/15/2012,0.13786,7/30/2010,1.18445,7/30/2010,0.69651,7/30/2010,0.18411
8/2/2010,0.9634,8/2/2010,1.4116,8/2/2010,0.76504,8/2/2010,3.5284,8/2/2010,1.16559,8/2/2010,0.9673,8/2/2010,0.49513,8/2/2010,0.9544,8/2/2010,0.37866,8/2/2010,0.4121,8/2/2010,0.5345,8/2/2010,2.5823,8/2/2010,0.7702,8/2/2010,1.5172,8/1/2011,0.4672,8/2/2010,0.43146,8/2/2010,0.95308,8/2/2010,0.6092,8/2/2010,0.2087,8/2/2010,0.66716,12/31/2012,0.33544,8/14/2012,0.18177,8/2/2010,0.63238,8/2/2010,0.86936,2/22/2012,0.86268,8/2/2010,0.25115,8/2/2010,0.38638,2/19/2013,0.1857,8/2/2010,0.78951,1/15/2013,0.4889,8/2/2010,0.10175,8/2/2010,0.32714,8/2/2010,1.12566,,,8/2/2010,0.18546,3/16/2012,0.13269,8/2/2010,1.18491,8/2/2010,0.69678,8/2/2010,0.18933
8/3/2010,0.9561,8/3/2010,1.3942,8/3/2010,0.75767,8/3/2010,3.4952,8/3/2010,1.13522,8/3/2010,0.9613,8/3/2010,0.50419,8/3/2010,0.9909,8/3/2010,0.37111,8/3/2010,0.3956,8/3/2010,0.53604,8/3/2010,2.5771,8/3/2010,0.7667,8/3/2010,1.50762,8/2/2011,0.4721,8/3/2010,0.43553,8/3/2010,0.9239,8/3/2010,0.62624,8/3/2010,0.2036,8/3/2010,0.65459,1/2/2013,0.33544,8/15/2012,0.13019,8/3/2010,0.63784,8/3/2010,0.8788,2/23/2012,0.84965,8/3/2010,0.24869,8/3/2010,0.37948,2/20/2013,0.19085,8/3/2010,0.77314,1/16/2013,0.49016,8/3/2010,0.1018,8/3/2010,0.32729,8/3/2010,1.10816,,,8/3/2010,0.18684,3/19/2012,0.12754,8/3/2010,1.20094,8/3/2010,0.70484,8/3/2010,0.18555
8/4/2010,0.9583,8/4/2010,1.3988,8/4/2010,0.76123,8/4/2010,3.5126,8/4/2010,1.12833,8/4/2010,0.9776,8/4/2010,0.51155,8/4/2010,0.9725,8/4/2010,0.37869,8/4/2010,0.3980,8/4/2010,0.53969,8/4/2010,2.5890,8/4/2010,0.7574,8/4/2010,1.47095,8/3/2011,0.4641,8/4/2010,0.42634,8/4/2010,0.93383,8/4/2010,0.61955,8/4/2010,0.2048,8/4/2010,0.6569,1/3/2013,0.33544,8/16/2012,0.13666,8/4/2010,0.63243,8/4/2010,0.87458,2/24/2012,0.84214,8/4/2010,0.24602,8/4/2010,0.38577,2/21/2013,0.18567,8/4/2010,0.77154,1/17/2013,0.47599,8/4/2010,0.1024,8/4/2010,0.32716,8/4/2010,1.12704,,,8/4/2010,0.18548,3/20/2012,0.12881,8/4/2010,1.20046,8/4/2010,0.70327,8/4/2010,0.18419
8/5/2010,0.9454,8/5/2010,1.3756,8/5/2010,0.75476,8/5/2010,3.5258,8/5/2010,1.136,8/5/2010,0.9660,8/5/2010,0.50522,8/5/2010,0.9608,8/5/2010,0.39412,8/5/2010,0.4147,8/5/2010,0.54224,8/5/2010,2.6017,8/5/2010,0.7573,8/5/2010,1.4889,8/4/2011,0.4704,8/5/2010,0.42632,8/5/2010,0.93507,8/5/2010,0.61952,8/5/2010,0.2048,8/5/2010,0.64914,1/4/2013,0.3419,8/17/2012,0.1315,8/5/2010,0.63884,8/5/2010,0.85264,2/27/2012,0.8575,8/5/2010,0.24472,8/5/2010,0.37867,2/22/2013,0.18437,8/5/2010,0.76506,1/18/2013,0.49919,8/5/2010,0.10304,8/5/2010,0.31942,8/5/2010,1.10895,,,8/5/2010,0.18418,3/21/2012,0.12492,8/5/2010,1.2004,8/5/2010,0.69551,8/5/2010,0.18418
8/6/2010,0.9572,8/6/2010,1.3810,8/6/2010,0.75619,8/6/2010,3.5265,8/6/2010,1.1491,8/6/2010,0.9816,8/6/2010,0.50784,8/6/2010,0.9610,8/6/2010,0.38647,8/6/2010,0.4084,8/6/2010,0.54234,8/6/2010,2.6538,8/6/2010,0.7562,8/6/2010,1.49692,8/5/2011,0.4406,8/6/2010,0.43284,8/6/2010,0.92495,8/6/2010,0.62221,8/6/2010,0.2164,8/6/2010,0.69049,1/7/2013,0.33932,8/20/2012,0.13278,8/6/2010,0.66988,8/6/2010,0.87857,2/28/2012,0.86652,8/6/2010,0.24863,8/6/2010,0.37809,2/25/2013,0.17792,8/6/2010,0.74717,1/21/2013,0.53528,8/6/2010,0.1008,8/6/2010,0.31562,8/6/2010,1.11303,,,8/6/2010,0.19195,3/22/2012,0.12104,8/6/2010,1.19805,8/6/2010,0.69951,8/6/2010,0.18422
8/9/2010,0.9611,8/9/2010,1.3734,8/9/2010,0.75756,8/9/2010,3.4839,8/9/2010,1.15695,8/9/2010,0.9804,8/9/2010,0.51041,8/9/2010,0.9689,8/9/2010,0.39166,8/9/2010,0.4020,8/9/2010,0.55142,8/9/2010,2.6540,8/9/2010,0.7601,8/9/2010,1.51511,8/8/2011,0.4279,8/9/2010,0.43418,8/9/2010,0.91345,8/9/2010,0.62099,8/9/2010,0.2255,8/9/2010,0.69829,1/8/2013,0.31867,8/21/2012,0.13794,8/9/2010,0.6532,8/9/2010,0.92891,2/29/2012,0.88194,8/9/2010,0.25123,8/9/2010,0.38393,2/26/2013,0.17659,8/9/2010,0.77044,1/22/2013,0.53268,8/9/2010,0.10629,8/9/2010,0.31178,8/9/2010,1.11959,,,8/9/2010,0.18939,3/23/2012,0.11972,8/9/2010,1.19818,8/9/2010,0.70602,8/9/2010,0.19068
