,151 HK Equity,,322 HK Equity,,1044 HK Equity,,220 HK Equity,,1112 HK Equity,,1025 HK Equity,,1230 HK Equity,,829 HK Equity,,1117 HK Equity,,1700 HK Equity,,1068 HK Equity,,1886 HK Equity,,980 HK Equity,,1006 HK Equity,,1007 HK Equity,,1717 HK Equity,,1338 HK Equity,,2218 HK Equity,,814 HK Equity,,,,
6/6/2008,0.44052,6/6/2008,1.23,6/6/2008,3.70,6/6/2008,0.51864,1/20/2011,1.38,6/6/2008,0.94636,12/2/2010,0.45,11/16/2009,0.31548,12/30/2010,0.33,11/23/2010,0.81975,6/6/2008,1.60,6/6/2008,0.74,6/6/2008,0.75,1/22/2010,0.97,11/30/2010,0.35283,11/11/2009,0.82,8/5/2009,0.41,6/6/2008,1.0885,6/6/2008,0.71,,,,
6/10/2008,0.41358,6/10/2008,1.20,6/10/2008,3.57,6/10/2008,0.50961,1/21/2011,1.39,6/10/2008,0.96032,12/3/2010,0.43,11/17/2009,0.31806,12/31/2010,0.33,11/24/2010,0.82879,6/10/2008,1.60,6/10/2008,0.70,6/10/2008,0.72,1/25/2010,0.95,12/1/2010,0.38633,11/12/2009,0.84,8/6/2009,0.41,6/10/2008,1.03715,6/10/2008,0.70,,,,
6/11/2008,0.42002,6/11/2008,1.20,6/11/2008,3.55,6/11/2008,0.51094,1/24/2011,1.37,6/11/2008,0.95786,12/6/2010,0.44,11/18/2009,0.31096,1/3/2011,0.33,11/25/2010,0.82865,6/11/2008,1.57,6/11/2008,0.71,6/11/2008,0.73,1/26/2010,0.87,12/2/2010,0.41847,11/13/2009,0.82,8/7/2009,0.40,6/11/2008,1.01164,6/11/2008,0.71,,,,
6/12/2008,0.41209,6/12/2008,1.24,6/12/2008,3.44,6/12/2008,0.48759,1/25/2011,1.31,6/12/2008,0.92143,12/7/2010,0.45,11/19/2009,0.30709,1/4/2011,0.33,11/26/2010,0.82682,6/12/2008,1.53,6/12/2008,0.69,6/12/2008,0.73,1/27/2010,0.81,12/3/2010,0.39297,11/16/2009,0.81,8/10/2009,0.41,6/12/2008,0.98542,6/12/2008,0.69,,,,
6/13/2008,0.41074,6/13/2008,1.22,6/13/2008,3.33,6/13/2008,0.48368,1/26/2011,1.29,6/13/2008,0.88419,12/8/2010,0.43,11/20/2009,0.30967,1/5/2011,0.34,11/29/2010,0.82668,6/13/2008,1.55,6/13/2008,0.68,6/13/2008,0.72,1/28/2010,0.84,12/6/2010,0.39687,11/17/2009,0.80,8/11/2009,0.42,6/13/2008,0.98527,6/13/2008,0.70,,,,
6/16/2008,0.40848,6/16/2008,1.27,6/16/2008,3.48,6/16/2008,0.49684,1/27/2011,1.31,6/16/2008,0.89636,12/9/2010,0.41,11/23/2009,0.30967,1/6/2011,0.34,11/30/2010,0.81898,6/16/2008,1.61,6/16/2008,0.68,6/16/2008,0.72,1/29/2010,0.83,12/7/2010,0.39677,11/18/2009,0.82,8/12/2009,0.41,6/16/2008,0.9988,6/16/2008,0.70,,,,
6/17/2008,0.40205,6/17/2008,1.22,6/17/2008,3.51,6/17/2008,0.48912,1/28/2011,1.32,6/17/2008,0.8963,12/10/2010,0.39,11/24/2009,0.30709,1/7/2011,0.34,12/1/2010,0.81903,6/17/2008,1.55,6/17/2008,0.69,6/17/2008,0.73,2/1/2010,0.88,12/8/2010,0.37332,11/19/2009,0.82,8/13/2009,0.41,6/17/2008,0.99873,6/17/2008,0.70,,,,
6/18/2008,0.39711,6/18/2008,1.21,6/18/2008,3.52,6/18/2008,0.49959,1/31/2011,1.35,6/18/2008,0.93769,12/13/2010,0.38,11/25/2009,0.32387,1/10/2011,0.34,12/2/2010,0.83566,6/18/2008,1.60,6/18/2008,0.70,6/18/2008,0.75,2/2/2010,0.88,12/9/2010,0.35503,11/20/2009,0.82,8/14/2009,0.39,6/18/2008,1.01199,6/18/2008,0.70,,,,
6/19/2008,0.39063,6/19/2008,1.21,6/19/2008,3.48,6/19/2008,0.48925,2/1/2011,1.39,6/19/2008,0.93751,12/14/2010,0.38,11/26/2009,0.31612,1/11/2011,0.34,12/3/2010,0.81944,6/19/2008,1.54,6/19/2008,0.68,6/19/2008,0.74,2/3/2010,0.88,12/10/2010,0.34602,11/23/2009,0.81,8/17/2009,0.39,6/19/2008,0.96057,6/19/2008,0.70,,,,
6/20/2008,0.39464,6/20/2008,1.22,6/20/2008,3.46,6/20/2008,0.49202,2/2/2011,1.37,6/20/2008,0.90076,12/15/2010,0.39,11/27/2009,0.31482,1/12/2011,0.34,12/6/2010,0.80534,6/20/2008,1.56,6/20/2008,0.67,6/20/2008,0.73,2/4/2010,0.86,12/13/2010,0.35867,11/24/2009,0.80,8/18/2009,0.38,6/20/2008,0.98661,6/20/2008,0.70,,,,
6/23/2008,0.3843,6/23/2008,1.22,6/23/2008,3.32,6/23/2008,0.48677,2/7/2011,1.37,6/23/2008,0.94665,12/16/2010,0.39,11/30/2009,0.32903,1/13/2011,0.34,12/7/2010,0.80384,6/23/2008,1.60,6/23/2008,0.67,6/23/2008,0.74,2/5/2010,0.82,12/14/2010,0.35378,11/25/2009,0.82,8/19/2009,0.38,6/23/2008,0.94793,6/23/2008,0.69,,,,
6/24/2008,0.39065,6/24/2008,1.22,6/24/2008,3.29,6/24/2008,0.48159,2/8/2011,1.37,6/24/2008,0.94268,12/17/2010,0.39,12/1/2009,0.35419,1/14/2011,0.34,12/8/2010,0.7917,6/24/2008,1.65,6/24/2008,0.65,6/24/2008,0.74,2/8/2010,0.83,12/15/2010,0.3537,11/26/2009,0.80,8/20/2009,0.39,6/24/2008,0.94781,6/24/2008,0.68,,,,
6/25/2008,0.40986,6/25/2008,1.22,6/25/2008,3.22,6/25/2008,0.46877,2/9/2011,1.37,6/25/2008,0.94651,12/20/2010,0.38,12/2/2009,0.35871,1/17/2011,0.34,12/9/2010,0.77181,6/25/2008,1.65,6/25/2008,0.65,6/25/2008,0.71,2/9/2010,0.83,12/16/2010,0.34715,11/27/2009,0.75,8/21/2009,0.39,6/25/2008,0.93499,6/25/2008,0.68,,,,
6/26/2008,0.40359,6/26/2008,1.23,6/26/2008,3.12,6/26/2008,0.47406,2/10/2011,1.35,6/26/2008,0.92506,12/21/2010,0.38,12/3/2009,0.38064,1/18/2011,0.34,12/10/2010,0.77178,6/26/2008,1.68,6/26/2008,0.65,6/26/2008,0.73,2/10/2010,0.83,12/17/2010,0.34332,11/30/2009,0.81,8/24/2009,0.38,6/26/2008,0.9225,6/26/2008,0.68,,,,
6/27/2008,0.38578,6/27/2008,1.21,6/27/2008,2.99,6/27/2008,0.4614,2/11/2011,1.35,6/27/2008,0.89075,12/22/2010,0.37,12/4/2009,0.39741,1/19/2011,0.34,12/13/2010,0.76104,6/27/2008,1.63,6/27/2008,0.63,6/27/2008,0.73,2/11/2010,0.86,12/20/2010,0.34594,12/1/2009,0.85,8/25/2009,0.39,6/27/2008,0.90998,6/27/2008,0.68,,,,
6/30/2008,0.38471,6/30/2008,1.24,6/30/2008,2.95,6/30/2008,0.46294,2/14/2011,1.37,6/30/2008,0.91049,12/23/2010,0.37,12/7/2009,0.42514,1/20/2011,0.34,12/14/2010,0.78476,6/30/2008,1.64,6/30/2008,0.63,6/30/2008,0.71,2/12/2010,0.86,12/21/2010,0.34603,12/2/2009,0.84,8/26/2009,0.38,6/30/2008,0.93614,6/30/2008,0.65,,,,
7/2/2008,0.38082,7/2/2008,1.21,7/2/2008,2.82,7/2/2008,0.45775,2/15/2011,1.37,7/2/2008,0.89755,12/24/2010,0.36,12/8/2009,0.43288,1/21/2011,0.34,12/15/2010,0.77042,7/2/2008,1.71,7/2/2008,0.63,7/2/2008,0.72,2/17/2010,0.84,12/22/2010,0.34579,12/3/2009,0.84,8/27/2009,0.38,7/2/2008,0.9232,7/2/2008,0.63,,,,
7/3/2008,0.37698,7/3/2008,1.16,7/3/2008,2.72,7/3/2008,0.44622,2/16/2011,1.39,7/3/2008,0.88732,12/28/2010,0.34,12/9/2009,0.429,1/24/2011,0.34,12/16/2010,0.77016,7/3/2008,1.51,7/3/2008,0.60,7/3/2008,0.73,2/18/2010,0.82,12/23/2010,0.33692,12/4/2009,0.85,8/28/2009,0.36,7/3/2008,0.89757,7/3/2008,0.62,,,,
7/4/2008,0.37828,7/4/2008,1.17,7/4/2008,2.73,7/4/2008,0.44753,2/17/2011,1.38,7/4/2008,0.83607,12/29/2010,0.36,12/10/2009,0.40707,1/25/2011,0.33,12/17/2010,0.78307,7/4/2008,1.40,7/4/2008,0.58,7/4/2008,0.72,2/19/2010,0.80,12/24/2010,0.32645,12/7/2009,0.84,8/31/2009,0.36,7/4/2008,0.91044,7/4/2008,0.63,,,,
7/7/2008,0.38579,7/7/2008,1.16,7/7/2008,2.77,7/7/2008,0.44859,2/18/2011,1.41,7/7/2008,0.83951,12/30/2010,0.37,12/11/2009,0.39868,1/26/2011,0.34,12/20/2010,0.77161,7/7/2008,1.39,7/7/2008,0.59,7/7/2008,0.71,2/22/2010,0.80,12/28/2010,0.31875,12/8/2009,0.84,9/1/2009,0.35,7/7/2008,0.89718,7/7/2008,0.62,,,,
7/8/2008,0.37681,7/8/2008,1.15,7/8/2008,2.77,7/8/2008,0.4409,2/21/2011,1.45,7/8/2008,0.83309,12/31/2010,0.38,12/14/2009,0.41476,1/27/2011,0.34,12/21/2010,0.76409,7/8/2008,1.35,7/8/2008,0.59,7/8/2008,0.72,2/23/2010,0.82,12/29/2010,0.34177,12/9/2009,0.83,9/2/2009,0.34,7/8/2008,0.88435,7/8/2008,0.61,,,,
7/9/2008,0.38448,7/9/2008,1.17,7/9/2008,2.82,7/9/2008,0.44728,2/22/2011,1.45,7/9/2008,0.81381,1/3/2011,0.39,12/15/2009,0.40885,1/28/2011,0.35,12/22/2010,0.75971,7/9/2008,1.38,7/9/2008,0.60,7/9/2008,0.73,2/24/2010,0.82,12/30/2010,0.33798,12/10/2009,0.81,9/3/2009,0.35,7/9/2008,0.87148,7/9/2008,0.61,,,,
7/10/2008,0.38574,7/10/2008,1.16,7/10/2008,2.90,7/10/2008,0.42932,2/23/2011,1.44,7/10/2008,0.80865,1/4/2011,0.38,12/16/2009,0.39599,1/31/2011,0.36,12/23/2010,0.75356,7/10/2008,1.38,7/10/2008,0.59,7/10/2008,0.79,2/25/2010,0.83,12/31/2010,0.33836,12/11/2009,0.78,9/4/2009,0.35,7/10/2008,0.89708,7/10/2008,0.61,,,,
7/11/2008,0.38951,7/11/2008,1.15,7/11/2008,2.97,7/11/2008,0.42923,2/24/2011,1.42,7/11/2008,0.82771,1/5/2011,0.38,12/17/2009,0.39324,2/1/2011,0.37,12/24/2010,0.75186,7/11/2008,1.44,7/11/2008,0.59,7/11/2008,0.76,2/26/2010,0.82,1/3/2011,0.33339,12/14/2009,0.79,9/7/2009,0.38,7/11/2008,0.90971,7/11/2008,0.62,,,,
7/14/2008,0.387,7/14/2008,1.12,7/14/2008,2.84,7/14/2008,0.43185,2/25/2011,1.46,7/14/2008,0.82012,1/6/2011,0.38,12/18/2009,0.39316,2/2/2011,0.37,12/28/2010,0.76473,7/14/2008,1.38,7/14/2008,0.58,7/14/2008,0.76,3/1/2010,0.82,1/4/2011,0.34236,12/15/2009,0.79,9/8/2009,0.37,7/14/2008,0.89701,7/14/2008,0.62,,,,
7/15/2008,0.38093,7/15/2008,1.11,7/15/2008,2.80,7/15/2008,0.40017,2/28/2011,1.48,7/15/2008,0.82984,1/7/2011,0.38,12/21/2009,0.39003,2/7/2011,0.36,12/29/2010,0.76064,7/15/2008,1.37,7/15/2008,0.56,7/15/2008,0.78,3/2/2010,0.82,1/5/2011,0.35389,12/16/2009,0.78,9/9/2009,0.36,7/15/2008,0.88499,7/15/2008,0.61,,,,
7/16/2008,0.3936,7/16/2008,1.11,7/16/2008,2.92,7/16/2008,0.39232,3/1/2011,1.47,7/16/2008,0.80772,1/10/2011,0.38,12/22/2009,0.39142,2/8/2011,0.36,12/30/2010,0.78006,7/16/2008,1.36,7/16/2008,0.55,7/16/2008,0.71,3/3/2010,0.89,1/6/2011,0.34992,12/17/2009,0.79,9/10/2009,0.39,7/16/2008,0.88465,7/16/2008,0.62,,,,
7/17/2008,0.39496,7/17/2008,1.13,7/17/2008,2.88,7/17/2008,0.40906,3/2/2011,1.45,7/17/2008,0.8348,1/11/2011,0.37,12/23/2009,0.41336,2/9/2011,0.36,12/31/2010,0.80409,7/17/2008,1.47,7/17/2008,0.54,7/17/2008,0.72,3/4/2010,0.92,1/7/2011,0.35384,12/18/2009,0.76,9/11/2009,0.38,7/17/2008,0.92328,7/17/2008,0.62,,,,
7/18/2008,0.38727,7/18/2008,1.15,7/18/2008,2.93,7/18/2008,0.40394,3/3/2011,1.45,7/18/2008,0.83867,1/12/2011,0.37,12/24/2009,0.4061,2/10/2011,0.35,1/3/2011,0.77749,7/18/2008,1.51,7/18/2008,0.53,7/18/2008,0.73,3/5/2010,0.91,1/10/2011,0.34845,12/21/2009,0.75,9/14/2009,0.38,7/18/2008,0.88483,7/18/2008,0.58,,,,
7/21/2008,0.38348,7/21/2008,1.15,7/21/2008,3.04,7/21/2008,0.41169,3/4/2011,1.45,7/21/2008,0.84006,1/13/2011,0.36,12/28/2009,0.40421,2/11/2011,0.35,1/4/2011,0.76581,7/21/2008,1.49,7/21/2008,0.52,7/21/2008,0.74,3/8/2010,0.91,1/11/2011,0.34471,12/22/2009,0.75,9/15/2009,0.37,7/21/2008,0.89777,7/21/2008,0.59,,,,
7/22/2008,0.37967,7/22/2008,1.17,7/22/2008,3.07,7/22/2008,0.41302,3/7/2011,1.43,7/22/2008,0.8504,1/14/2011,0.36,12/29/2009,0.41327,2/14/2011,0.35,1/5/2011,0.76569,7/22/2008,1.55,7/22/2008,0.53,7/22/2008,0.74,3/9/2010,0.89,1/12/2011,0.34859,12/23/2009,0.78,9/16/2009,0.36,7/22/2008,0.93634,7/22/2008,0.62,,,,
7/23/2008,0.39363,7/23/2008,1.18,7/23/2008,3.19,7/23/2008,0.42183,3/8/2011,1.43,7/23/2008,0.87187,1/17/2011,0.36,12/30/2009,0.44103,2/15/2011,0.35,1/6/2011,0.77833,7/23/2008,1.54,7/23/2008,0.54,7/23/2008,0.77,3/10/2010,0.90,1/13/2011,0.34346,12/24/2009,0.78,9/17/2009,0.39,7/23/2008,0.93598,7/23/2008,0.62,,,,
7/24/2008,0.39365,7/24/2008,1.17,7/24/2008,3.21,7/24/2008,0.40775,3/9/2011,1.42,7/24/2008,0.87833,1/18/2011,0.35,12/31/2009,0.45528,2/16/2011,0.34,1/7/2011,0.77974,7/24/2008,1.48,7/24/2008,0.54,7/24/2008,0.77,3/11/2010,0.89,1/14/2011,0.35117,12/28/2009,0.77,9/18/2009,0.39,7/24/2008,0.89756,7/24/2008,0.62,,,,
7/25/2008,0.38974,7/25/2008,1.14,7/25/2008,3.17,7/25/2008,0.41282,3/10/2011,1.44,7/25/2008,0.91923,1/19/2011,0.35,1/4/2010,0.47386,2/17/2011,0.34,1/10/2011,0.78304,7/25/2008,1.51,7/25/2008,0.52,7/25/2008,0.77,3/12/2010,0.88,1/17/2011,0.34209,12/29/2009,0.78,9/21/2009,0.41,7/25/2008,0.89744,7/25/2008,0.60,,,,
7/28/2008,0.38589,7/28/2008,1.14,7/28/2008,3.13,7/28/2008,0.40255,3/11/2011,1.42,7/28/2008,0.92946,1/20/2011,0.35,1/5/2010,0.4641,2/18/2011,0.34,1/11/2011,0.76017,7/28/2008,1.49,7/28/2008,0.54,7/28/2008,0.77,3/15/2010,0.87,1/18/2011,0.33558,12/30/2009,0.83,9/22/2009,0.40,7/28/2008,0.89741,7/28/2008,0.60,,,,
7/29/2008,0.37935,7/29/2008,1.12,7/29/2008,3.04,7/29/2008,0.39601,3/14/2011,1.42,7/29/2008,0.92531,1/21/2011,0.35,1/6/2010,0.47068,2/21/2011,0.33,1/12/2011,0.75892,7/29/2008,1.46,7/29/2008,0.52,7/29/2008,0.77,3/16/2010,0.85,1/19/2011,0.34328,12/31/2009,0.83,9/23/2009,0.40,7/29/2008,0.89711,7/29/2008,0.59,,,,
7/30/2008,0.38059,7/30/2008,1.15,7/30/2008,3.04,7/30/2008,0.39853,3/15/2011,1.35,7/30/2008,0.93803,1/24/2011,0.35,1/7/2010,0.4565,2/22/2011,0.33,1/13/2011,0.76796,7/30/2008,1.49,7/30/2008,0.57,7/30/2008,0.77,3/17/2010,0.87,1/20/2011,0.33401,1/4/2010,0.82,9/24/2009,0.40,7/30/2008,0.89702,7/30/2008,0.59,,,,
7/31/2008,0.38708,7/31/2008,1.20,7/31/2008,3.04,7/31/2008,0.40117,3/16/2011,1.38,7/31/2008,0.95487,1/25/2011,0.35,1/8/2010,0.44099,2/23/2011,0.32,1/14/2011,0.76279,7/31/2008,1.45,7/31/2008,0.59,7/31/2008,0.77,3/18/2010,0.86,1/21/2011,0.32992,1/5/2010,0.84,9/25/2009,0.40,7/31/2008,0.88438,7/31/2008,0.59,,,,
8/1/2008,0.40747,8/1/2008,1.19,8/1/2008,3.02,8/1/2008,0.39722,3/17/2011,1.35,8/1/2008,0.95332,1/26/2011,0.34,1/11/2010,0.44679,2/24/2011,0.32,1/17/2011,0.75877,8/1/2008,1.45,8/1/2008,0.58,8/1/2008,0.77,3/19/2010,0.86,1/24/2011,0.32066,1/6/2010,0.85,9/28/2009,0.40,8/1/2008,0.87131,8/1/2008,0.59,,,,
8/4/2008,0.39723,8/4/2008,1.19,8/4/2008,2.98,8/4/2008,0.39723,3/18/2011,1.36,8/4/2008,0.9572,1/27/2011,0.33,1/12/2010,0.44163,2/25/2011,0.33,1/18/2011,0.76116,8/4/2008,1.40,8/4/2008,0.57,8/4/2008,0.76,3/22/2010,0.86,1/25/2011,0.31958,1/7/2010,0.87,9/29/2009,0.40,8/4/2008,0.87135,8/4/2008,0.56,,,,
8/5/2008,0.39079,8/5/2008,1.21,8/5/2008,2.98,8/5/2008,0.3972,3/21/2011,1.38,8/5/2008,0.95712,1/28/2011,0.34,1/13/2010,0.43575,2/28/2011,0.34,1/19/2011,0.75985,8/5/2008,1.41,8/5/2008,0.57,8/5/2008,0.76,3/23/2010,0.85,1/26/2011,0.3185,1/8/2010,0.84,9/30/2009,0.41,8/5/2008,0.83283,8/5/2008,0.55,,,,
8/7/2008,0.39466,8/7/2008,1.19,8/7/2008,2.99,8/7/2008,0.39466,3/22/2011,1.37,8/7/2008,0.99946,1/31/2011,0.35,1/14/2010,0.44472,3/1/2011,0.34,1/20/2011,0.75667,8/7/2008,1.44,8/7/2008,0.56,8/7/2008,0.76,3/24/2010,0.84,1/27/2011,0.32615,1/11/2010,0.83,10/2/2009,0.40,8/7/2008,0.8457,8/7/2008,0.55,,,,
8/8/2008,0.38913,8/8/2008,1.18,8/8/2008,3.16,8/8/2008,0.39169,3/23/2011,1.37,8/8/2008,0.99843,2/1/2011,0.34,1/15/2010,0.44458,3/2/2011,0.33,1/21/2011,0.80234,8/8/2008,1.41,8/8/2008,0.53,8/8/2008,0.75,3/25/2010,0.83,1/28/2011,0.32336,1/12/2010,0.82,10/5/2009,0.40,8/8/2008,0.83202,8/8/2008,0.55,,,,
8/11/2008,0.38419,8/11/2008,1.17,8/11/2008,3.18,8/11/2008,0.39572,3/24/2011,1.39,8/11/2008,0.9989,2/2/2011,0.35,1/18/2010,0.4399,3/3/2011,0.33,1/24/2011,0.80036,8/11/2008,1.40,8/11/2008,0.50,8/11/2008,0.74,3/26/2010,0.87,1/31/2011,0.31948,1/13/2010,0.79,10/6/2009,0.40,8/11/2008,0.85803,8/11/2008,0.55,,,,
8/12/2008,0.3906,8/12/2008,1.18,8/12/2008,3.20,8/12/2008,0.39188,3/25/2011,1.44,8/12/2008,1.00019,2/7/2011,0.35,1/19/2010,0.41995,3/4/2011,0.33,1/25/2011,0.80986,8/12/2008,1.42,8/12/2008,0.48,8/12/2008,0.78,3/29/2010,0.86,2/1/2011,0.31827,1/14/2010,0.80,10/7/2009,0.41,8/12/2008,0.84523,8/12/2008,0.56,,,,
8/13/2008,0.39571,8/13/2008,1.19,8/13/2008,3.20,8/13/2008,0.38419,3/28/2011,1.43,8/13/2008,0.9912,2/8/2011,0.34,1/20/2010,0.41449,3/7/2011,0.31,1/26/2011,0.80268,8/13/2008,1.43,8/13/2008,0.47,8/13/2008,0.80,3/30/2010,0.86,2/2/2011,0.31847,1/15/2010,0.79,10/8/2009,0.41,8/13/2008,0.78118,8/13/2008,0.55,,,,
8/14/2008,0.39051,8/14/2008,1.13,8/14/2008,3.27,8/14/2008,0.39691,3/29/2011,1.43,8/14/2008,1.06142,2/9/2011,0.35,1/21/2010,0.40537,3/8/2011,0.32,1/27/2011,0.79226,8/14/2008,1.49,8/14/2008,0.47,8/14/2008,0.87,3/31/2010,0.85,2/7/2011,0.31606,1/18/2010,0.78,10/9/2009,0.40,8/14/2008,0.75541,8/14/2008,0.54,,,,
8/15/2008,0.40182,8/15/2008,1.17,8/15/2008,3.31,8/15/2008,0.39158,3/30/2011,1.42,8/15/2008,1.03014,2/10/2011,0.35,1/22/2010,0.3996,3/9/2011,0.31,1/28/2011,0.79558,8/15/2008,1.54,8/15/2008,0.47,8/15/2008,0.88,4/1/2010,0.85,2/8/2011,0.31992,1/19/2010,0.76,10/12/2009,0.39,8/15/2008,0.75501,8/15/2008,0.55,,,,
8/18/2008,0.40322,8/18/2008,1.14,8/18/2008,3.33,8/18/2008,0.38017,3/31/2011,1.45,8/18/2008,1.03684,2/11/2011,0.34,1/25/2010,0.39263,3/10/2011,0.31,1/31/2011,0.80062,8/18/2008,1.54,8/18/2008,0.50,8/18/2008,0.85,4/7/2010,0.92,2/9/2011,0.31471,1/20/2010,0.77,10/13/2009,0.39,8/18/2008,0.76803,8/18/2008,0.53,,,,
8/19/2008,0.39942,8/19/2008,1.12,8/19/2008,3.26,8/19/2008,0.38406,4/1/2011,1.44,8/19/2008,1.03568,2/14/2011,0.34,1/26/2010,0.36915,3/11/2011,0.31,2/1/2011,0.7931,8/19/2008,1.62,8/19/2008,0.50,8/19/2008,0.85,4/8/2010,0.90,2/10/2011,0.30681,1/21/2010,0.76,10/14/2009,0.39,8/19/2008,0.6657,8/19/2008,0.54,,,,
8/20/2008,0.40593,8/20/2008,1.13,8/20/2008,3.21,8/20/2008,0.38544,4/4/2011,1.42,8/20/2008,1.02442,2/15/2011,0.33,1/27/2010,0.36007,3/14/2011,0.32,2/2/2011,0.79617,8/20/2008,1.57,8/20/2008,0.51,8/20/2008,0.85,4/9/2010,0.89,2/11/2011,0.2963,1/22/2010,0.75,10/15/2009,0.39,8/20/2008,0.7427,8/20/2008,0.54,,,,
8/21/2008,0.40223,8/21/2008,1.11,8/21/2008,3.29,8/21/2008,0.3843,4/6/2011,1.43,8/21/2008,1.02479,2/16/2011,0.33,1/28/2010,0.38691,3/15/2011,0.32,2/7/2011,0.79657,8/21/2008,1.66,8/21/2008,0.51,8/21/2008,0.85,4/12/2010,0.88,2/14/2011,0.29759,1/25/2010,0.75,10/16/2009,0.37,8/21/2008,0.71735,8/21/2008,0.52,,,,
8/25/2008,0.40343,8/25/2008,1.13,8/25/2008,3.36,8/25/2008,0.37782,4/7/2011,1.53,8/25/2008,1.02459,2/17/2011,0.33,1/29/2010,0.38636,3/16/2011,0.33,2/8/2011,0.79015,8/25/2008,1.63,8/25/2008,0.52,8/25/2008,0.84,4/13/2010,0.89,2/15/2011,0.29254,1/26/2010,0.71,10/19/2009,0.41,8/25/2008,0.70441,8/25/2008,0.53,,,,
8/26/2008,0.39451,8/26/2008,1.15,8/26/2008,3.29,8/26/2008,0.36633,4/8/2011,1.58,8/26/2008,1.02215,2/18/2011,0.33,2/1/2010,0.39141,3/17/2011,0.33,2/9/2011,0.77586,8/26/2008,1.62,8/26/2008,0.52,8/26/2008,0.83,4/14/2010,0.87,2/16/2011,0.29267,1/27/2010,0.69,10/20/2009,0.43,8/26/2008,0.67887,8/26/2008,0.55,,,,
8/27/2008,0.42269,8/27/2008,1.20,8/27/2008,3.34,8/27/2008,0.37146,4/11/2011,1.54,8/27/2008,1.02343,2/21/2011,0.33,2/2/2010,0.39457,3/18/2011,0.33,2/10/2011,0.77409,8/27/2008,1.63,8/27/2008,0.51,8/27/2008,0.87,4/15/2010,0.86,2/17/2011,0.28507,1/28/2010,0.72,10/21/2009,0.42,8/27/2008,0.69168,8/27/2008,0.54,,,,
8/28/2008,0.44832,8/28/2008,1.14,8/28/2008,3.37,8/28/2008,0.37787,4/12/2011,1.54,8/28/2008,1.02344,2/22/2011,0.32,2/3/2010,0.41202,3/21/2011,0.33,2/11/2011,0.76192,8/28/2008,1.65,8/28/2008,0.50,8/28/2008,0.93,4/16/2010,0.85,2/18/2011,0.30059,1/29/2010,0.72,10/22/2009,0.41,8/28/2008,0.7173,8/28/2008,0.54,,,,
8/29/2008,0.4472,8/29/2008,1.20,8/29/2008,3.36,8/29/2008,0.39978,4/13/2011,1.54,8/29/2008,1.02253,2/23/2011,0.31,2/4/2010,0.41193,3/22/2011,0.33,2/14/2011,0.75039,8/29/2008,1.72,8/29/2008,0.53,8/29/2008,0.95,4/19/2010,0.83,2/21/2011,0.29548,2/1/2010,0.73,10/23/2009,0.41,8/29/2008,0.70475,8/29/2008,0.55,,,,
9/1/2008,0.4484,9/1/2008,1.17,9/1/2008,3.35,9/1/2008,0.41637,4/14/2011,1.56,9/1/2008,0.99288,2/24/2011,0.32,2/5/2010,0.40086,3/23/2011,0.32,2/15/2011,0.74289,9/1/2008,1.67,9/1/2008,0.53,9/1/2008,0.93,4/20/2010,0.84,2/22/2011,0.28489,2/2/2010,0.76,10/27/2009,0.41,9/1/2008,0.73024,9/1/2008,0.54,,,,
9/2/2008,0.44833,9/2/2008,1.19,9/2/2008,3.39,9/2/2008,0.40862,4/15/2011,1.54,9/2/2008,0.99785,2/25/2011,0.33,2/8/2010,0.39572,3/24/2011,0.32,2/16/2011,0.74323,9/2/2008,1.70,9/2/2008,0.53,9/2/2008,0.94,4/21/2010,0.82,2/23/2011,0.2835,2/3/2010,0.76,10/28/2009,0.41,9/2/2008,0.6917,9/2/2008,0.56,,,,
9/3/2008,0.44828,9/3/2008,1.20,9/3/2008,3.41,9/3/2008,0.4201,4/18/2011,1.71,9/3/2008,0.99903,2/28/2011,0.33,2/9/2010,0.39254,3/25/2011,0.31,2/17/2011,0.74478,9/3/2008,1.57,9/3/2008,1.40,9/3/2008,1.00,4/22/2010,0.84,2/24/2011,0.27191,2/4/2010,0.76,10/29/2009,0.42,9/3/2008,0.74287,9/3/2008,0.58,,,,
9/4/2008,0.44828,9/4/2008,1.17,9/4/2008,3.41,9/4/2008,0.40858,4/19/2011,1.77,9/4/2008,1.00927,3/1/2011,0.32,2/10/2010,0.39575,3/28/2011,0.32,2/18/2011,0.75019,9/4/2008,1.61,9/4/2008,1.29,9/4/2008,0.97,4/23/2010,0.83,2/25/2011,0.26942,2/5/2010,0.74,10/30/2009,0.42,9/4/2008,0.73006,9/4/2008,0.58,,,,
9/5/2008,0.43542,9/5/2008,1.15,9/5/2008,3.36,9/5/2008,0.40724,4/20/2011,1.75,9/5/2008,0.96176,3/2/2011,0.32,2/11/2010,0.39516,3/29/2011,0.32,2/21/2011,0.75926,9/5/2008,1.54,9/5/2008,1.23,9/5/2008,0.88,4/26/2010,0.82,2/28/2011,0.26578,2/8/2010,0.72,11/2/2009,0.41,9/5/2008,0.70435,9/5/2008,0.56,,,,
